"","P[Y=1]","P[Y=2]","P[Y=3]","y_hat","y_avg","y_obs"
"uma",0.0711590154900233,0.476685273171574,0.452155711338402,2,2.38099669584838,2
"umb",0.999887099177287,0.000112834690435215,6.61322775430406e-08,1,1.00011296695499,1
"umi",0.725496793771581,0.260120251712655,0.0143829545157644,1,1.28888616074418,1
"umm",0.997506607955677,0.0024878614669247,5.53057739793861e-06,1,1.00249892262172,1
"umn",0.942832021666692,0.0563963673874737,0.000771610945833889,1,1.05793958927914,1
"ump",0.460602165948134,0.471090047976735,0.0683077860751309,2,1.607705620127,2
"ums",0.952060176917113,0.0473680434802267,0.000571779602660527,1,1.04851160268555,1
"umu",0.215423216600792,0.572630429370199,0.211946354029009,2,1.99652313742822,2
"una",0.967067239414507,0.032627355113074,0.000305405472418752,1,1.03323816605791,1
"une",0.996448370428465,0.00354225943746689,9.37013406854259e-06,1,1.0035609997056,1
"ung",0.662435702326178,0.315165492309103,0.0223988053647192,1,1.35996310303854,1
"unk",0.675796447848269,0.303697435029897,0.020506117121834,1,1.34470966927356,1
"unm",0.782737858861486,0.208341680845263,0.00892046029325089,1,1.22618260143176,3
"unr",0.999990371322288,9.62637397117216e-06,2.30374075371742e-09,1,1.00000963098145,1
"unz",0.96708993511034,0.0326050066162341,0.000305058273426195,1,1.03321512316309,1
"upi",0.950101797810119,0.0492862963763001,0.000611905813580726,1,1.05051010800346,1
"upv",0.999996839835053,3.15964384944856e-06,5.21097831551742e-10,1,1.00000316068605,1
"ura",0.89152314579765,0.106091332928187,0.00238552127416292,1,1.11086237547651,1
"urb",0.615655759478174,0.354393697727984,0.0299505427938422,1,1.41429478331567,1
"ure",0.104155419938463,0.524844716144457,0.370999863917081,2,2.26684444397862,2
"urg",0.994258260828799,0.00572238537823133,1.93537929698007e-05,1,1.00576109296417,1
"urh",0.997661564285498,0.00233340656532766,5.02914917477337e-06,1,1.00234346486368,1
"uri",0.99992670504303,7.32585745042424e-05,3.63824657068079e-08,1,1.00007333133944,1
"url",0.151340201305672,0.559803063017652,0.288856735676676,2,2.137516534371,3
"urm",0.936928850535701,0.062157403016625,0.000913746447674058,1,1.06398489591197,1
"uro",0.999045791573447,0.000952852755781386,1.3556707720852e-06,1,1.00095556409733,1
"urt",0.999939730706913,6.0241501613989e-05,2.77914733448625e-08,1,1.00006029708456,1
"urv",0.00445145458278351,0.147445867503621,0.848102677913595,3,2.84365122333081,3
"urw",0.998179252648295,0.00181727025058087,3.47710112402755e-06,1,1.00182422445283,1
"urx",0.989843532579345,0.0101099255537762,4.65418668791351e-05,1,1.01020300928753,1
"ury",0.969538453629688,0.0301929426640328,0.000268603706279347,1,1.03073015007659,1
"urz",0.414829574949967,0.500184050391118,0.0849863746589153,2,1.67015679970895,1
"usa",0.998613956214095,0.00138371191880704,2.33186709774902e-06,1,1.001388375653,1
"ush",0.78789934029454,0.203597793533032,0.00850286617242779,1,1.22060352587789,1
"usi",0.996926720486707,0.00306573171742242,7.54779587008869e-06,1,1.00308082730916,1
"usk",0.942757418669017,0.0564692437459995,0.000773337584983658,1,1.05801591891597,1
"usp",0.988423593629039,0.0115193250275952,5.70813433659056e-05,1,1.01163348771433,1
"usu",0.913569767044579,0.0848439330824025,0.00158629987301862,1,1.08801653282844,2
"uta",0.902004841127386,0.09600987169688,0.00198528717573421,1,1.09998044604835,1
"ute",0.703634010453624,0.279460189489107,0.0169058000572687,1,1.31327178960364,1
"utr",0.843445151297991,0.151841083633519,0.00471376506849008,1,1.1612686137705,1
"utu",0.991641399607082,0.00832418611426522,3.44142786524726e-05,1,1.00839301467157,1
"uum",0.998682888611148,0.00131494672376342,2.16466508884405e-06,1,1.00131927605394,1
"uun",0.0558760818709005,0.442952378299605,0.501171539829494,3,2.44529545795859,2
"uur",0.30080081407273,0.555836201066943,0.143362984860328,2,1.8425621707876,2
"uuu",0.991905323029411,0.00806192450938048,3.27524612083741e-05,1,1.0081274294318,1
"uvh",0.999543873331531,0.00045565644525114,4.70223217807764e-07,1,1.00045659689169,1
"uvl",0.999796471032529,0.000203378527725007,1.50439745771891e-07,1,1.00020367940722,1
"uwa",0.464795155122987,0.468277083884229,0.0669277609927849,2,1.6021326058698,2
"uya",0.946756329822533,0.0525603724945806,0.00068329768288633,1,1.05392696786035,1
"uzn",0.999974504884323,2.54865373566782e-05,8.57832038736461e-09,1,1.000025503694,1
"uzs",0.999859490118955,0.000140420238599948,8.96424450225197e-08,1,1.00014059952349,1
"vaa",0.973306032107836,0.0264775426207667,0.000216425271397647,1,1.02691039316356,1
"vae",0.983124760618768,0.016771802127005,0.000103437254227012,1,1.01697867663546,1
"vaf",0.966095989804559,0.0335835871788871,0.000320423016554106,1,1.034224433212,1
"vag",0.995246872155014,0.00473859848103264,1.45293639535193e-05,1,1.00476765720894,1
"vah",0.999768337139277,0.000231482444860154,1.80415863137995e-07,1,1.00023184327659,1
"vai",0.999537343950649,0.000462176215166532,4.79834184718975e-07,1,1.00046313588354,1
"vaj",0.876268552545271,0.120696336685885,0.00303511076884333,1,1.12676655822357,1
"val",0.694298301027637,0.287638474095448,0.0180632248769149,1,1.32376492384928,1
"van",0.998350381202257,0.00164661068347338,3.00811426934278e-06,1,1.00165262691201,2
"vao",0.99912025697666,0.000878537530157653,1.20549318260998e-06,1,1.00088094851652,1
"vap",0.986363330686139,0.0135628515595158,7.3817754345562e-05,1,1.01371048706821,1
"var",0.775362152169446,0.21510012321308,0.00953772461747382,1,1.23417557244803,1
"vas",0.999795408718856,0.000204439739508455,1.51541635351471e-07,1,1.00020474282278,1
"vau",0.98241394808797,0.0174755887761066,0.000110463135923888,1,1.01769651504795,1
"vav",0.998097866494672,0.00189842544012631,3.70806520144651e-06,1,1.00190584157053,1
"vay",0.973267803612913,0.0265152657354281,0.000216930651658731,1,1.02694912703875,1
"vbb",0.958245428913138,0.0413014247308402,0.000453146356022116,1,1.04220771744288,1
"vec",0.999999695354865,3.04620919155951e-07,2.42158515462165e-11,1,1.00000030466935,1
"ved",0.610951548374284,0.358253045745946,0.0307954058797696,1,1.41984385750549,2
"vem",0.962137555338577,0.037477610958342,0.000384833703080623,1,1.0382472783645,1
"ven",0.996000200910674,0.00398859902200832,1.12000673172519e-05,1,1.00401099915664,1
"veo",0.0150325158775657,0.265317360654792,0.719650123467642,3,2.70461760759008,3
"vep",0.84611913924548,0.149318691889867,0.00456216886465377,1,1.15844302961917,1
"ver",0.988100191976258,0.0118402112353675,5.95967883746384e-05,1,1.01195940481212,1
"vgr",0.959601970668703,0.0399692503762854,0.000428778955011255,1,1.04082680828631,1
"vid",0.967611474021533,0.0320913992776581,0.000297126700808947,1,1.03268565267928,1
"vie",0.999999987822554,1.21770576955171e-08,3.88244991711417e-13,1,1.00000001217783,1
"vif",0.814359568719778,0.179099020621215,0.00654141065900737,1,1.19218184193923,1
"vig",0.984922157978441,0.0149913336338922,8.65083876672168e-05,1,1.01516435040923,1
"vil",0.540503312715811,0.413899610847283,0.0455970764369056,1,1.50509376372109,3
"vin",0.897220578690255,0.100616049364205,0.00216337194553984,1,1.10494279325529,1
"vis",0.67440562289277,0.304896369493281,0.0206980076139488,1,1.34629238472118,1
"vit",0.37107668359929,0.524804638605903,0.104118677794808,2,1.73304199419552,1
"viv",0.99990014190011,9.98023182781083e-05,5.5781611663086e-08,1,1.0000999138815,1
"vka",6.7625954210939e-05,0.0128305604966869,0.987101813549102,3,2.98703418759489,3
"vki",0.49249196212801,0.449138517846256,0.0583695200257344,1,1.56587755789772,1
"vkj",0.82031913380612,0.173541174351946,0.0061396918419333,1,1.18582055803581,1
"vkl",0.977829086200069,0.0220107464887338,0.000160167311197279,1,1.02233108111113,1
"vkm",7.07068427078818e-07,0.000606289899598802,0.999393003031974,3,2.99939229596355,3
"vko",0.846166810443859,0.149273698860261,0.00455949069588046,1,1.15839268025202,1
"vkp",0.857570572894006,0.138486263120627,0.0039431639853672,1,1.14637259109136,1
"vku",0.404815261743753,0.50611849476562,0.0890662434906264,2,1.68425098174687,2
"vlp",0.969141691261025,0.0305839331459086,0.00027437559306609,1,1.03113268433204,1
"vls",0.999993073004197,6.92551392023066e-06,1.48188294968321e-09,1,1.00000692847769,1
"vma",0.0945775767620033,0.513513679872658,0.391908743365339,2,2.29733116660334,2
"vmc",0.963285162705358,0.0363492051004618,0.000365632194180177,1,1.03708046948882,1
"vmd",0.126182453911968,0.544864523481373,0.32895302260666,2,2.20277056869469,1
"vmf",0.999997297287121,2.70228931209537e-06,4.23567292351379e-10,1,1.00000270313645,1
"vmj",0.921612924086774,0.0770523219273519,0.00133475398587379,1,1.0797218298991,1
"vmk",0.999579344025811,0.000420236888126535,4.19086062075635e-07,1,1.00042107506025,1
"vml",0.00472616225546366,0.152045272989556,0.84322856475498,3,2.83850240249952,3
"vmm",0.917510806160652,0.081028787812174,0.00146040602717445,1,1.08394959986652,1
"vmp",0.979420031196369,0.0204378983709564,0.000142070432675001,1,1.02072203923631,1
"vmq",0.660671494449688,0.316671431981422,0.0226570735688906,1,1.3619855791192,2
"vmr",0.998525203636222,0.00147224322268913,2.55314108899007e-06,1,1.00147734950487,1
"vmv",1.65816997308015e-05,0.0051697829827658,0.994813635317503,3,2.99479705361777,3
"vmw",0.999640508906692,0.000359155752711948,3.35340596513412e-07,1,1.0003598264339,1
"vmx",0.973283730211115,0.0264995497469995,0.000216720041885776,1,1.02693298983077,1
"vmy",0.989425310457895,0.0105251297957555,4.95597463500141e-05,1,1.01062424928846,1
"vmz",0.993908067566548,0.0060707513666598,2.11810667918311e-05,1,1.00611311350024,1
"vnk",0.116365586015814,0.536872378796411,0.346762035187775,2,2.23039644917196,2
"vnm",0.995563564930516,0.00442334305166003,1.30920178242899e-05,1,1.00444952708731,1
"vnp",0.984487244569315,0.015422261861717,9.04935689676201e-05,1,1.01560324899965,1
"vor",0.326542229803487,0.545886832369935,0.127570937826578,2,1.80102870802309,1
"vot",0.0369335774675316,0.383804672780068,0.579261749752401,3,2.54232817228487,2
"vrs",0.999897430405721,0.000102511703184427,5.7891094917828e-08,1,1.00010262748537,1
"vrt",0.997806021731398,0.00218940162328862,4.57664531350321e-06,1,1.00219855491392,1
"vto",0.842694879046729,0.152548335241491,0.00475678571177907,1,1.16206190666505,1
"vum",0.914422791402463,0.0840185894984119,0.00155861909912536,1,1.08713582769666,1
"vun",0.997257275287143,0.00273635348334678,6.37122951008262e-06,1,1.00274909594237,1
"vut",0.99063744049277,0.0093215441888338,4.10153183959538e-05,1,1.00940357482563,1
"vwa",0.984625812901347,0.0152849710058508,8.92160928022134e-05,1,1.01546340319146,1
"waa",0.159356277193581,0.563156686135302,0.277487036671117,2,2.11813075947754,2
"wac",0.442218817769872,0.483141848568577,0.0746393336615513,2,1.63242051589168,2
"wad",0.980556331876892,0.0193139736222281,0.000129694500880073,1,1.01957336262399,1
"wae",0.98532573671892,0.0145913888391516,8.28744419284488e-05,1,1.01475713772301,1
"waj",0.995085835478922,0.00489888376831826,1.52807527600274e-05,1,1.00492944527384,1
"wal",0.999918773239252,8.11848369556278e-05,4.19237927706817e-08,1,1.00008126868454,1
"wam",0.461482150722555,0.470501610487392,0.0680162387900536,2,1.6065340880675,3
"wan",0.992914811113999,0.00705850259623231,2.66862897684295e-05,1,1.00711187517577,1
"wap",0.926198381852345,0.0726008504590788,0.0012007676885758,1,1.07500238583623,1
"waq",0.211246072993207,0.572622401479251,0.216131525527541,2,2.00488545253433,2
"war",0.999568953366633,0.000430612757444826,4.33875922078997e-07,1,1.00043148050929,1
"was",0.19567836850873,0.571709236405699,0.232612395085572,2,2.03693402657684,2
"wat",0.913552580718577,0.0848605592551371,0.00158686002628583,1,1.08803427930771,1
"wau",0.702556524945145,0.280406595417608,0.0170368796372466,1,1.3144803546921,1
"wav",0.969815293622894,0.0299200988909064,0.000264607486199275,1,1.03044931386331,1
"waw",0.908157157684207,0.0900753224881463,0.00176751982764634,1,1.09361036214344,1
"way",0.839710990159906,0.15535901124156,0.00492999859853394,1,1.16521900843863,1
"waz",0.942819508175009,0.0564085913867012,0.000771900438289896,1,1.05795239226328,1
"wba",0.946514356727112,0.0527970428506703,0.0006886004222173,1,1.0541742436951,1
"wbb",0.897233541913149,0.100603579069408,0.00216287901744328,1,1.10492933710429,1
"wbe",0.819647305556732,0.174168432679485,0.00618426176378339,1,1.18653695620705,1
"wbf",0.990343618306352,0.00961335217119685,4.30295224509436e-05,1,1.0096994112161,1
"wbh",0.967055162084609,0.0326392476144534,0.000305590300938019,1,1.03325042821633,1
"wbi",0.985946563484626,0.0139760307755568,7.74057398170713e-05,1,1.01413084225519,1
"wbj",0.984399097688955,0.0155095923435973,9.13099674475504e-05,1,1.01569221227849,1
"wbk",0.958547463641675,0.0410048669779353,0.000447669380389981,1,1.04190020573872,1
"wbl",0.9979441246258,0.00205171748825039,4.15788594976263e-06,1,1.00206003326015,1
"wbm",0.988741553468501,0.0112037970710852,5.46494604138914e-05,1,1.01131309599191,1
"wbp",0.999259041466164,0.00074001721920669,9.4131462935465e-07,1,1.00074189984847,1
"wbq",0.99948831151042,0.000511134578613071,5.53910967315829e-07,1,1.00051224240055,1
"wbr",0.999812140178011,0.000187725351692314,1.34470296564437e-07,1,1.00018799429229,1
"wbt",0.347292915320444,0.536622679488303,0.116084405191253,2,1.76879148987081,2
"wbv",0.316812785679882,0.549860002500308,0.13332721181981,2,1.81651442613993,2
"wbw",0.944894970163118,0.0543804585818243,0.00072457125505776,1,1.05582960109194,1
"wca",0.964012377114395,0.0356339355585048,0.000353687327099728,1,1.0363413102127,1
"wci",0.99997347213714,2.65188089961788e-05,9.05386365879224e-09,1,1.00002653691672,1
"wdd",0.967166802952756,0.0325293134340048,0.000303883613239075,1,1.03313708066048,1
"wdg",0.988463068093261,0.0114801547086659,5.67771980733989e-05,1,1.01159370910481,1
"wdj",0.189776315744982,0.570971216735348,0.239252467519669,2,2.04947615177469,2
"wea",0.981855142099399,0.0180287413271705,0.000116116573430469,1,1.01826097447403,3
"wec",0.989111403386467,0.0108367240721265,5.18725414060395e-05,1,1.01094046915494,1
"wed",0.999245361221193,0.00075367236598689,9.66412819880524e-07,1,1.00075560519163,1
"weh",0.961834355656706,0.0377756658392778,0.000389978504015898,1,1.03855562284731,1
"wei",0.970643653163905,0.0291035438169297,0.000252803019165637,1,1.02960914985526,1
"wem",0.999584965502325,0.000414623346438825,4.11151236612284e-07,1,1.00041544564891,1
"weo",0.979741772069683,0.0201197084473481,0.000138519482968502,1,1.02039674741329,1
"wep",0.0123358539732776,0.242588129898548,0.745076016128175,3,2.7327401621549,1
"wer",0.999661394824012,0.000338297081915906,3.08094071921339e-07,1,1.00033891327006,1
"wes",0.157522045699418,0.562442387775469,0.280035566525113,2,2.12251352082569,1
"wet",0.487558000971572,0.452616196459284,0.0598258025691435,1,1.57226780159757,1
"wew",0.99436394135039,0.00561724434263888,1.88143069710378e-05,1,1.00565487295658,1
"wfg",0.827185100233689,0.167120383027956,0.00569451673835419,1,1.17850941650466,1
"wgi",0.999999622139289,3.77828671349612e-07,3.20398152453549e-11,1,1.00000037789275,1
"wgo",0.834791761650364,0.159985244462859,0.00522299388677705,1,1.17043123223641,1
"wgy",0.0230168187893961,0.318746806407927,0.658236374802677,3,2.63521955601328,3
"wha",0.986834322754254,0.0130958331442137,6.98441015326567e-05,1,1.01323552134728,1
"whg",0.999999778289348,2.21694616664436e-07,1.6035395233871e-11,1,1.00000022172669,1
"whk",0.966182222067796,0.0334987008316181,0.000319077100586096,1,1.03413685503279,1
"wib",0.991050424413188,0.00891132872439071,3.8246862420821e-05,1,1.00898782244923,1
"wic",0.0396614781354181,0.393945690987216,0.566392830877366,3,2.52673135274195,2
"wig",0.717702793026905,0.267044330793645,0.0152528761794505,1,1.29755008315255,1
"wih",0.126815810228398,0.545334018772883,0.32785017099872,2,2.20103436077032,2
"wii",0.864638809597055,0.131776050974538,0.00358513942840744,1,1.13894632983135,1
"wij",0.264619813298609,0.566415097977532,0.168965088723859,2,1.90434527542525,1
"wik",0.618183446090681,0.352313205735737,0.0295033481735819,1,1.4113199020829,1
"wim",0.967595318830846,0.0321073101308399,0.000297371038314287,1,1.03270205220747,1
"win",0.0633885629842035,0.460730705647584,0.475880731368212,3,2.41249216838401,2
"wir",0.0140751652325868,0.257599866029759,0.728324968737654,3,2.71424980350507,3
"wiu",0.999990867425399,9.13042871941716e-06,2.14588158353735e-09,1,1.00000913472048,1
"wiy",0.242688106664586,0.57051137185626,0.186800521479154,2,1.94411241481457,3
"wja",0.992927422749192,0.00704596378668421,2.66134641241367e-05,1,1.00709919071493,1
"wji",0.959966906037029,0.0396107685126491,0.000422325450321948,1,1.04045541941329,1
"wka",0.0255107556666251,0.332467278671225,0.64202196566215,3,2.61651120999552,3
"wkd",0.858796445911102,0.137323786662629,0.00387976742626872,1,1.14508332151517,1
"wkl",0.856808290499064,0.139208846396604,0.00398286310433249,1,1.14717457260527,1
"wku",0.843908759420519,0.151403952280834,0.00468728829864684,1,1.16077852887813,1
"wla",0.872254553191667,0.124525924347211,0.00321952246112123,1,1.13096496926945,1
"wlc",0.937120065660321,0.0619709669466914,0.000908967392988069,1,1.06378890173267,1
"wle",0.540253484114957,0.41408910742331,0.0456574084617334,1,1.50540392434678,1
"wlg",0.699778306337366,0.282843835782422,0.0173778578802115,1,1.31759955154285,2
"wli",0.809568490631728,0.18355666860033,0.00687484076794231,1,1.19730635013621,1
"wlk",0.00030024350500866,0.0322939339093469,0.967405822585644,3,2.96710557908064,3
"wll",0.889836203847428,0.107710382144394,0.00245341400817811,1,1.11261721016075,1
"wln",0.999934307656767,6.56610550646697e-05,3.12881683894872e-08,1,1.0000657236314,1
"wlo",0.989249083462199,0.0107000633966134,5.0853141187579e-05,1,1.01080176967899,1
"wlr",0.90288245858593,0.0951640892525205,0.00195345216154974,1,1.09907099357562,1
"wls",0.997145090237349,0.00284814702544145,6.76273720978671e-06,1,1.00286167249986,1
"wlv",0.985164438322711,0.0147512422849904,8.43193922983598e-05,1,1.01491988106959,1
"wlw",0.925797292578783,0.0729904917433157,0.00121221567790131,1,1.07541492309912,1
"wlx",0.993892446175309,0.00608628984256232,2.12639821289828e-05,1,1.00612881780682,1
"wly",0.0472527173608173,0.419010876187226,0.533736406451957,3,2.48648368909114,3
"wmb",0.264710020136862,0.566394346080442,0.168895633782696,2,1.90418561364583,1
"wmc",0.947274220915727,0.0520537677450809,0.000672011339192036,1,1.05339779042346,1
"wmd",0.566050689831665,0.394213351988228,0.0397359581801079,1,1.47368526834844,1
"wme",0.976181314190704,0.0236388407487004,0.000179845060595651,1,1.02399853086989,1
"wmh",0.889056503191117,0.108458374414714,0.00248512239416887,1,1.11342861920305,1
"wmm",0.984597632432889,0.0153128922619062,8.94753052043118e-05,1,1.01549184287231,1
"wmn",1.33892411734713e-05,0.00448952039871517,0.995497090360111,3,2.99548370111894,3
"wmo",0.999706173490927,0.000293574372849381,2.52136223344301e-07,1,1.0002940786453,1
"wms",0.976755724434841,0.0230713973409398,0.000172878224219186,1,1.02341715378938,1
"wmt",0.985012541866189,0.0149017689675599,8.56891662507353e-05,1,1.01507314730006,1
"wmw",0.997605533428233,0.00238925800493417,5.20856683272619e-06,1,1.0023996751386,1
"wnb",0.984920299552335,0.0149931751831004,8.65252645647629e-05,1,1.01516622571223,1
"wnc",0.999983574556349,1.64207147520523e-05,4.72889860603232e-09,1,1.00001643017255,2
"wne",0.97629856461564,0.0235230217020997,0.000178413682260126,1,1.02387984906662,1
"wng",0.938003506393778,0.0611094539033497,0.000887039702872627,1,1.06288353330909,1
"wni",0.98114195460948,0.0187345485107195,0.000123496879800289,1,1.01898154227032,1
"wnk",0.898657023130982,0.0992338814820094,0.0021090953870091,1,1.10345207225603,1
"wno",0.990286374144026,0.0096701996359847,4.34262199888735e-05,1,1.00975705207596,1
"wnp",0.996317163799071,0.00367294235322801,9.8938477007815e-06,1,1.00369273004863,1
"wnu",0.997818933849901,0.00217652923605904,4.53691403978773e-06,1,1.00218560306414,1
"woa",0.187749763472407,0.570664599894771,0.241585636632822,2,2.05383587316041,3
"wob",0.999248928554273,0.000750111598012082,9.59847714643303e-07,1,1.00075203129344,1
"wod",0.962513885352687,0.0371076249706048,0.000378489676708171,1,1.03786460432402,1
"wof",0.999351215582408,0.000648006577600113,7.77839992083251e-07,1,1.00064956225758,1
"wog",0.991954326849097,0.00801322582753938,3.24473233638267e-05,1,1.00807812047427,1
"woi",0.978344391671579,0.0215014002021445,0.000154208126276645,1,1.0218098164547,1
"wok",0.897382768662989,0.100460022604726,0.00215720873228509,1,1.1047744400693,1
"wol",0.999854355023529,0.00014555073687017,9.42396012337809e-08,1,1.00014573921607,1
"wom",0.803811926908553,0.188900082639586,0.0072879904518609,1,1.20347606354331,1
"won",0.99286753328779,0.00710550675866606,2.69599535438481e-05,1,1.00715942666575,1
"woo",0.770949901460259,0.219131391242914,0.00991870729682764,1,1.23896880583657,1
"wor",0.451510379973577,0.477108771263525,0.071380848762898,2,1.61987046878932,2
"wos",0.999964909193571,3.5077555184615e-05,1.32512446571198e-08,1,1.00003510405767,1
"wow",0.843954710058899,0.15136062146607,0.00468466847503091,1,1.16072995841613,1
"wpc",0.82201828325479,0.171953941608291,0.00602777513691932,1,1.18400949188213,1
"wra",0.987686341906664,0.0122507811265311,6.28769668046258e-05,1,1.01237653506014,1
"wrl",0.148388898052004,0.55841166936311,0.293199432584886,2,2.14481053453288,2
"wrm",0.97635628931063,0.0234659999547919,0.000177710734578174,1,1.02382142142395,1
"wrn",0.496247067894504,0.446472742965704,0.0572801891397912,1,1.56103312124529,1
"wrp",0.992945255547129,0.00702823383741535,2.65106154558881e-05,1,1.00708125506833,1
"wrr",0.564913972915866,0.395101879703545,0.0399841473805894,1,1.47507017446472,1
"wrs",0.983364961060502,0.0165339337703396,0.0001011051691584,1,1.01673614410866,1
"wru",0.701163249020557,0.28162941242554,0.0172073385539034,1,1.31604408953335,1
"wrv",0.968767474186491,0.0309526582624877,0.000279867551021162,1,1.03151239336453,1
"wrx",0.96196188204996,0.0376503070091097,0.000387810940929878,1,1.03842592889097,1
"wry",0.999283211923843,0.00071589058515853,8.9749099885239e-07,1,1.00071768556716,1
"wsa",0.902505325366054,0.0955275737351369,0.00196710089880936,1,1.09946177553276,1
"wsi",0.984812996077921,0.0150995019858454,8.7501936233747e-05,1,1.01527450585831,1
"wsk",0.999995993192736,4.00609308137678e-06,7.14182935013241e-10,1,1.00000400752145,1
"wsr",0.963035598237984,0.0365946304931386,0.000369771268877273,1,1.03733417303089,1
"wss",0.99869842252929,0.00129944991216491,2.12755854511748e-06,1,1.00130370502926,1
"wsv",0.338311368287943,0.540759363021194,0.120929268690863,2,1.78261790040292,3
"wtf",0.947098733229662,0.052225440670798,0.0006758260995402,1,1.05357709286988,1
"wti",0.985834386745861,0.0140872303250691,7.83829290700311e-05,1,1.01424399618321,1
"wtk",0.955729978730711,0.0437701157418892,0.000499905527399536,1,1.04476992679669,1
"wtm",0.99986335690141,0.000136556872845195,8.62257449885107e-08,1,1.00013672932434,1
"wtw",0.920910529834082,0.0777335898231853,0.00135588034273237,1,1.08044535050865,1
"wua",0.447432159473227,0.479771743556817,0.0727960969699559,2,1.62536393749673,2
"wub",0.303111208620591,0.555019107529232,0.141869683850177,2,1.83875847522959,2
"wud",0.98648638629617,0.0134408424789418,7.27712248881351e-05,1,1.01358638492872,1
"wuh",0.846118802375479,0.149319009831463,0.00456218779305773,1,1.15844338541758,1
"wul",0.971758256540846,0.0280044608627228,0.000237282596430965,1,1.02847902605558,1
"wum",0.971472226398389,0.0282865479875181,0.000241225614093343,1,1.0287689992157,1
"wun",0.974686775210909,0.0251147192615302,0.000198505527560844,1,1.02551173031665,1
"wut",0.984359272919672,0.0155490473055493,9.16797747791964e-05,1,1.01573240685511,1
"wux",0.0117423634255333,0.237135358716273,0.751122277858194,3,2.73937991443266,3
"wwa",0.999087853981612,0.000910875878982531,1.27013940587339e-06,1,1.00091341615779,1
"wwo",0.942518612021484,0.0567025113825802,0.000778876595935785,1,1.05826026457445,1
"www",0.940210664060962,0.0589559864305972,0.000833349508440384,1,1.06062268544748,1
"wxa",0.980844946556706,0.0190284287690501,0.000126624674243514,1,1.01928167811754,1
"wya",0.0085886560013861,0.204584274368055,0.786827069630558,3,2.77823841362917,3
"wyb",0.124737141145219,0.543772980246439,0.331489878608342,2,2.20675273746312,2
"wym",0.407526911809577,0.504528113368331,0.0879449748220913,2,1.68041806301251,2
"wyr",0.182049128818518,0.569650043802062,0.24830082737942,2,2.0662516985609,2
"wyy",0.999999998007373,1.99258731736762e-09,3.94129173741931e-14,1,1.00000000199267,1
"xab",0.171439466258581,0.567128867712572,0.261431666028848,2,2.08999219977027,2
"xac",0.996772008524668,0.00321986947498165,8.12200035082977e-06,1,1.00323611347568,1
"xal",0.998171019440191,0.00182548032278818,3.50023702111457e-06,1,1.00183248079683,1
"xam",4.98515658372849e-05,0.0105647520972167,0.989385396336946,3,2.98933554477111,3
"xan",0.997712936664157,0.00228219677982799,4.8665560146155e-06,1,1.00229192989186,1
"xar",0.000204688581176634,0.0255906451261444,0.974204666292679,3,2.9739999777115,3
"xas",0.00663184084353228,0.180321416501274,0.813046742655193,3,2.80641490181166,3
"xat",0.35309741081106,0.533851118150934,0.113051471038006,2,1.75995406022695,2
"xau",0.856083670607444,0.139895531017049,0.00402079837550651,1,1.14793712776806,1
"xav",0.706383139696888,0.27704257513453,0.0165742851685818,1,1.31019114547169,1
"xaw",0.147464597011756,0.557957788990991,0.294577613997254,2,2.1471130169855,2
"xay",0.878921220040398,0.118162428874122,0.00291635108547983,1,1.12399513104508,1
"xbi",0.999572969072546,0.000426602786284258,4.28141169850349e-07,1,1.00042745906862,1
"xbr",0.992974165576547,0.00699949022826896,2.63441951839916e-05,1,1.00705217861864,1
"xdy",0.998499034170756,0.00149834617863454,2.6196506094367e-06,1,1.00150358547985,1
"xed",0.990933004993196,0.00902796850878451,3.90264980196786e-05,1,1.00910602150482,1
"xeg",0.0256388470358481,0.33314240010521,0.641218752858942,3,2.61557990582309,3
"xel",0.566935984287953,0.393520564635663,0.0395434510763835,1,1.47260746678843,2
"xem",0.986281922313073,0.013643564362589,7.45133243376106e-05,1,1.01379259101126,1
"xer",0.800143574136258,0.192297934172953,0.00755849169078882,1,1.20741491755453,1
"xes",0.994478924286127,0.00550284202090068,1.82336929727134e-05,1,1.00553930940685,1
"xet",0.0543532549051965,0.439022970614049,0.506623774480754,3,2.45227051957556,3
"xeu",0.999862520393719,0.000137392644706469,8.69615741638796e-08,1,1.00013756656785,1
"xhe",0.930580346268167,0.0683405733451273,0.00107908038670601,1,1.07049873411854,1
"xho",0.979535735255778,0.0203234755370685,0.00014078920715388,1,1.02060505395138,1
"xka",0.919627491542978,0.07897762307312,0.00139488538390242,1,1.08176739384092,1
"xkb",0.999713635326452,0.000286121523593641,2.43149954171074e-07,1,1.0002866078235,1
"xkc",0.266674397319856,0.565934944093026,0.167390658587118,2,1.90071626126726,1
"xkd",0.886904505159327,0.110521775425849,0.0025737194148242,1,1.1156692142555,1
"xke",0.839129956183643,0.155905921714478,0.00496412210187847,1,1.16583416591823,1
"xkf",0.997722631721915,0.00227253220079993,4.83607728518631e-06,1,1.00228220435537,1
"xkg",0.996341478747294,0.00364872521814619,9.79603455997236e-06,1,1.00366831728727,1
"xkj",0.0307416311141757,0.358010119945196,0.611248248940628,3,2.58050661782645,1
"xkk",0.958447683859098,0.0411028406592351,0.000449475481666517,1,1.04200179162257,1
"xkl",0.998424422837199,0.0015727647819801,2.81238082111557e-06,1,1.00157838954362,1
"xkn",0.905113895408216,0.0930124391530638,0.00187366543872047,1,1.0967597700305,1
