"","P[Y=1]","P[Y=2]","P[Y=3]","P[Y=4]","P[Y=5]","P[Y=6]","P[Y=7]","y_hat","y_avg","y_obs"
"ycl",0.662506877691319,0.237377983453147,0.0655635272535861,0.0245007515707415,0.00957091109853281,0.000452544037618519,2.74048950548167e-05,1,1.4827180866251,1
"ycn",0.39625737992193,0.329001021536451,0.146634211580074,0.0778209595306203,0.0458855945150553,0.00399931796460562,0.000401514951263837,1,2.06168038087929,1
"ycp",0.12156550094819,0.258383261587815,0.211484406275308,0.17828914986165,0.187152080984557,0.0359350042877021,0.00719059605477712,2,3.18764644542878,3
"ydd",0.604001612821237,0.265767375730411,0.0819894907301308,0.0331944007603886,0.0142207308095937,0.000773840770610157,5.25483776293578e-05,1,1.59039697682904,1
"yde",0.598565509987946,0.26819701989403,0.083567861215884,0.0340794973614754,0.0147230330858283,0.000811404137595395,5.56743172414054e-05,1,1.60085443334496,2
"ydg",0.706798932871686,0.2132852980405,0.0538766764472607,0.0188801260569582,0.00685355988457859,0.000289414142812583,1.59925562036589e-05,1,1.4066362946955,2
"yea",0.925799497290302,0.0636670628000091,0.00830331521065053,0.00182655057776493,0.000396047647421072,7.31684265564692e-06,2.09631197178872e-07,1,1.08737537754475,1
"yee",0.700349535127684,0.21692764306529,0.0555352376781441,0.0196493155773443,0.00721120279423271,0.000309715664510213,1.73500927946879e-05,1,1.41744355520986,2
"yei",0.00107073006531742,0.0125410545319266,0.0337047696010469,0.0747437357949684,0.303703903900139,0.281330325085633,0.292905481020968,5,5.68308192827346,7
"yel",0.966588822668474,0.0298859128833642,0.00290911471099298,0.000523403367133302,9.15412341493393e-05,1.17961773915543e-06,2.55181465957932e-08,1,1.03764656854092,1
"yer",0.992887643131927,0.00665104873447397,0.000402241455799701,5.24637896810454e-05,6.55491737655556e-06,4.73164225578415e-08,6.54318932369335e-10,1,1.00763938319265,1
"yes",0.982193534759936,0.0162826908164448,0.00129092638763229,0.00020202878520803,3.05078822602223e-05,3.0591914557121e-07,5.44937339697071e-09,1,1.01959422376834,1
"yet",0.52369047471735,0.297784143170366,0.10608414376321,0.0477079150602491,0.0231034963550696,0.00151053507990884,0.00011929185384707,1,1.75375858782044,1
"yeu",0.835989895833793,0.131103268302051,0.0241688824033951,0.00676990789294962,0.00191154178128694,5.43181877229459e-05,2.18559880071911e-06,1,1.20768162844426,1
"yev",0.269496737384216,0.328144119700179,0.185866653831379,0.118104837001607,0.0867344374240262,0.0103053495099458,0.00134786514864638,2,2.46074362650547,2
"yey",0.964672092685228,0.0315270285487718,0.00312817296620471,0.000570221417324102,0.000101120977600178,1.33401564827995e-06,2.93892225000647e-08,1,1.03990536905713,2
"ygl",0.257203031646604,0.325802648712334,0.189292674442283,0.122623684327418,0.0922280273866986,0.0113256722791754,0.00152426120548721,2,2.50694508875475,2
"ygp",0.513209913675091,0.301316237999626,0.109337255372949,0.0498400834950721,0.0245227795542275,0.00164154043036813,0.0001321894726658,1,1.77660295643549,1
"ygr",0.996609191368854,0.00321161025529382,0.000159053499203532,1.81557114987685e-05,1.97781765920446e-06,1.12185385425789e-08,1.28952071243305e-10,1,1.00359215252524,1
"ygw",0.996760910027038,0.0030699837531406,0.000150242332764061,1.7014884735711e-05,1.8386046893859e-06,1.02807464763544e-08,1.16885279233259e-10,1,1.00342891959668,1
"yha",0.177232112932768,0.297100243117044,0.207370125212294,0.154548125384742,0.138560649645636,0.0216035962495437,0.00358514745797223,2,2.85925633427395,2
"yhl",0.521570756550509,0.298511192244553,0.10674034387995,0.0481345135361837,0.0233851356850371,0.00153625565924809,0.000121802444519092,1,1.75834805631651,2
"yia",0.000565383810067989,0.00776271427503959,0.0233017535347923,0.0567719726083808,0.26614193681254,0.285659926273675,0.359796312685505,7,5.87632739390133,5
"yif",0.393277788324435,0.329393362169224,0.147593628931173,0.078641812775939,0.0465916886858191,0.00408883339000188,0.000412885723406808,1,2.06979429439311,2
"yig",0.75630499564224,0.183846570755312,0.0416692021206986,0.013512542723343,0.00449302535555351,0.000165473346680489,8.19005617325175e-06,1,1.32657121165939,1
"yih",0.119028960208683,0.256109695343434,0.211370702320938,0.179348759095391,0.189844251741008,0.0368504986764656,0.00744713261407981,2,3.20520967330232,3
"yii",0.188065411662714,0.302573606308876,0.205518870409995,0.149997177467493,0.130968263684113,0.0197075223669458,0.00316914809986324,2,2.8050284347017,2
"yij",0.334978487929209,0.333376072896792,0.166175546226826,0.095889334545928,0.0625657184857121,0.00629999179435403,0.000714848121179168,1,2.23944709062992,1
"yik",0.409812711880796,0.327001460324595,0.142266402777847,0.0741582002704347,0.0427920745631201,0.0036155443585254,0.000353605824682135,1,2.02537652168479,2
"yil",3.22102636140217e-06,0.000128024257496242,0.000795028354139584,0.00365128277332051,0.0471184937470688,0.133285789597784,0.81501816024383,7,6.75768381372591,7
"yim",0.977408398880002,0.0205034324595839,0.00175292928950832,0.000288721990257312,4.60019515808874e-05,5.05755483604098e-07,9.67358437797827e-09,1,1.02506205163462,1
"yin",0.669091496383565,0.233934324531102,0.0637831934972026,0.0236143701284313,0.00912671443760904,0.000424531964228758,2.5369057860769e-05,1,1.47112555382955,2
"yip",0.386015240850892,0.330276763956942,0.149930290183041,0.0806666573439291,0.048353766154657,0.00431530744899711,0.000441974061540784,1,2.08978076258767,2
"yiq",0.330469609316786,0.333369770080387,0.167585931335762,0.0973203197792983,0.0639935246070684,0.00651469803679849,0.000746146843899398,2,2.25352706176547,3
"yir",0.830813720332872,0.134728047509256,0.0252171855730574,0.00713957999429449,0.00203997334490336,5.90798722612806e-05,2.41337335515901e-06,1,1.2150509316193,1
"yis",0.698881065256607,0.21775065841108,0.0559149879514667,0.0198267607962193,0.00729436576530218,0.000314489657044947,1.76721622798803e-05,1,1.41991686102278,1
"yit",0.43636938205721,0.322104074313585,0.133714681801454,0.0673149508828691,0.0372576932713355,0.00296367720240387,0.00027554047114231,1,1.95698069248932,3
"yiu",0.427999832003523,0.323783537511134,0.136407099324819,0.0694249548431419,0.0389305120338619,0.00315595194317231,0.000298112340348378,1,1.9781630825836,2
"yiv",0.592325974372525,0.270940578486996,0.0853897093513178,0.0351121946247277,0.0153156836712449,0.000856395905436402,5.94635877519956e-05,1,1.61295807680249,2
"yix",0.571429310395102,0.279771049701739,0.0915678154369151,0.0387036852577901,0.0174314775091136,0.0010227831287255,7.38785706148049e-05,1,1.65430083345271,2
"yiz",0.4533334011047,0.318330385903423,0.128272016037127,0.0631669440575567,0.0340551742613909,0.00260730309042267,0.000234775545379984,1,1.9150411159203,1
"yka",0.880604379146946,0.098700263292387,0.0157042270555718,0.00396699590085903,0.000999674120299998,2.36381698686117e-05,8.22314067061569e-07,1,1.14613152632105,1
"ykg",0.098856404997039,0.236010251188463,0.209061286707446,0.187465901425427,0.213206908391322,0.0454086158771769,0.00999063141312595,2,3.35634503030957,5
"yki",0.448559566053924,0.319441517552282,0.129801259530234,0.0643170038764853,0.0349317374738423,0.00270330028520149,0.000245615228031015,1,1.92671219093177,2
"ykl",0.417378800146329,0.32573579764772,0.139828007470726,0.0721641922322932,0.0411467631908613,0.00341705899813549,0.000329380313934813,1,2.00553301892378,2
"ykm",0.921100165571496,0.0674196007991371,0.00901038636960971,0.00201593995877491,0.000445181301288566,8.47728975739148e-06,2.48709936423452e-07,1,1.09331279732824,1
"yko",0.699646201323608,0.217322124856476,0.0557170244990376,0.0197341970519341,0.00725095345428917,0.000311995077577842,1.75037370773179e-05,1,1.41862757663786,1
"ykr",0.89654564823812,0.0866064233307545,0.0129471684659702,0.00313129535952883,0.000752460644839248,1.64651474925392e-05,5.38813294870266e-07,1,1.12499004753787,1
"ykt",0.33913442149216,0.333339448608652,0.164870784954562,0.0945830036699534,0.0612766049516489,0.00610852250512006,0.000687213817903376,1,2.22660234476725,2
"yla",0.70169731241759,0.216170206305441,0.0551873854063497,0.0194872094774946,0.00713544353841966,0.000305384062354253,1.70587923504772e-05,1,1.41517765277018,1
"yle",0.926332044071719,0.0632401218721439,0.00822418427813831,0.00180558252973928,0.000390669649966924,7.19210870570031e-06,2.05489586901919e-07,1,1.08670511009856,1
"ylg",0.433672573499888,0.322658606763235,0.134581811695902,0.0679901974450646,0.0377897998250428,0.0030243860100726,0.000282624760795214,1,1.96376970040554,2
"yli",0.847976022163428,0.122603018703897,0.0217924739020654,0.00594953669091591,0.00163289610828254,4.43320562719673e-05,1.72037513990198e-06,1,1.1908001435461,1
"yll",0.941154405079242,0.0512149741727764,0.00610717999409538,0.00126288933273355,0.000256202550977913,4.23752993272686e-06,1.11340242137103e-07,1,1.0682646680542,1
"ylm",0.428908513341367,0.323607153225386,0.136114613018344,0.0691938137948427,0.0387458116300469,0.00313451820961075,0.000295576780402707,1,1.97584711889726,1
"yln",0.0993320295101138,0.236528977929814,0.209148569750208,0.18728324526573,0.212612498081509,0.0451764713600975,0.00991820810252819,2,3.35251745096911,4
"ylo",0.483526851432806,0.310444153656821,0.118658393546534,0.0561974895160174,0.0289273560821551,0.0020696290717358,0.000176126693930412,1,1.84346773914882,2
"ylr",2.98872862334946e-06,0.000120389059469027,0.000754364091859181,0.00349231288692472,0.0456689561576452,0.130742623915028,0.819218365160451,7,6.76380519107239,7
"ylu",0.800981368534053,0.155080924943749,0.0315073925050646,0.00945292348394089,0.0028808271152454,9.24640309113434e-05,4.09938703571644e-06,1,1.25846470534345,1
"yly",0.380967612938398,0.330828915832432,0.151552295072138,0.0820942381359243,0.0496136189960222,0.00447992002630404,0.000463398998782005,1,2.10385069049278,2
"ymb",0.715796455367278,0.208128803985318,0.0515883609312624,0.0178344180130201,0.00637487883286458,0.000262836725156146,1.42461451008158e-05,1,1.39170795571475,3
"ymc",0.407712996990134,0.327333910491149,0.142943142615211,0.0747179328676231,0.0432588155910374,0.00367256524965265,0.000360636195192998,1,2.03093590010801,1
"ymd",0.21777408523486,0.314842280994439,0.19932561688275,0.137847475819203,0.112476643670447,0.0154430576140141,0.00229083978428757,2,2.66790284367513,2
"yme",8.13987723406661e-05,0.00173091128808695,0.00702753304446463,0.0222116578787963,0.156224460292166,0.250782293567153,0.561941745156992,7,6.33288073095979,7
"ymh",0.504385883557499,0.304166784217128,0.11209237594803,0.0516802502183056,0.0257710693872698,0.00175959629174371,0.000144040380024135,1,1.79613878805605,2
"ymi",0.217833026077528,0.314862946198933,0.19931196717198,0.137823916440631,0.112442996081255,0.0154357435481585,0.00228940448151493,2,2.66764575881969,3
"ymk",0.970106095962063,0.0268585388376893,0.0025177719054772,0.000441503176897728,7.51461530429376e-05,9.2466590562168e-07,1.92989239033992e-08,1,1.03352391591458,1
"yml",0.954159594351435,0.040426053222856,0.00439668413596084,0.000853421059281323,0.000161800531883083,2.38923709572347e-06,5.74614884563118e-08,1,1.05243917775456,1
"ymm",0.994625833850588,0.00505214807008048,0.000282812640085561,3.50284463228601e-05,4.14936108439345e-06,2.72806922607671e-08,3.51146334232055e-10,1,1.0057395946439,1
"ymn",0.342056452789293,0.333289655763179,0.163950853614041,0.0936717495266033,0.0603853638779739,0.0059774719714607,0.00066845245744962,1,2.21764614168497,2
"ymo",0.875602161771618,0.102438215274431,0.0165998261219692,0.00424721762425606,0.00108539284214437,2.62563895677692e-05,9.29976013197553e-07,1,1.15285795356363,1
"ymp",0.902893680075504,0.081712187818068,0.0118920596667608,0.00282287057961772,0.000664685708591684,1.40677129425448e-05,4.48438515543437e-07,1,1.11669669092062,1
"ymq",0.152237510199091,0.282115258285016,0.210531624166351,0.165210241668066,0.158166147038939,0.0269112171907476,0.00482800145178863,2,2.99499791444214,3
"ymr",0.705747919225511,0.213881940087839,0.054145925635139,0.0190043527970013,0.00691100495638564,0.000292649715023297,1.62075831012798e-05,1,1.40839136364839,1
"ymx",0.312813697661115,0.332869073780884,0.173048122691315,0.103062532985499,0.0698922896827953,0.00743099598679842,0.000883287211593697,2,2.31017678005474,3
"ymz",0.3106710582025,0.332755146528028,0.173703489376724,0.103774549688219,0.0706430970922506,0.00755099651501201,0.000901662597266095,2,2.31722312087379,3
"yna",0.413974371712316,0.326318336374246,0.140925116475314,0.073056987465088,0.0418800793894741,0.00350503798384494,0.000340070599716857,1,2.01442546279556,3
"ynd",1.18575605742334e-07,8.19332163545833e-06,7.35919703078466e-05,0.000470373260226351,0.0106080935718804,0.0490774913126775,0.939762137987667,7,6.92795915581984,7
"yng",0.577829553373126,0.277125682164199,0.089663346546916,0.0375816968436766,0.016761424722186,0.000969132321829713,6.91640280672257e-05,1,1.64150381045536,1
"ynk",0.0577630999958791,0.180391515330492,0.192227001466345,0.199408237538892,0.274922173798166,0.0746606881451057,0.0206272837251205,5,3.75982606914877,5
"ynl",0.711219905779376,0.210762525007161,0.0527485565868679,0.0183623447249033,0.00661544701436811,0.000276107218365018,1.51136689584552e-05,1,1.39927967851865,1
"yno",0.333994537617945,0.333378809285523,0.166483802096469,0.0962003914493931,0.0628746829718427,0.00634621748931186,0.000721559089515211,1,2.24250676169766,2
"yns",0.995322158785668,0.00440811148920361,0.000237682416092233,2.87115093116075e-05,3.31471126502336e-06,2.08294901327122e-08,2.58969623523342e-10,1,1.00498297539565,1
"ynu",1.25040406830237e-06,5.86624085313835e-05,0.000407177220902412,0.00206490689962059,0.0314418017743287,0.103164047092667,0.862862154199881,7,6.82582810530914,6
"yob",3.30564222410067e-06,0.000130779370399473,0.000809606368277609,0.00370793629447649,0.0476298123156568,0.134172698942447,0.813545861066519,7,6.75553171136436,7
"yog",0.8138485653267,0.146414692314592,0.0287433982157687,0.00841673935456289,0.00249656168633106,7.67549944604706e-05,3.28810758476461e-06,1,1.23954145717295,1
"yok",0.00602760481802318,0.0435520623595622,0.0834691223086967,0.139409542655416,0.372664311104621,0.220139489512001,0.13473786724168,5,5.02850083037177,4
"yom",0.990108275123586,0.00918529494629761,0.000610255737504506,8.47749992193281e-05,1.13063577417138e-05,9.14552596986695e-08,1.38039102370868e-09,1,1.01070582240858,1
"yon",0.911890311507362,0.0746976657413418,0.0104405909194335,0.00240967186874685,0.00055034240439733,1.10780703221902e-05,3.39488396727816e-07,1,1.10506666008603,1
"yor",0.999998138696355,1.84096416633306e-06,1.94925022789505e-08,8.14402989490759e-10,3.25433013870224e-11,2.95319324550292e-14,2.22044604925031e-16,1,1.0000018825227,1
"yoy",0.609531705302947,0.263258452978659,0.0803924755909953,0.0323078518295711,0.0137228543528929,0.000737132118950101,4.95278259843301e-05,1,1.57984120461159,1
"ypa",0.286711602230212,0.330652046076658,0.180893625037316,0.111962897288964,0.0796010697806305,0.00904130675561277,0.00113745283060684,2,2.39876351790241,2
"ypb",0.345909866497633,0.3331940226267,0.162734689984327,0.092479117050118,0.0592287635665928,0.00580901873955797,0.000644521535071108,1,2.2059280309203,2
"ypg",0.441653958006804,0.320980972698586,0.132016824046265,0.0660044339201117,0.0362336218522128,0.00284803302244252,0.000262156453577078,1,1.94377551379398,2
"yph",0.226411454754416,0.317726473392829,0.197276642414829,0.13441980008692,0.107661897552863,0.0144126043893433,0.00209112740879958,2,2.63079653509421,2
"ypm",0.373782447597723,0.33152568633021,0.153857408700674,0.0841553235758314,0.0514584285323386,0.00472498218888007,0.000495723074342203,1,2.12413943797886,2
"ypn",0.354214429694888,0.332873997059993,0.160103186333207,0.08994373383641,0.056806566482876,0.00546217074289845,0.000595915849728512,1,2.18102418598,2
"ypo",0.00234863244128593,0.0223288691417743,0.0518729830181395,0.101723189604593,0.343902621440014,0.262388051505478,0.215435652848716,5,5.41140906437157,2
"ypp",0.270634149557111,0.328337018642474,0.185544025407844,0.117692335274358,0.0862435802972857,0.0102161699932519,0.00133272082767577,2,2.45655357140269,2
"ypz",0.321474125905922,0.333210998634759,0.170381844407195,0.100218155428889,0.0669360151674891,0.00696589437049133,0.000812966085254163,2,2.28208048276976,2
"yra",0.719529248282199,0.205964011942148,0.0506478588738262,0.0174098729981245,0.00618305620885307,0.000252382465496082,1.35692293536938e-05,1,1.38556490122319,1
"yrb",0.899871955335445,0.0840475312662236,0.0123911717048923,0.00296794785535714,0.00070572572890415,1.51781205455226e-05,4.89988632224048e-07,1,1.12063545169222,1
"yre",0.967051203874726,0.0294891186863772,0.00285687202084739,0.000512338291943748,8.92984617791859e-05,1.14402786410839e-06,2.46364627587425e-08,1,1.03710293940912,1
"yrk",0.579850929070508,0.276279256647581,0.0890640732827136,0.0372314017776167,0.0165539121833591,0.000952695042829355,6.77319953915623e-05,1,1.63748712446579,2
"yrl",0.749859172497157,0.187825987335799,0.0432043215874913,0.0141587011529708,0.00476408633193492,0.000178750717645504,8.98037700158838e-06,1,1.33671471514767,3
"yrn",0.15740061023644,0.285500681012665,0.210024310375808,0.16299580894106,0.153854544517233,0.025691586658762,0.00453245825803128,2,2.96560758949839,2
"yrw",0.471500745781291,0.313759690452096,0.122473944995665,0.0589112491163206,0.0308866048245057,0.00227018603240692,0.000197578797714648,1,1.87152415003873,4
"ysd",0.0817626252265169,0.215693357681771,0.204585403815277,0.193568900974625,0.236198273118546,0.0550322753749493,0.0131591638083161,5,3.50448032043502,4
"ysn",0.415254972016224,0.32610170139501,0.140512411708376,0.0727203089205268,0.0416029041831157,0.00347169203856468,0.000336009738182486,1,2.01107358692772,1
"yso",0.320813022836554,0.333191514333262,0.170586305745552,0.100433393604508,0.0671573385322453,0.00700030562310605,0.000818119324772826,2,2.28420390483104,1
"ysr",2.53448581495255e-05,0.00068394760871073,0.00326796762347753,0.0119076551171825,0.105173072684285,0.209769593214692,0.669172418893503,7,6.52751761837883,7
"yss",0.839405950813796,0.128695882704748,0.023484274574249,0.0065310349331692,0.00182948525233384,5.13272955349198e-05,2.04442616846823e-06,1,1.20284438069677,1
"ysy",0.263514542578703,0.32706403759723,0.187548184789435,0.120289956378273,0.0893639463159688,0.0107886277527288,0.00143070458766137,2,2.48301342786441,4
"yta",0.303349678607287,0.332276001508056,0.175928795023037,0.106232488889789,0.0732688108333956,0.00797663558364303,0.00096758955479237,2,2.34159501680405,2
"ytl",0.00323999214884465,0.0281413626118935,0.0613668047173571,0.114124417032939,0.356789152688255,0.250234196867348,0.186104073933363,5,5.28820026183536,2
"ytp",0.0833756295152637,0.217760003695394,0.20513206124986,0.193040181962081,0.233883799317977,0.0540033699208411,0.0128049543385824,5,3.48952644498897,2
"yua",0.943123171537925,0.0495964902910467,0.00583897365043295,0.00119683045381125,0.000240516653735479,3.91578731129272e-06,1.01625737269906e-07,1,1.06584718425927,1
"yub",0.000638480117544053,0.00851064966941108,0.025026937476528,0.0599145189214334,0.273440919062053,0.285562347257135,0.346906147495896,7,5.84132037889603,7
"yuc",0.00672585306584713,0.0469730928506821,0.0879026706815516,0.143941726850143,0.37396753464166,0.214014193304555,0.126474928605561,5,4.979394291487,5
"yuf",0.17396945864559,0.295336975268566,0.207876275106587,0.155928922677109,0.14094757650258,0.022217683796809,0.00372310800275966,2,2.87609366652399,2
"yui",0.444039720436354,0.320458262035279,0.131250960681665,0.0654182578683177,0.0357792477649567,0.00279722798513715,0.000256323228291278,1,1.93785602735882,1
"yuj",0.77734884128873,0.170554036970161,0.0367764619679699,0.0115099792806009,0.00367749301543085,0.000127200592151877,5.9868849547895e-06,1,1.29401879508012,1
"yuk",0.084573759302737,0.219273567611867,0.205519603363521,0.192639873819883,0.232185402939067,0.053257352004324,0.0125504409586004,5,3.47856341332805,6
"yum",0.0471400400394595,0.161353710515027,0.183237292641033,0.199956973362189,0.295070767768021,0.0871457112133426,0.0260955044609286,5,3.90028386978803,3
"yun",0.966401790100814,0.0300463154134453,0.00293031387283882,0.000527904578511373,9.24559587083262e-05,1.19419521671382e-06,2.58804659925005e-08,1,1.03786660698837,1
"yup",0.63386609552316,0.251779504196929,0.0734722900947374,0.0285697518672742,0.0116820989074675,0.000592295884795035,3.79635256373412e-05,1,1.5343509961959,2
"yuq",0.30743441902698,0.332560590030168,0.174690012522727,0.10485638236503,0.0717922620739676,0.00773613779410276,0.00093019618702439,2,2.32794067655924,3
"yur",0.00757367369608467,0.0509538010063438,0.0928819931815963,0.148831493496126,0.374798844233134,0.20714073941074,0.117819454975975,5,4.9250280717,5
"yut",0.995683657644679,0.00407288093800473,0.000214937131178594,2.55945425181592e-05,2.91169741906128e-06,1.78288959151729e-08,2.17304063632184e-10,1,1.0045912760659,1
"yuw",0.98045406848904,0.0178225420800162,0.00145495034281062,0.000232252765264396,3.58074134889641e-05,3.72095977252407e-07,6.81340273089859e-09,1,1.02157433207569,1
"yux",0.00839316011743828,0.0546432230784119,0.0973368403124427,0.15303038213278,0.375008624695926,0.201005980390137,0.110581789272864,5,4.87696318647321,5
"yuy",0.0829977108720519,0.217278805571159,0.205006577649616,0.193165129962248,0.234423168789561,0.0542418744179498,0.0128867327374145,5,3.49300979442961,4
"yuz",0.63701677216323,0.250241820999351,0.0725894813489617,0.0281048710622418,0.0114350074338444,0.000575393735660845,3.66532567107614e-05,1,1.52857231483795,2
"yva",0.563851885102226,0.28283424952601,0.093836051615341,0.0400575163521251,0.0182508940793871,0.00108957174689839,7.98315780121683e-05,1,1.66960932633318,1
"yvt",3.30349739375646e-06,0.000130709699728919,0.000809238328498267,0.00370650814055535,0.047616955915214,0.134150462925484,0.813582821493125,7,6.75558577802542,5
"ywa",0.953315189169585,0.0411337164369336,0.0045032106080477,0.000878057501822682,0.000167275830784241,2.4901842690106e-06,6.02685578110496e-08,1,1.05345622601433,1
"ywl",0.450612801162636,0.318968282414371,0.129143275212236,0.0638207204801394,0.034552411438429,0.00266161419243371,0.000240895099754113,1,1.92168008159367,2
"ywn",0.445423894933603,0.320150558859519,0.130806821859739,0.0650797205932734,0.0355178637319068,0.00276814319281238,0.000252996829147256,1,1.93443351622539,1
"ywq",0.622491309668877,0.257233383557,0.0766849010315448,0.0302843148794163,0.0126063067386711,0.000656746885426163,4.30372390642919e-05,1,1.55542331507454,1
"ywr",0.0614507339687241,0.18644467086636,0.194744681645977,0.198841009715054,0.268396380715105,0.0709938154376653,0.0191287076511152,5,3.71578390925891,6
"ywt",0.712571443199557,0.209987082543707,0.0524051197127922,0.0182055857407629,0.00654378027087144,0.000272135458538769,1.48530737704711e-05,1,1.39703899601038,3
"ywu",0.601326148879655,0.266967722083477,0.0827652666311443,0.0336283209806328,0.0144663327923424,0.000792141657169787,5.40669755789702e-05,1,1.59553365959636,2
"yww",1.44408733548215e-06,6.60884177570604e-05,0.000451159955938238,0.00225426052899429,0.0334817349309601,0.107450112768663,0.856295199310352,7,6.81667988934588,7
"yyu",0.42591592821082,0.324182516097002,0.137077999151263,0.0699569411092402,0.03935697362816,0.00320563380515304,0.000304007998362277,1,1.98348944925583,2
"yyz",0.0414508196974357,0.1500138821976,0.177097818534258,0.199339964296595,0.306740531617323,0.0953507562718365,0.0300062273849518,5,3.98598268429409,5
"yzg",0.095277340988485,0.232030673331447,0.20834563331287,0.188821948237301,0.217754047187389,0.0472109833352969,0.0105593736072115,2,3.3856151317384,4
"yzk",0.358582955510536,0.33264433012406,0.158713778546951,0.088629007541642,0.0555698595958307,0.00528818768000094,0.000571881000978935,1,2.16811057263209,2
"zaa",0.669894366661712,0.233511091895248,0.0635671126608,0.0235075267095136,0.00907355862982762,0.000421213619500316,2.51298233985287e-05,1,1.46971897890259,1
"zab",0.787058786845571,0.164266191300855,0.0345819982695039,0.0106404729847381,0.00333546034141674,0.000111946782321515,5.14347559377182e-06,1,1.27928404292491,1
"zac",0.731269552516363,0.199058449791404,0.047724223695795,0.0161097443322927,0.00560484736392797,0.000221572918698176,1.16093815190066e-05,1,1.36643304051819,1
"zad",0.744887253558131,0.190865780069079,0.0443998295567783,0.0146677305548747,0.00498024766242233,0.000189527742698425,9.6308560167957e-06,1,1.34459504534654,1
"zae",0.637449934944331,0.250029506136584,0.0724683527436267,0.0280412958916568,0.0114013329106324,0.000573101167957502,3.64762052121881e-05,1,1.5277797940124,1
"zaf",0.308385185002059,0.332620560726705,0.174400662530664,0.10453780917746,0.0714528040068074,0.00768126268200586,0.000921715874297901,2,2.32478313800346,2
"zag",0.958876368288607,0.0364539388958806,0.00381399743157662,0.000720915325612359,0.00013286600247564,1.87070328006023e-06,4.33525674248258e-08,1,1.04678575737758,1
"zah",0.372882397768893,0.331605481709654,0.15414579438527,0.084415919354046,0.0516938754497701,0.00475660101892583,0.000499930313441199,1,2.12670291731669,2
"zai",0.848083192607667,0.122526342486807,0.0217715532338572,0.00594242557106595,0.0016305204762127,4.42490406171725e-05,1.7165837726818e-06,1,1.19065035227829,1
"zaj",0.975541730972808,0.0221374046480338,0.00194194040799267,0.00032549056319342,5.28223812750195e-05,5.9928191231684e-07,1.17447844782959e-08,1,1.02721211355697,4
"zak",0.920677272273832,0.0677559890161253,0.0090747814919484,0.00203336624846828,0.000449751430482759,8.58708293349775e-06,2.52456209381968e-07,1,1.09384910661928,1
"zal",0.350645000446357,0.333030435528219,0.161235906286916,0.0910276638064382,0.0578360614196759,0.00560860680447206,0.000616325707922694,1,2.19167047346996,2
"zam",0.302421711638962,0.33220520926453,0.17620920916991,0.106546794736472,0.0736084050319097,0.00803236344181657,0.000976306716400366,2,2.34471728944889,2
"zao",0.678161969023586,0.22911081530702,0.0613547685342891,0.0224227907628332,0.00853865099018436,0.000388230409590462,2.27749724972526e-05,1,1.45532113050777,1
"zaq",0.681962070913515,0.227062714266648,0.0603457706193214,0.0219336217711043,0.00830028961644569,0.000373776211106569,2.17566018597681e-05,1,1.44875569995108,1
"zar",0.864070580333521,0.110953321539938,0.0187175634129844,0.00492591274189758,0.00129838133343219,3.30236677171802e-05,1.21697050980973e-06,1,1.16853213208697,1
"zas",0.615004673861455,0.260738747396848,0.0788206845782967,0.0314440991966058,0.0132428622184551,0.000702243320612972,4.66894277267871e-05,1,1.5694752161865,1
"zat",0.644578685232942,0.246503886099701,0.0704833706340984,0.0270066796264075,0.0108572829187478,0.000536429154097906,3.36663340056997e-05,1,1.51480394169663,1
"zau",0.88295383459517,0.0969352901602953,0.015288508259124,0.00383834349540679,0.000960777152335224,2.24713335377213e-05,7.75004130870727e-07,1,1.14298745246658,1
"zav",0.644481852293284,0.246552172216255,0.0705102256683491,0.0270205864228609,0.01086454604124,0.000536914141097133,3.37032169143159e-05,1,1.51497935699347,1
"zaw",0.781887498157168,0.167627055347707,0.0357456623378679,0.0110993040568764,0.00351500745942757,0.000119892510843211,5.58013010987235e-06,1,1.28710926536666,1
"zax",0.260985267739591,0.32657376750195,0.188251057428793,0.121221688525494,0.0905004137900415,0.0110003959165409,0.00146740909759047,2,2.49254903726443,3
"zay",0.934942263416557,0.056288677246906,0.00697388536796562,0.00148065643684403,0.000309013373084754,5.35808329016341e-06,1.46075352924768e-07,1,1.07594213765428,1
"zaz",0.899648512954873,0.0842198110974847,0.0124283056303743,0.00297880095049807,0.000708813770116445,1.52624310535421e-05,4.93165599690926e-07,1,1.12092735143906,6
"zbc",0.267769900997168,0.327843695644546,0.186354726419726,0.118732912979794,0.0874851698084134,0.0104423731711627,0.00137122097919029,2,2.46713175838799,4
"zbe",0.207758088262196,0.311127318412877,0.201573366565996,0.1418837560561,0.118360242428488,0.01674660591671,0.00255062235763293,2,2.71240305315647,2
"zbt",0.221267277971908,0.3160434681026,0.198508595469069,0.136455187705644,0.110501518716546,0.0150164138975452,0.00220753813668673,2,2.6527595953317,3
"zbw",0.196485972368036,0.306442657577556,0.203915859687151,0.146500743386542,0.125398589615092,0.0183710120788105,0.00288516528681282,2,2.76453701768678,2
"zca",0.390040167115039,0.329800029856594,0.148635669774263,0.0795402513448135,0.0473699550089434,0.00418831926819774,0.000425607632150049,1,2.07866718560922,1
"zch",0.787219797684312,0.164161106576613,0.0345459532899272,0.0106263419185775,0.0033299644524557,0.000111705754176183,5.13032393878454e-06,1,1.27904120743654,1
