"","P[Y=1]","P[Y=2]","P[Y=3]","P[Y=4]","P[Y=5]","P[Y=6]","P[Y=7]","y_hat","y_avg","y_obs","latent1","latent2"
"mli",0.52754163149342,0.296446935919043,0.104894281199465,0.0469388299496496,0.0225986900951906,0.00146477899412656,0.000114852349105132,1,1.74545975761295,1,0.745459757612947,0
"mlj",0.274681447290129,0.32899166316997,0.184388814410506,0.116232195455333,0.0845199537713466,0.00990559614241981,0.00128032976029679,2,2.44175565271625,4,-1.55824434728375,-2
"mlk",0.668845895369917,0.234063648185601,0.0638493369412585,0.0236471073497361,0.00914301830953812,0.000425551219943587,2.54426240049455e-05,1,1.47155612919923,1,0.471556129199227,0
"mll",0.566210206110686,0.281888930804916,0.0931285655448919,0.0396331845286219,0.0179927835899287,0.00106839522730495,7.79341936510969e-05,1,1.66482633113871,2,-0.335173668861289,-1
"mlm",0.618622171331501,0.259053390032634,0.0777866037227696,0.0308805724994036,0.0129324255483194,0.00067994454065512,4.48923247172717e-05,1,1.56266709382124,2,-0.43733290617876,-1
"mln",0.934907519711108,0.0563169142956333,0.00697881796433264,0.00148191392121866,0.000309323006043027,5.36481377577669e-06,1.46287888913577e-07,1,1.07598528580834,1,0.0759852858083392,0
"mlo",0.666656302980392,0.235213597945845,0.0644399204591178,0.0239400754279702,0.0092892717695271,0.000434724918120355,2.61064990279003e-05,1,1.47540101581087,2,-0.524598984189131,-1
"mlp",0.961451875391173,0.0342709606342657,0.00350498983737857,0.000652275838075145,0.00011824262875737,1.6189581788506e-06,3.67121711919438e-08,1,1.0437190534022,2,-0.956280946597801,-1
"mlq",0.994984446175087,0.00472073456908473,0.000259360271185227,3.17248100556444e-05,3.71002553856137e-06,2.38473679692319e-08,3.01681235548301e-10,1,1.0053495906907,1,0.00534959069070373,0
"mlr",0.76317078502484,0.179560246033258,0.040052673840219,0.0128412702573487,0.0042154560296993,0.0001521583830143,7.41043162044708e-06,1,1.31585648310933,1,0.315856483109333,0
"mls",0.961886826793121,0.0339012923169065,0.0034534652599244,0.000640946729965175,0.000115854678162886,1.57856103077947e-06,3.56608890195176e-08,1,1.04320258850979,1,0.0432025885097906,0
"mlt",0.295127600685678,0.33156830463643,0.178399507011628,0.109039104602429,0.0763326202544449,0.00848502881120683,0.00104783399818409,2,2.36952726152989,1,1.36952726152989,1
"mlu",0.987227299659151,0.0117874239600528,0.000844378023160286,0.000123394999578696,1.73471207545184e-05,1.53747443887298e-07,2.48985854156558e-09,1,1.0139165371645,1,0.0139165371644983,0
"mlw",0.847018902735776,0.123287269053107,0.0219795726239089,0.0060132205445339,0.00165420228380497,4.50782457667165e-05,1.75451310246988e-06,1,1.19213880337719,1,0.192138803377194,0
"mlx",0.510952007282452,0.302056464039803,0.110040872035613,0.0503070035880359,0.0248374670662352,0.00167105372469578,0.000135132263164972,1,1.78157514934255,1,0.781575149342546,0
"mlz",0.815758537537496,0.145113789440455,0.0283396174119696,0.00826791426468276,0.00244236352076255,7.45987163823791e-05,3.17910825087253e-06,1,1.23675828937291,1,0.23675828937291,0
"mma",0.960189995499705,0.0353417868860243,0.00365555958403763,0.000685574584304738,0.000125303968828816,1.73960134175477e-06,3.98757573627506e-08,1,1.04521978294358,1,0.0452197829435821,0
"mmb",0.425461709083644,0.324268454536991,0.137224255248822,0.0700732484466767,0.0394504634715701,0.00321656106183887,0.000305308150457595,1,1.98465321847289,2,-0.0153467815271142,-1
"mmc",0.629833600557845,0.253730510990895,0.0746066692626993,0.0291710710777185,0.0120039284475081,0.000614520248130801,3.96994152025432e-05,1,1.54178357427135,1,0.541783574271351,0
"mmd",0.542314722017047,0.291125169844941,0.100359068472671,0.0440592261450292,0.0207422455611536,0.00130037449080611,9.91934683520768e-05,1,1.71408700073413,2,-0.285912999265871,-1
"mme",0.721025346350238,0.205092181795639,0.0502723783390989,0.0172412356975512,0.00610726875534939,0.000248283629407431,1.33054327161597e-05,1,1.38311097133122,1,0.383110971331222,0
"mmf",0.817016518647093,0.144254914966038,0.0280746019562297,0.00817059309836698,0.00240706014054726,7.32023472155285e-05,3.10884450982485e-06,1,1.23492880353892,1,0.234928803538924,0
"mmg",0.951920691164496,0.042300155108813,0.00468056577266129,0.000919345079358647,0.00017651532828511,2.66244618185585e-06,6.51002041163196e-08,1,1.05513908603749,1,0.0551390860374861,0
"mmh",0.180855449650489,0.298995112640259,0.206779246470129,0.153019938457417,0.135965417347301,0.0209457399909356,0.00343909544347032,2,2.84083836295747,1,1.84083836295747,1
"mmi",0.742001219299341,0.192618384393228,0.0450982944775875,0.0149674715834267,0.0051086003062043,0.000196004441141429,1.00254990706983e-05,1,1.34919196452363,1,0.349191964523632,0
"mmj",0.890821205350115,0.0909813685196875,0.0139198479827303,0.00342133837691594,0.000836764378579158,1.88445679240035e-05,6.30824047664902e-07,1,1.13253014491412,3,-1.86746985508588,-2
"mmk",0.865316437002246,0.110040169345468,0.018485262075154,0.00485038881752298,0.00127431826526925,3.22412991292653e-05,1.18319521047461e-06,1,1.16682743867633,1,0.166827438676331,0
"mml",0.21337298171955,0.313260095398953,0.200331208126436,0.139613088230829,0.115020882037809,0.0160007301592747,0.00240101432714668,2,2.6872550412548,1,1.6872550412548,1
"mmm",0.305094970701778,0.332402968395335,0.175400374767259,0.105643041496377,0.0726342978336812,0.00787292733506395,0.000951419470505921,2,2.33574318725206,2,0.335743187252063,0
"mmn",0.779107566298405,0.169422358061193,0.0363759812895722,0.011349955965115,0.00361398086221876,0.000124330931789207,5.82659170689226e-06,1,1.29133672619374,1,0.291336726193744,0
"mmo",0.906497876934066,0.0789131698975564,0.0113042972751564,0.00265396158365916,0.000617477809335187,1.28142820651211e-05,4.02218162109946e-07,1,1.11202004515549,1,0.112020045155486,0
"mmp",0.321604107952058,0.33321470226163,0.170341627259522,0.100175873262963,0.0668925830062563,0.00695914933289288,0.000811956924677282,2,2.28166339680712,2,0.281663396807117,0
"mmq",0.625020297805209,0.256034092144393,0.0759672248328902,0.029898178008504,0.0123964055107719,0.000641940630549453,4.18610676828912e-05,1,1.55070956743762,1,0.550709567437617,0
"mmr",0.77094708241177,0.174646350962144,0.0382453067209431,0.0121019771642621,0.00391462250472541,0.000138060270576168,6.5999655791682e-06,1,1.30383128706207,1,0.303831287062074,0
"mmu",0.7977651603375,0.157220494254133,0.0322100001609417,0.00972109926374276,0.00298219513238085,9.67264430791204e-05,4.32440822273339e-06,1,1.2632421515615,2,-0.7367578484385,-1
"mmv",0.0156557838836802,0.0826077839109906,0.126962709922804,0.17685591345615,0.365106299346233,0.160900378983796,0.0719111304963462,5,4.56349481940704,6,-1.43650518059296,-1
"mmx",0.9493022818594,0.0444829165620568,0.0050183117607836,0.000998879729502078,0.000194530286433459,3.00494880656199e-06,7.48530173400042e-08,1,1.05830977428,2,-0.941690225719999,-1
"mmy",0.873464541969094,0.104027373490837,0.0169868482555026,0.00436958356130601,0.00112324144903941,2.74323002066312e-05,9.78974014298473e-07,1,1.15574582182704,1,0.155745821827037,0
"mna",0.955382173222289,0.0393996297678072,0.00424362302486658,0.000818240535942816,0.000154032385536795,2.24751135657897e-06,5.35522011180234e-08,1,1.05096928583751,1,0.0509692858375057,0
"mnb",0.869928045520838,0.106645766192826,0.01763272126588,0.00457546827242727,0.00118747963095311,2.94549779018549e-05,1.06413917422277e-06,1,1.16054119179024,2,-0.839458808209765,-1
"mnc",0.117054028582283,0.254302785937074,0.211257700324356,0.180169349214525,0.191975695863252,0.0375852273470089,0.00765521273150083,2,3.21908643080642,5,-1.78091356919358,-3
"mnd",0.00711177018060694,0.048807146608532,0.0902199495302389,0.146243398529912,0.37443512515156,0.210813906110141,0.122368703889009,5,4.95399949574975,5,-0.0460005042502534,0
"mne",0.946208719550198,0.0470495089817152,0.00542510578944211,0.00109619490322754,0.000216940652399078,3.44254963435819e-06,8.75733838778814e-08,1,1.06207380606835,1,0.0620738060683534,0
"mnf",0.923529161059138,0.0654833145751287,0.00864295325959685,0.00191707134958508,0.000419407874259203,7.86394749119346e-06,2.27934801366736e-07,1,1.09023875398638,1,0.0902387539863785,0
"mng",0.714729514704885,0.208744820280124,0.0518581426794766,0.0179567627757602,0.00643042951589345,0.000265885406620869,1.44446372404294e-05,1,1.39346920688648,1,0.393469206886478,0
"mnh",0.99449561745772,0.00517235080218892,0.000291435079002533,3.62538927275446e-05,4.3138121891273e-06,2.8585995459629e-08,3.7017600096334e-10,1,1.00588138303817,1,0.00588138303816654,0
"mni",0.986855943558545,0.0121211855005952,0.000875773442116756,0.000128725819461328,1.82059655484679e-05,1.63051869006559e-07,2.66186428454773e-09,1,1.01433256493594,1,0.0143325649359372,0
"mnj",0.548303693235861,0.288882244021123,0.0985342549102362,0.0429233286524785,0.020024580848901,0.00123847671935895,9.34216120421771e-05,1,1.70157197646368,1,0.701571976463682,0
"mnk",0.999359625944831,0.000618033801105478,2.04093911599923e-05,1.78240029857779e-06,1.47942024075753e-07,5.16482523416073e-10,4.09872136231115e-12,1,1.00066479415942,1,0.000664794159422666,0
"mnl",0.52901208514682,0.29593084690304,0.104440773850022,0.0466472000258061,0.0224082621665213,0.00144763411496962,0.000113197792821818,1,1.74230440067837,2,-0.257695599321635,-1
"mnm",0.479653615284989,0.311536682284462,0.119885072007206,0.0570626518962092,0.0295468186906692,0.00213237795747812,0.000182781878987015,1,1.85244063781149,1,0.852440637811491,0
"mnn",0.752255456530528,0.186351676549694,0.0426316686879752,0.0139166761544047,0.00466211762946644,0.000173724707341338,8.67974059060028e-06,1,1.33293421488697,1,0.332934214886974,0
"mnq",0.148389673577804,0.279486583433416,0.210853248272283,0.166861899741487,0.161476349618398,0.0278682699297852,0.00506397542682757,2,3.01740937988593,2,1.01740937988593,0
"mnr",0.0132824343119095,0.0742239443746663,0.118766149781559,0.170972803084017,0.36968362326967,0.171855530669022,0.0812155145091562,5,4.64997988666856,4,0.649979886668562,1
"mns",0.306574082422977,0.332504291115346,0.174951518239646,0.105145217931778,0.0721007994651091,0.00778614912073072,0.00093794170441297,2,2.33080457508054,3,-0.669195424919461,-1
"mnu",0.221329769190946,0.316064523104298,0.198493832388349,0.13643035464128,0.110466534344877,0.0150089063157343,0.00220608001451661,2,2.65249040085011,2,0.652490400850112,0
"mnv",0.865464068821992,0.109931853553611,0.0184577903515737,0.00484147467716378,0.00127148392154774,3.21494349971863e-05,1.1792391141352e-06,1,1.16662561658411,1,0.166625616584112,0
"mnw",0.844428484268023,0.125134390270095,0.0224882881222661,0.00618716559869825,0.00171268086712506,4.71414258059744e-05,1.84944798731213e-06,1,1.19576999059618,1,0.195769990596176,0
"mnx",0.652647107088847,0.242442470214467,0.0682562922875661,0.0258620256262848,0.0102641438663147,0.000497248835484299,3.07120810357775e-05,1,1.50026822379735,1,0.500268223797349,0
"mny",0.976663114044445,0.0211566206366399,0.00182783089844285,0.000303208869233629,4.86730635147481e-05,5.42017309368426e-07,1.04704143133461e-08,1,1.02591937420432,1,0.025919374204318,0
"mnz",0.812162197606888,0.147560176907597,0.0291013171448011,0.00854920888421284,0.00254501720836131,7.86955389683319e-05,3.38670917199302e-06,1,1.24200430463316,1,0.242004304633156,0
"moa",0.974626969426464,0.0229357025364255,0.00203625136401409,0.000344092491477155,5.63228921248715e-05,6.4843619873578e-07,1.28532952059501e-08,1,1.02826909360815,1,0.0282690936081496,0
"moc",0.393180389007298,0.32940589566718,0.147624984740825,0.0786687421164161,0.0466149333482384,0.00409179230143031,0.000413262818610982,1,2.07006036330985,3,-0.92993963669015,-2
"moe",0.575644675970119,0.278034677679627,0.0903122928295409,0.0379625130593515,0.0169879278267473,0.000987170374253998,7.07422603604124e-05,1,1.64585881925718,2,-0.354141180742816,-1
"mog",0.799984379792203,0.155745305141377,0.0317246967000554,0.00953566093685909,0.00291201879682013,9.3770487030076e-05,4.16814565562529e-06,1,1.25994361784843,3,-1.74005638215157,-2
"moh",0.289411071851047,0.330967488366923,0.180097724641345,0.11101944553216,0.0785376886879602,0.00885874532317044,0.00110783559739391,2,2.38931276919815,2,0.389312769198151,0
"moi",0.664903047587413,0.236130490107863,0.0649139752797924,0.0241761005755162,0.00940755379749558,0.000442184054177841,2.66485977418185e-05,1,1.47848776944132,1,0.478487769441319,0
"moj",0.959052958837298,0.0363045848673474,0.0037925992542347,0.000716124522496808,0.000131836895702619,1.85274881892017e-06,4.28741017133305e-08,1,1.04657502551482,2,-0.953424974485177,-1
"mok",0.180626073163079,0.298877103358069,0.206817523540351,0.153116508545172,0.136128008984471,0.0209866559932541,0.00344812641560488,2,2.84199575047207,5,-2.15800424952793,-3
"mom",0.0686826821312746,0.197600629254896,0.198955351904531,0.197319593138918,0.256240310902597,0.0645792970305465,0.0166221356372369,5,3.63506065506725,6,-2.36493934493275,-1
"moo",0.596455079698668,0.269130413344461,0.0841828638166952,0.0344267759909738,0.0149215420720549,0.00082639370731985,5.69313698282059e-05,1,1.60493619399456,1,0.60493619399456,0
"mop",0.609589732149677,0.263231928885412,0.0803757649740289,0.0322986229799594,0.0137176992662678,0.000736754787515892,4.94969571394055e-05,1,1.57973088051883,1,0.579730880518835,0
"moq",0.120671758664062,0.257588155562219,0.211448293942634,0.178663183185458,0.188094914167231,0.0362540438688622,0.00727965060953406,2,3.1938020726743,5,-1.8061979273257,-3
"mor",0.707743188849615,0.212748241934425,0.0536351219871575,0.01876888939409,0.00680222543183429,0.000286531017661962,1.58013852161742e-05,1,1.40506151921795,1,0.405061519217954,0
"mos",0.999856761238455,0.000139657683188132,3.33022662946103e-06,2.3505417379166e-07,1.57599631123162e-08,3.73693298527655e-11,2.21045404202869e-13,1,1.00014708652699,1,0.000147086526993689,0
"mot",0.419258819197145,0.325405037251,0.1392222404237,0.0716742539650855,0.0407466435863288,0.00336938583610191,0.000323619740638548,1,2.00064750196331,1,1.00064750196331,0
"mou",0.828248129472868,0.136514422980299,0.0257416208740201,0.00732626442954087,0.00210548401726962,6.15455154693301e-05,2.5327105322992e-06,1,1.21872131792658,1,0.218721317926581,0
"mov",0.0172390708889029,0.0878904105083737,0.131864603556432,0.180110737918067,0.361733192258184,0.154401384959591,0.0667605999104491,5,4.51145512466883,4,0.511455124668826,1
"mow",0.483917869773768,0.310332566878814,0.118534676803747,0.0561106123279325,0.0288654176148229,0.00206338887263446,0.000175467728281808,1,1.84256517866226,2,-0.157434821337741,-1
"mox",0.968773450434609,0.0280080298835117,0.0026643875225959,0.000471915841179227,8.11777695107763e-05,1.01702355970179e-06,2.15250336443873e-08,1,1.03508247779828,1,0.035082477798285,0
"moy",0.960218521110104,0.0353176071916098,0.00365213813904752,0.00068481479106175,0.000125142148681756,1.73681714232821e-06,3.98023528580538e-08,1,1.04518581933745,1,0.0451858193374459,0
"moz",0.802408150168548,0.154128358643941,0.0311971891205741,0.00933513375061501,0.00283654847649728,9.06173204532346e-05,4.00251937149321e-06,1,1.25635143376142,1,0.256351433761419,0
"mpa",0.979971498518548,0.0182485869124798,0.00150126798786032,0.000240902421107636,3.73451892585752e-05,3.91745166528068e-07,7.2255788019504e-09,1,1.02212521298786,1,0.0221252129878631,0
"mpb",0.000281512252805782,0.0045557964275576,0.0153254654965211,0.0411678468556289,0.224325921272264,0.280251776832172,0.434091680863051,7,6.06182292241571,5,1.06182292241571,2
"mpc",0.0122195091240652,0.0702614702166311,0.11470192360741,0.167854065118501,0.371450309142144,0.177329352960777,0.0861833698304717,5,4.69277573314224,4,0.692775733142245,1
"mpd",0.0586631403619905,0.181893157972199,0.192866845221512,0.199284726721852,0.273308143126353,0.0737382256672706,0.0202457609288226,5,3.74887929499548,3,0.748879294995481,2
"mpe",0.926316532180123,0.0632525625974201,0.00822648628062239,0.00180619185479447,0.000390825754854607,7.19572276719482e-06,2.05609418602037e-07,1,1.08672462601281,1,0.0867246260128141,0
"mpg",0.976695969805734,0.021127847786199,0.00182451295910113,0.000302564775578329,4.85538502730254e-05,5.40388662595426e-07,1.0434452191177e-08,1,1.02588154798225,1,0.0258815479822545,0
"mph",0.0547207583004524,0.175194116950009,0.189934554100219,0.1997469144592,0.280482545864995,0.0779208768114548,0.0220002335136696,5,3.79783993712732,1,2.79783993712732,4
"mpi",0.808062937411872,0.150332452840035,0.0299768311957523,0.0088754023319183,0.00266518144809491,8.35588955332423e-05,3.63587679375055e-06,1,1.2480126577581,2,-0.751987342241897,-1
"mpj",0.127207676552909,0.263256630235417,0.21161754702007,0.175913038806344,0.181339988698314,0.0340052586042725,0.00665986008267372,2,3.14957624900525,1,2.14957624900525,1
"mpk",0.51366467232345,0.301166256323502,0.109195658232282,0.0497463689442276,0.0244597873094242,0.00163565284079759,0.000131604026316512,1,1.77560371722033,4,-2.22439628277967,-3
"mpl",0.900070305080699,0.0838945515507804,0.012358233991447,0.00295832801505169,0.000702990647142299,1.51035342278449e-05,4.87180651487229e-07,1,1.12037640692245,1,0.120376406922447,0
"mpm",0.508176256437559,0.302956285187678,0.110907162029303,0.0508847201358673,0.0252287576544976,0.0017079850673678,0.000138833487726697,1,1.78771272653508,2,-0.212287273464924,-1
"mpn",0.227424196361571,0.318045963901085,0.197030228229757,0.134021212832449,0.107112310310327,0.0142970407686662,0.00206904759614424,2,2.62651878951945,3,-0.373481210480548,-1
"mpo",0.594025824724923,0.270197955543293,0.0848923101444691,0.0348290672390583,0.0151524975200796,0.000843935508812899,5.84093193640722e-05,1,1.60964990108997,1,0.609649901089974,0
"mpp",0.744586720557649,0.191048692981701,0.0444724091640833,0.0146987971810196,0.00499351423555006,0.00019019452245872,9.67135753793258e-06,1,1.34507296055265,1,0.345072960552648,0
"mpq",0.60970532149397,0.263179080725107,0.0803424803730814,0.0322802436772521,0.0137074345899464,0.000736003623917791,4.94355167248717e-05,1,1.57951114208275,1,0.57951114208275,0
"mpr",0.65554341636134,0.240966287304166,0.0674619809398616,0.0254578932380881,0.0100569517731901,0.000483763259310765,2.97071240430435e-05,1,1.49508879503173,1,0.495088795031726,0
"mps",0.987952914796492,0.0111342138855205,0.000783805357043588,0.000113205997090415,1.57213713478654e-05,1.36419031182555e-07,2.17347462250217e-09,1,1.01310502321227,1,0.0131050232122738,0
"mpt",0.821032237459985,0.141502324561754,0.0272335946690021,0.00786364250825378,0.00229643897358967,6.88693575405797e-05,2.89246987539293e-06,1,1.22910789892583,1,0.229107898925833,0
"mpu",0.0767563284913921,0.20905881936373,0.202695473986353,0.195127235971521,0.243593421651526,0.0584179400331807,0.0143507805022978,5,3.55239954503679,4,-0.447600454963209,1
"mpv",0.0210719336736296,0.099824855526018,0.142252301403939,0.186333981261408,0.35302472506377,0.140747054626532,0.0567451484447041,5,4.39963646617408,5,-0.600363533825917,0
"mpw",0.0718345490954957,0.202191354007225,0.200525507663965,0.196517268230492,0.251192443438197,0.0620611219901984,0.0156777555744264,5,3.60193609117697,5,-1.39806390882303,0
"mpz",0.278319383954366,0.329538328436474,0.183341232144258,0.114929977521325,0.0830007400237446,0.00963517772847355,0.00123516019135772,2,2.42860053517446,3,-0.571399464825541,-1
"mqa",0.723654739337752,0.203554150029409,0.0496145225921476,0.0169469560253602,0.0059755758143899,0.000241204220020275,1.2851980920936e-05,1,1.37880949953297,1,0.378809499532972,0
"mqb",0.887394126006479,0.0935832512866336,0.0145115712078695,0.00360037478910213,0.000889613377552334,2.03723232788944e-05,6.91009084952121e-07,1,1.13707197925079,1,0.137071979250793,0
"mqc",0.629819838067074,0.25373713669569,0.0746105493560657,0.0291731355243541,0.0120050376486383,0.000614597252947879,3.97054552301324e-05,1,1.54180901157156,1,0.541809011571557,0
"mqe",0.667569428431681,0.2347346911261,0.0641934332542666,0.02381765664358,0.00922808248361862,0.000430880177311299,2.58278834417425e-05,1,1.47379622568706,1,0.473796225687055,0
"mqf",0.668890545398895,0.234040142316047,0.0638373106116031,0.0236411538920139,0.00914005277018615,0.000425365774904041,2.54292363510711e-05,1,1.47147784058867,2,-0.528522159411334,-1
"mqh",0.00774169305442205,0.0517222515856848,0.0938221874797835,0.149731381985991,0.374884091362081,0.205844572384986,0.116253822147052,5,4.91484293275879,1,3.91484293275879,4
"mqj",0.832981867830732,0.13321310527802,0.0247764860374373,0.00698360180646107,0.00198557205158012,5.70511099052817e-05,2.31588586396825e-06,1,1.21195832184331,1,0.211958321843309,0
"mqk",0.888665179827423,0.0926197534694518,0.0142912973845664,0.00353350183385903,0.000869802785378071,1.97964727253197e-05,6.68226596722832e-07,1,1.13538505660488,1,0.135385056604881,0
"mql",0.974366670389727,0.0231625748019927,0.00206328582868098,0.000349455009783894,5.73379606338964e-05,6.62828882780353e-07,1.31802985192664e-08,1,1.02857025655745,1,0.028570256557447,0
"mqm",0.0882322938116244,0.223785196361087,0.206609825344956,0.191380734993921,0.227105849021337,0.0510705299058356,0.0118155705612394,5,3.44581652101472,3,0.445816521014723,2
"mqn",0.558536019447958,0.284938228604748,0.0954358147579223,0.0410239407323736,0.0188430988546811,0.00113863554532978,8.42620569876384e-05,1,1.68045282580501,2,-0.319547174194988,-1
"mqo",0.539699477040786,0.292089251968612,0.101158462252364,0.0445609063366926,0.0210618479416707,0.00132824001883536,0.000101814441038739,1,1.71958837399051,1,0.71958837399051,0
"mqp",0.305501470301125,0.332431387121375,0.175277109879009,0.105506068582823,0.0724872919372993,0.00784897726184475,0.000947694916524466,2,2.33438403618543,1,1.33438403618543,1
"mqq",0.204086322835359,0.309661514699462,0.202359457360582,0.143379302165497,0.120602664807337,0.0172563996643728,0.00265433846739016,2,2.72913702427267,2,0.72913702427267,0
"mqr",0.0455658704823345,0.158304335177666,0.181644735114733,0.199863139776222,0.298236546971808,0.0892917680491601,0.0270936044280764,5,3.92314987943729,5,-1.07685012056271,0
"mqs",0.686952497269222,0.224348771515993,0.0590283520139433,0.0213001659517396,0.00799429063780333,0.000355445133880306,2.04774774184013e-05,1,1.44018322648422,1,0.440183226484223,0
"mqt",0.0419690611335597,0.151084599798115,0.177703067457268,0.199430048791224,0.305651283211604,0.0945491621656667,0.0296127774425624,5,3.97780848941645,5,-1.02219151058355,0
"mqu",0.116133404908585,0.253449291239668,0.211197472615598,0.180550426277191,0.192980070630418,0.0379345165741871,0.00775481775435372,2,3.22561728722117,1,2.22561728722117,1
"mqv",0.233531147379097,0.319891714487961,0.195518642493176,0.131632690620809,0.103862190871714,0.0136222013904036,0.0019414127568399,2,2.60103531831665,3,-0.398964681683347,-1
"mqw",0.715348575917973,0.20838754353739,0.0517015579182288,0.0178857216944011,0.00639815854936931,0.000264113189330839,1.43291933069056e-05,1,1.39244699976102,1,0.392446999761024,0
"mqx",0.728188335031072,0.200884984862722,0.0484864273036402,0.0164458251832872,0.00575296487141941,0.00022936294085707,1.20998070023415e-05,1,1.37142658805184,2,-0.628573411948159,-1
"mqy",0.917946384313079,0.06992312935514,0.00949361551017913,0.00214741604761914,0.000479859208072475,9.31796842051913e-06,2.77597489994896e-07,1,1.09732030077769,1,0.0973203007776879,0
"mra",0.40855099907981,0.327202215772535,0.142673055490966,0.0744942089747094,0.0430720020145557,0.00364970479545801,0.000357813871966428,1,2.02871436894591,1,1.02871436894591,0
"mrc",0.0266184828497254,0.115373498726896,0.154483695389611,0.192409419087419,0.339986579830052,0.124824607784999,0.0463037163312973,5,4.26346080300136,3,1.26346080300136,2
"mrd",0.845822358133487,0.124141343845426,0.0222141309120957,0.00609327979596286,0.00168106612408758,4.60232891754675e-05,1.79789976550992e-06,1,1.19381461339833,2,-0.806185386601674,-1
"mrf",0.352637081824808,0.332946612791141,0.160604034491029,0.0904216495554454,0.0572593745008497,0.00552639915882025,0.00060484767790614,1,2.18571821030447,2,0.185718210304473,-1
"mrg",0.990519741675598,0.00881168944278277,0.000578277123708393,7.96715268737147e-05,1.05350237125101e-05,8.39546053787998e-08,1.25271937267968e-09,1,1.01024982565501,1,0.0102498256550136,0
"mrh",0.866114718108128,0.10945420448167,0.0183368564422132,0.00480227703847091,0.00125903532044613,3.17466896659901e-05,1.16191940635613e-06,1,1.16573659472806,1,0.165736594728061,0
"mri",0.978631961721197,0.019428684698362,0.00163162552795892,0.000265503401254308,4.17669176548952e-05,4.49283986458937e-07,8.44958614187874e-09,1,1.02365781074611,2,-0.976342189253888,-1
"mrj",0.709402878383951,0.21180194129583,0.0532113437478213,0.0185742232908108,0.0067126257684349,0.000281517572578549,1.54699405736647e-05,1,1.40229820924398,1,0.40229820924398,0
"mrk",0.0376500718046143,0.141907984496922,0.172339645356708,0.198433197905636,0.314889406683067,0.101612914010662,0.0331667797423899,5,4.04850974416717,3,1.04850974416717,2
"mrn",0.987642606466585,0.0114137307098344,0.000809582473693782,0.000117526238837984,1.6408113183819e-05,1.43692245324623e-07,2.30562013925351e-09,1,1.01345183912142,1,0.0134518391214187,0
"mro",0.828085386014431,0.136627509235638,0.0257749948538177,0.0073381837682156,0.00210968137550871,6.17043239293791e-05,2.54042845904134e-06,1,1.21895453994036,1,0.218954539940357,0
"mrp",0.31094426126424,0.332770329015151,0.17362002487476,0.10368357829944,0.0705469262036356,0.00753558320324199,0.000899297139531408,2,2.31632251733093,2,0.316322517330931,0
"mrq",0.158315905056059,0.286084320755384,0.209925741704764,0.16260362658898,0.153105267181759,0.0254827096310873,0.00448242908196683,2,2.96047587530613,3,-0.0395241246938749,-1
"mrr",0.970565276746415,0.0264617573695755,0.00246773364329211,0.000431200849357882,7.31188051643628e-05,8.94018697072951e-07,1.85674978725459e-08,1,1.03298788392336,1,0.0329878839233633,0
"mrs",0.0181912602350836,0.0909617239424496,0.134626463142222,0.181855984161388,0.359624994409243,0.150756129336248,0.063983444773365,5,4.48196389566946,5,-0.518036104330538,0
"mrt",0.980783052282955,0.0175318111925016,0.00142357370178192,0.000226421406649857,3.4775850892288e-05,3.59024273866027e-07,6.54094578500519e-09,1,1.02119916058663,1,0.021199160586628,0
"mru",0.0914535902009381,0.227625397674373,0.207460078551484,0.190230737618329,0.222761692290366,0.0492514864946854,0.0112170171698243,2,3.41784407228617,3,0.417844072286166,-1
"mrw",0.982164717582349,0.0163082548037764,0.00129360545947788,0.000202517164541671,3.05925624981551e-05,3.06956901008348e-07,5.47045619914144e-09,1,1.01962695507359,1,0.0196269550735919,0
"mrx",0.152183339582437,0.282078886276082,0.210536495141135,0.165233489550014,0.15821216440479,0.0269243978636794,0.00483122718186368,2,2.99531035523713,4,-1.00468964476287,-2
"mry",0.826739046151171,0.13756199829901,0.026051579898015,0.00743714405155271,0.00214459740958539,6.30292266469157e-05,2.60496401882637e-06,1,1.22088575580539,1,0.220885755805387,0
"mrz",0.686725217103541,0.22447297119529,0.0590881619805574,0.0213287958667259,0.00800805528994597,0.000356264232357573,2.05343315822226e-05,1,1.44057243106765,2,-0.559427568932352,-1
"msb",0.971801722783199,0.0253915007727606,0.00233424154322348,0.000403914271534744,6.77894957578085e-05,8.1444713251333e-07,1.66863916017945e-08,1,1.03154705701086,1,0.0315470570108554,0
"msc",0.924131703548051,0.0650018943140328,0.00855245423054252,0.001892869027456,0.000413139599950041,7.71630627049991e-06,2.22973697394657e-07,1,1.08947788763082,1,0.0894778876308231,0
"mse",0.981587798618206,0.0168196599291288,0.00134751490085327,0.000212382522878918,3.23099805294991e-05,3.28145269290481e-07,5.90313375958829e-09,1,1.02028275336674,1,0.0202827533667391,0
"msf",0.290898432562837,0.331132545373994,0.179657510712737,0.110501894233944,0.0779578949629235,0.00875984739078328,0.00109187476278072,2,2.38413531488359,4,-1.61586468511641,-2
"msg",0.462057902339182,0.316202298223286,0.125482997180234,0.0610994992022433,0.0325011447394544,0.0024400138229429,0.000216144492657167,1,1.89396830521896,1,0.893968305218959,0
"msh",0.99439641698251,0.00526387465126532,0.000298040989412551,3.71965517027562e-05,4.44083861328437e-06,2.96014363021513e-08,3.85060205942978e-10,1,1.00598945995719,1,0.00598945995719458,0
