LANG_ISO,y_obs,y_hat,y_avg,residual,y_hat_50,y_avg_50,change in rank in 50 years,change in expectation of rank in 50 years,y_hat_100,y_avg_100,change in rank in 100 years,change in expectation of rank in 100 years
acp,1,1,1.01267277519957,0,1,1.0126774234374,0,4.64823782997392E-06,1,1.01267694046587,0,4.16526629987146E-06
acr,1,1,1.00769534831952,0,1,1.00770218391486,0,6.83559534020439E-06,1,1.00770753462261,0,1.21863030901892E-05
acs,3,3,2.99963194791358,0,3,2.99990768318773,0,0.00027573527415,3,2.99991205023732,0,0.00028010232374
acu,1,1,1.03640006013035,0,1,1.05238390523608,0,0.01598384510573,1,1.06452823849354,0,0.02812817836319
acv,2,3,2.43817898620915,-1,3,2.4383533442253,0,0.00017435801615,3,2.4383034762738,0,0.00012449006465
acz,1,2,2.0633145081282,-1,2,2.06249903024637,0,-0.00081547788183,2,2.06281639016947,0,-0.00049811795873
ada,1,1,1.00046517892528,0,1,1.00003838802855,0,-0.00042679089673,1,1.0000383526797,0,-0.00042682624558
add,1,1,1.04221447705067,0,1,1.04184781523566,0,-0.00036666181501,1,1.0417899753438,0,-0.00042450170687
ade,1,1,1.00061853329622,0,1,1.00062524127977,0,6.70798354995839E-06,1,1.00062473632747,0,6.203031249985E-06
adg,2,2,2.1252011262155,0,2,2.12528556404188,0,8.44378263802348E-05,2,2.12527827452282,0,7.71483073198631E-05
adh,1,1,1.00033099623272,0,1,1.00032674634125,0,-4.24989147007615E-06,1,1.00032662764332,0,-4.36858940000562E-06
adi,1,1,1.00021733491224,0,1,1.00021816394857,0,8.29036330030064E-07,1,1.00021836517777,0,1.03026552999985E-06
adj,1,1,1.00408003104485,0,1,1.00575978829795,0,0.0016797572531,1,1.00666779235343,0,0.00258776130858
adl,1,1,1.0081292826189,0,1,1.00814411880098,0,1.48361820802023E-05,1,1.00814650296629,0,1.72203473900456E-05
ado,1,1,1.00029743824374,0,1,1.00029741577738,0,-2.24663598835662E-08,1,1.0002973659252,0,-7.23185400453019E-08
adq,1,1,1.01114542346864,0,1,1.01139038792132,0,0.00024496445268,1,1.01137730854626,0,0.00023188507762
adr,1,1,1.04246247695494,0,1,1.0425688201951,0,0.00010634324016,1,1.04257976895618,0,0.00011729200124
adt,2,1,1.48910437630671,1,1,1.48894810809844,0,-0.00015626820827,1,1.48899138370942,0,-0.00011299259729
adw,1,1,1.5544238728481,0,2,1.64659977368411,1,0.09217590083601,2,1.70563761714807,1,0.15121374429997
adx,1,1,1.00053492084118,0,1,1.00054046510746,0,5.54426628007754E-06,1,1.0005414745907,0,6.55374951996635E-06
ady,1,1,1.00620495666462,0,1,1.00622287887024,0,1.79222056200246E-05,1,1.00622928514919,0,2.43284845700131E-05
adz,1,1,1.0000002974904,0,1,1.00000029777385,0,2.83449930194024E-10,1,1.00000029772796,0,2.37559971694168E-10
aee,1,1,1.01151383233758,0,1,1.0115572628278,0,4.34304902199312E-05,1,1.01156248507941,0,4.86527418299687E-05
aek,2,1,1.58120303102038,1,1,1.5815616180206,0,0.00035858700022,1,1.58167624997666,0,0.00047321895628
ael,1,1,1.0454793597088,0,1,1.04522812534033,0,-0.00025123436847,1,1.04516888897764,0,-0.00031047073116
aem,2,1,1.36488592547165,1,1,1.36525462312191,0,0.00036869765026,1,1.36530050668145,0,0.0004145812098
aeq,1,2,1.91410545659054,-1,2,1.91364742585266,0,-0.00045803073788,2,1.91360690263801,0,-0.00049855395253
aer,1,1,1.00215894099257,0,1,1.00215815801358,0,-7.82978989866123E-07,1,1.0021584698462,0,-4.71146369918074E-07
aeu,1,1,1.01186112223456,0,1,1.01192206860433,0,6.09463697700541E-05,1,1.01192696453064,0,6.58422960799765E-05
aew,1,1,1.01569358208821,0,1,1.0156843674776,0,-9.21461061009765E-06,1,1.01568070139618,0,-1.28806920300928E-05
aey,1,1,1.00002883184395,0,1,1.00002887280435,0,4.096039996071E-08,1,1.00002887970449,0,4.78605399756304E-08
aez,1,1,1.00231753423383,0,1,1.0023147976496,0,-2.73658422988987E-06,1,1.00231399851418,0,-3.5357196499497E-06
afd,1,1,1.08364469834475,0,1,1.08350599286763,0,-0.00013870547712,1,1.0834799772832,0,-0.00016472106155
afe,1,1,1.00582790677703,0,1,1.00582777332263,0,-1.33454399975363E-07,1,1.00582017153912,0,-7.73523790997821E-06
afi,1,1,1.0579656573084,0,1,1.05792692617253,0,-3.87311358700515E-05,1,1.05792449249265,0,-4.11648157498945E-05
afk,1,1,1.00538134132829,0,1,1.00537335352156,0,-7.98780672983668E-06,1,1.00537288509679,0,-8.45623149992036E-06
afn,2,1,1.0911483492604,1,1,1.09118787397703,0,3.95247166300461E-05,1,1.09432374457302,0,0.00317539531262
afo,1,1,1.00871130253664,0,1,1.00880542341599,0,9.41208793499015E-05,1,1.00879516564473,0,8.38631080899432E-05
afp,1,1,1.06721986936704,0,1,1.06716237588917,0,-5.74934778700964E-05,1,1.06714232399043,0,-7.75453766099776E-05
afr,1,1,1.00205906983756,0,1,1.00215676420336,0,9.76943657999829E-05,1,1.00225755481126,0,0.0001984849737
afs,2,1,1.59347716981329,1,1,1.59317024312643,0,-0.00030692668686,1,1.59311852388278,0,-0.00035864593051
aft,1,1,1.3560928060411,0,1,1.35681041824903,0,0.00071761220793,1,1.35664197161807,0,0.00054916557697
afu,1,1,1.00796375494876,0,1,1.01136406167025,0,0.00340030672149,1,1.01308916554379,0,0.00512541059503
afz,1,1,1.15164546383608,0,1,1.15203416272167,0,0.00038869888559,1,1.15212224421515,0,0.00047678037907
agb,1,1,1.00106345592737,0,1,1.00107731808236,0,1.38621549901075E-05,1,1.0010754844485,0,1.20285211300253E-05
agc,1,1,1.00137063970068,0,1,1.00139563513797,0,2.49954372899541E-05,1,1.00139287404856,0,2.22343478799569E-05
agd,1,1,1.00000547666028,0,1,1.00000546794729,0,-8.71298988514013E-09,1,1.00000546908038,0,-7.57990004096598E-09
age,1,1,1.00000517161417,0,1,1.0000051811028,0,9.48862988181531E-09,1,1.00000517941798,0,7.80381004261699E-09
agg,1,1,1.0022930070611,0,1,1.00229734566091,0,4.33859981008311E-06,1,1.00229800980883,0,5.00274773007625E-06
agh,1,1,1.00654633012317,0,1,1.0065207692783,0,-2.55608448700428E-05,1,1.00651544345488,0,-3.08866682900977E-05
agj,1,1,1.00393210528097,0,1,1.00391927019623,0,-1.28350847399261E-05,1,1.00391264918115,0,-1.94560998199034E-05
agk,2,2,1.86481660583433,0,2,1.8645282028854,0,-0.00028840294893,2,1.86445116070103,0,-0.0003654451333
agl,1,1,1.03702631560328,0,1,1.03700237498363,0,-2.39406196500536E-05,1,1.03699957648945,0,-2.67391138299988E-05
agm,1,1,1.00099998406927,0,1,1.00100071068768,0,7.26618409885305E-07,1,1.00100057746188,0,5.93392609937737E-07
agn,1,1,1.03344576378592,0,1,1.03348031348536,0,3.45496994400563E-05,1,1.03347855960799,0,3.2795822070053E-05
ago,1,1,1.00368305234375,0,1,1.00368713856525,0,4.08622149983273E-06,1,1.00368720581182,0,4.15346806992289E-06
agq,1,1,1.00798961978525,0,1,1.00793782317203,0,-5.17966132200787E-05,1,1.00792472554654,0,-6.48942387100337E-05
agr,1,1,1.01278023767066,0,1,1.0050359991689,0,-0.00774423850176,1,1.00504571534959,0,-0.00773452232107
ags,1,1,1.0129588095383,0,1,1.01288048946701,0,-7.8320071289939E-05,1,1.01286218586204,0,-9.66236762600659E-05
agt,1,1,1.10667643159574,0,1,1.10669950347013,0,2.30718743898795E-05,1,1.10672539821877,0,4.89666230298891E-05
agu,1,1,1.01687287756732,0,1,1.01682981316471,0,-4.30644026099269E-05,1,1.01684901339371,0,-2.38641736098888E-05
agv,2,1,1.07834469332923,1,1,1.07831269193401,0,-3.20013952199716E-05,1,1.07831006053042,0,-3.46327988101081E-05
agw,1,1,1.00010873422575,0,1,1.00010864836193,0,-8.5863820054044E-08,1,1.00010857949775,0,-1.54727999968074E-07
agx,1,1,1.01477015859642,0,1,1.01481538343718,0,4.5224840760083E-05,1,1.01483916103831,0,6.90024418901203E-05
agy,1,1,1.22853317396349,0,1,1.22799926813283,0,-0.00053390583066,1,1.22791998415563,0,-0.00061318980786
agz,1,1,1.09030794890346,0,1,1.09035300309278,0,4.50541893199929E-05,1,1.09034989985138,0,4.19509479201441E-05
aha,1,1,1.0106228185435,0,1,1.00987005090129,0,-0.00075276764221,1,1.00914438317322,0,-0.00147843537028
ahb,1,1,1.00454590771429,0,1,1.00454337262296,0,-2.53509132996932E-06,1,1.00454492897593,0,-9.78738359913578E-07
ahg,2,1,1.03635568744647,1,1,1.03589258457528,0,-0.00046310287119,1,1.03577867784382,0,-0.00057700960265
ahh,1,1,1.02393905615578,0,1,1.0240014542617,0,6.2398105920014E-05,1,1.02401407839876,0,7.50222429799496E-05
ahi,1,1,1.01021434562299,0,1,1.01013406653017,0,-8.02790928200459E-05,1,1.01010825384782,0,-0.00010609177517
ahk,1,1,1.00001762950601,0,1,1.0000176700479,0,4.05418900673027E-08,1,1.00001767614931,0,4.6643300111171E-08
ahl,1,1,1.00134962216165,0,1,1.00135936964506,0,9.7474834099831E-06,1,1.00135861454723,0,8.99238557994231E-06
ahm,1,1,1.02463750529118,0,1,1.02431162201115,0,-0.00032588328003,1,1.02419766878715,0,-0.00043983650403
ahn,1,1,1.03739783414667,0,1,1.03700652205989,0,-0.00039131208678,1,1.03694471214355,0,-0.00045312200312
aho,3,2,1.97339762213771,1,2,1.97328939032464,0,-0.00010823181307,2,1.97332673623994,0,-7.08858977700455E-05
ahp,1,1,1.02668415079881,0,1,1.02651786842172,0,-0.00016628237709,1,1.02645149557633,0,-0.00023265522248
ahs,1,1,1.0031704780712,0,1,1.00325213470191,0,8.16566307100253E-05,1,1.00324973120555,0,7.92531343498659E-05
aht,2,3,2.67982878328105,-1,3,2.67947647234353,0,-0.00035231093752,3,2.67940757990685,0,-0.0004212033742
aia,1,1,1.00005689658652,0,1,1.00005674188147,0,-1.54705049881798E-07,1,1.00005671593499,0,-1.80651529957387E-07
aib,1,1,1.44743028358091,0,1,1.44649541713196,0,-0.00093486644895,1,1.44636283513154,0,-0.00106744844937
aic,2,1,1.25603983217601,1,1,1.25590897916584,0,-0.00013085301017,1,1.25590083949568,0,-0.00013899268033
aie,1,1,1.00553418375161,0,1,1.00553813821973,0,3.9544681198489E-06,1,1.00553526382274,0,1.08007112986641E-06
aif,1,1,1.00496005250687,0,1,1.00495415769118,0,-5.89481569002182E-06,1,1.00495376838963,0,-6.28411724012956E-06
aig,1,1,1.0021282216033,0,1,1.00213001504005,0,1.79343674999721E-06,1,1.00213252709974,0,4.30549644003797E-06
aih,1,1,1.09842268689781,0,1,1.09834547425402,0,-7.72126437900145E-05,1,1.09837223973435,0,-5.04471634599213E-05
aii,1,1,1.00180216319004,0,1,1.00180765194328,0,5.48875323991283E-06,1,1.00180738964471,0,5.22645466993765E-06
aik,1,1,1.01728853693154,0,1,1.01762095567443,0,0.00033241874289,1,1.0175797652151,0,0.00029122828356
ail,1,1,1.07024546013245,0,1,1.07028356946511,0,3.8109332660019E-05,1,1.0702845566388,0,3.90965063499227E-05
aim,1,1,1.02771339967024,0,1,1.02771487657312,0,1.47690288021529E-06,1,1.02771784837296,0,4.44870272020559E-06
ain,2,2,1.6797801692952,0,2,1.68089399280514,0,0.00111382350994,2,1.68075632899584,0,0.00097615970064
aip,2,1,1.34696578902731,1,1,1.34734347514984,0,0.00037768612253,1,1.3474665118579,0,0.00050072283059
aiq,1,1,1.00272936430335,0,1,1.00272441263583,0,-4.95166752001452E-06,1,1.00272340448694,0,-5.95981640993948E-06
air,1,1,1.08997690559273,0,1,1.09019184781939,0,0.00021494222666,1,1.09024011819315,0,0.00026321260042
aiw,1,1,1.00112195258894,0,1,1.0011182215189,0,-3.73107004003614E-06,1,1.00111745171151,0,-4.50087743009142E-06
aix,1,1,1.00525437997604,0,1,1.00524463427926,0,-9.74569678002801E-06,1,1.00524204619474,0,-1.23337813000557E-05
aja,2,1,1.02362264206282,1,1,1.02372408878845,0,0.00010144672563,1,1.02374713205929,0,0.00012448999647
ajg,1,1,1.00001761076219,0,1,1.00001770777673,0,9.70145399570299E-08,1,1.00001768247613,0,7.17139398975775E-08
aji,1,1,1.00541387796729,0,1,1.0054310254784,0,1.71475111099273E-05,1,1.00543479367385,0,2.09157065598209E-05
ajt,1,2,1.77808607084844,-1,2,1.82279820006479,0,0.04471212921635,2,1.84584568931023,0,0.06775961846179
aju,1,1,1.26045691042023,0,1,1.25870426639103,0,-0.0017526440292,1,1.25917953715865,0,-0.00127737326158
ajw,3,3,2.83593189540657,0,3,2.83567770224176,0,-0.00025419316481,3,2.83578754089952,0,-0.00014435450705
ajz,1,1,1.00209565122621,0,1,1.0020989156674,0,3.26444119003177E-06,1,1.00209949237535,0,3.84114913987155E-06
aka,1,1,1.00001052523752,0,1,1.00001292359914,0,2.39836161997076E-06,1,1.00001487718875,0,4.35195123005272E-06
akb,1,1,1.00337547598939,0,1,1.00338530934816,0,9.83335876991731E-06,1,1.0033857711392,0,1.02951498099912E-05
akc,1,1,1.03120607058006,0,1,1.03128377551597,0,7.77049359099724E-05,1,1.03130563087748,0,9.95602974198651E-05
akd,1,1,1.00601120835194,0,1,1.00593920763064,0,-7.20007212999807E-05,1,1.00592938445777,0,-8.18238941699967E-05
ake,1,1,1.14049967962096,0,1,1.16827347575161,0,0.02777379613065,1,1.18736363770651,0,0.04686395808555
akf,1,1,1.00425068807421,0,1,1.00426661471741,0,1.59266432000482E-05,1,1.00426097885699,0,1.02907827801424E-05
akg,1,1,1.03133416392452,0,1,1.03145103906551,0,0.00011687514099,1,1.03146663959504,0,0.00013247567052
akh,1,1,1.00000159899219,0,1,1.00000159893983,0,-5.23598941981618E-11,1,1.00000159828879,0,-7.03400004908872E-10
aki,1,1,1.01063489092627,0,1,1.01063367663858,0,-1.21428768995457E-06,1,1.0106328577773,0,-2.03314896984885E-06
akl,1,1,1.00073181996899,0,1,1.00073241755897,0,5.97589979944857E-07,1,1.00073221590212,0,3.95933129837545E-07
ako,2,1,1.325951167476,1,1,1.41933243759805,0,0.09338127012205,1,1.48363148023627,0,0.15768031276027
akp,1,1,1.00039288087427,0,1,1.00038959080333,0,-3.29007093990974E-06,1,1.00038929065286,0,-3.59022140994369E-06
akq,2,2,1.74764993191553,0,2,1.74708886239045,0,-0.00056106952508,2,1.74706756861307,0,-0.00058236330246
aks,1,1,1.00058793476779,0,1,1.0005947644472,0,6.82967941001422E-06,1,1.00059434618629,0,6.4114185001074E-06
akt,1,1,1.00934685064009,0,1,1.0093473435698,0,4.9292970993875E-07,1,1.0093464211478,0,-4.29492289955036E-07
aku,1,1,1.14120743337317,0,1,1.14042442321063,0,-0.00078301016254,1,1.14027175713559,0,-0.00093567623758
akv,1,1,1.07066994582925,0,1,1.07092278955665,0,0.0002528437274,1,1.07100255288632,0,0.00033260705707
akw,1,1,1.08328372376793,0,1,1.10605235043272,0,0.02276862666479,1,1.1164538744501,0,0.03317015068217
akz,1,2,2.13995249454039,-1,2,2.14051881060164,0,0.00056631606125,2,2.14050170039637,0,0.00054920585598
ala,1,1,1.00628083221197,0,1,1.00636251962054,0,8.16874085698416E-05,1,1.00634728624599,0,6.64540340198361E-05
alc,2,2,2.10126933353956,0,2,2.18561283083408,0,0.08434349729452,2,2.23634121643132,0,0.13507188289176
ald,1,1,1.04044980203074,0,1,1.04102470051356,0,0.00057489848282,1,1.04207882956166,0,0.00162902753092
ale,1,3,2.73197874703279,-2,3,2.73227579827573,0,0.00029705124294,3,2.73192353997072,0,-5.52070620702949E-05
alf,1,1,1.16136106703732,0,1,1.15997662454239,0,-0.00138444249493,1,1.15974298699634,0,-0.00161808004098
alh,2,2,1.72368299866245,0,2,1.72391492196554,0,0.00023192330309,2,1.72391648516029,0,0.00023348649784
ali,1,1,1.00139880131279,0,1,1.00139722266439,0,-1.57864840000244E-06,1,1.0013973360412,0,-1.46527158984E-06
alj,1,1,1.03054007190646,0,1,1.03055668100811,0,1.66091016500225E-05,1,1.03055739081139,0,1.73189049301747E-05
alk,1,1,1.08049691843695,0,1,1.08076651892409,0,0.00026960048714,1,1.08083459056478,0,0.00033767212783
all,1,1,1.22230908204485,0,1,1.22222090304083,0,-8.81790040199171E-05,1,1.22222888913771,0,-8.01929071398977E-05
alm,1,1,1.01443507957729,0,1,1.01441950068932,0,-1.55788879701024E-05,1,1.01442118270154,0,-1.38968757501523E-05
aln,1,1,1.00000082024398,0,1,1.00000081729288,0,-2.95110003101229E-09,1,1.00000081965546,0,-5.88520121524994E-10
alo,1,1,1.02402903286022,0,1,1.02393669914235,0,-9.23337178699857E-05,1,1.02392305148825,0,-0.00010598137197
alp,1,1,1.00804597215111,0,1,1.00804620087769,0,2.28726580120409E-07,1,1.0080464749207,0,5.02769590182695E-07
alq,1,1,1.37419352748073,0,1,1.37384486464363,0,-0.0003486628371,1,1.37380396441408,0,-0.00038956306665
alr,2,2,1.62372404099688,0,2,1.6249081522771,0,0.00118411128022,2,1.62509042046324,0,0.00136637946636
als,1,1,1.00000342433026,0,1,1.00000340443358,0,-1.98966800812883E-08,1,1.00000341419839,0,-1.01318700096442E-08
alt,1,1,1.09277184856166,0,1,1.09313210291906,0,0.0003602543574,1,1.09323672336715,0,0.00046487480549
alu,1,1,1.00000015714824,0,1,1.00000015737472,0,2.26479945908409E-10,1,1.00000015739735,0,2.49110065908553E-10
alw,1,1,1.00047198556302,0,1,1.00047062878021,0,-1.35678280988039E-06,1,1.00047041527546,0,-1.57028755998212E-06
alx,1,1,1.05977185967395,0,1,1.05970724021974,0,-6.46194542099909E-05,1,1.05970010170528,0,-7.17579686699832E-05
aly,1,1,1.00393532735417,0,1,1.00394239234166,0,7.06498748992424E-06,1,1.00394185760291,0,6.53024873997765E-06
alz,1,1,1.00028096659584,0,1,1.0002790015226,0,-1.96507324012885E-06,1,1.00027861664637,0,-2.34994947012623E-06
amb,1,1,1.2777273712261,0,1,1.27592041501975,0,-0.00180695620635,1,1.27568182210557,0,-0.00204554912053
amc,1,1,1.25874833466758,0,1,1.26005036815812,0,0.00130203349054,1,1.2588956893374,0,0.00014735466982
ame,1,1,1.01740692024578,0,1,1.03527516791488,0,0.0178682476691,1,1.05433727371731,0,0.03693035347153
amf,1,1,1.00113070940791,0,1,1.00113024268481,0,-4.66723099945554E-07,1,1.00113024012188,0,-4.69286030035931E-07
amg,2,2,2.26677638017139,0,2,2.26686678887037,0,9.04086989801378E-05,2,2.26684845624805,0,7.20760766599326E-05
amh,1,1,1.00000501330775,0,1,1.00000807820713,0,3.06489937984544E-06,1,1.00001003950853,0,5.02620078002281E-06
ami,1,1,1.01242907372228,0,1,1.01251464256621,0,8.55688439298508E-05,1,1.01253341433549,0,0.00010434061321
amj,1,1,1.06939935049419,0,1,1.06895889943786,0,-0.00044045105633,1,1.06881579397889,0,-0.0005835565153
amk,1,1,1.01609687877331,0,1,1.01613466975973,0,3.77909864199832E-05,1,1.01613713862813,0,4.0259854819924E-05
aml,1,1,1.00118510906143,0,1,1.00118600292566,0,8.93864229967178E-07,1,1.00118559081326,0,4.81751829983779E-07
amm,1,1,1.03858836387606,0,1,1.03856666331528,0,-2.17005607801024E-05,1,1.03856122689768,0,-2.71369783799713E-05
amn,1,1,1.00010441019034,0,1,1.00010457002446,0,1.59834119939362E-07,1,1.00010460921924,0,1.99028900027542E-07
amo,1,1,1.00360205910868,0,1,1.00356752312697,0,-3.45359817099933E-05,1,1.00356547789684,0,-3.65812118401365E-05
amp,1,1,1.00104671149212,0,1,1.00104733148657,0,6.19994450001826E-07,1,1.00104733454129,0,6.23049170034307E-07
amr,1,1,1.24718425405546,0,1,1.26746910891354,0,0.02028485485808,1,1.27984046703859,0,0.03265621298313
ams,1,1,1.16001041585216,0,1,1.16061475063174,0,0.00060433477958,1,1.16062284558995,0,0.00061242973779
amt,1,1,1.06596286852361,0,1,1.06595654470502,0,-6.32381858989284E-06,1,1.06596168701489,0,-1.1815087199718E-06
amu,1,1,1.05706494066661,0,1,1.05701843747599,0,-4.65031906200508E-05,1,1.05706303664731,0,-1.90401930000306E-06
amv,1,1,1.11664772479394,0,1,1.1167246585531,0,7.69337591601804E-05,1,1.11673611779355,0,8.83929996100541E-05
amw,1,1,1.17642379151247,0,1,1.17632759102225,0,-9.62004902200775E-05,1,1.17630548939007,0,-0.0001183021224
amx,1,1,1.01383820277991,0,1,1.01383687799973,0,-1.32478018000093E-06,1,1.013835646002,0,-2.5567779100566E-06
amy,2,2,1.82371678059965,0,2,1.82380964330725,0,9.28627076000055E-05,2,1.8237764689282,0,5.96883285499672E-05
ana,3,3,2.72587615073435,0,3,2.61748168456389,0,-0.10839446617046,3,2.43394173579109,0,-0.29193441494326
anb,3,3,2.90256266249816,0,3,2.9282888670286,0,0.02572620453044,3,2.94111545425529,0,0.03855279175713
anc,1,1,1.00066633222717,0,1,1.00066224801224,0,-4.08421493003353E-06,1,1.00066162258948,0,-4.70963769005905E-06
and,1,1,1.0151274227104,0,1,1.01516717895741,0,3.97562470100254E-05,1,1.01516975576186,0,4.23330514600639E-05
ane,1,1,1.00620567370742,0,1,1.00622386788958,0,1.81941821599807E-05,1,1.00622774755669,0,2.2073849269999E-05
anf,1,1,1.03700824953162,0,1,1.03678880098193,0,-0.00021944854969,1,1.03675572733741,0,-0.00025252219421
anh,1,1,1.00099662494471,0,1,1.00099619461037,0,-4.3033433994033E-07,1,1.00099620217881,0,-4.22765900065514E-07
ani,1,1,1.01077656231486,0,1,1.01084834249108,0,7.17801762200043E-05,1,1.01086507893186,0,8.85166170001561E-05
