Name	Name_stripped_no_spaces	iso639_3	iso639_3_macro	glottocode	Family_name_glottolog	Classification_ethnologue	Population_numeric_ethnologue	endangerment_status_glottolog	desc_status_glottolog	Language_status_ethnologue	level	AUTOTYP_area	Longitude	Latitude
Ngong	Ngong	nnx	NA	ngon1275	Bookkeeping	NA	NA	nearly extinct	overview	NA	language	African Savannah	13.42855	8.78874
Tunen (Retired)	Tunen_Retired	baz	NA	tune1241	Bookkeeping	NA	NA	NA	overview	NA	language	African Savannah	10.67	4.75
Subi	Subi	xsj	NA	subi1247	Bookkeeping	NA	NA	threatened	overview	NA	language	S Africa	31.3594	-2.93387
Rufiji	Rufiji	rui	NA	rufi1234	Bookkeeping	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, P, Matuumbi (P.12)	200000	not endangered	NA	6a (Vigorous).	language	S Africa	38.7133	-7.99059
Ndonde Hamba	Ndonde_Hamba	njd	NA	ndon1252	Bookkeeping	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, P, Yao (P.24)	10000	threatened	overview	6b (Threatened).	language	S Africa	38.1253	-10.5584
Buya	Buya	byy	NA	buya1245	Bookkeeping	NA	NA	NA	overview	NA	language	S Africa	26.298	-4.90828
Gbati-ri	Gbatiri	gti	NA	gbat1238	Bookkeeping	NA	NA	NA	comparative	NA	language	S Africa	28.7911	2.98585
Bubia	Bubia	bbx	NA	bubi1249	Bookkeeping	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, A, Bubi-Benga (A.31)	600	moribund	NA	6a (Vigorous).	language	African Savannah	9.22304	4.02178
Beti (Cameroon)	Beti_Cameroon	btb	NA	beti1250	Bookkeeping	NA	NA	NA	overview	NA	language	African Savannah	11.6896	3.22265
Mengisa	Mengisa	mct	NA	meng1263	Bookkeeping	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, A, Ewondo-Fang (A.71)	20000	threatened	long_grammar	6b (Threatened).	language	African Savannah	11.3947	4.5932
Yangho	Yangho	ynh	NA	yang1292	Bookkeeping	NA	NA	NA	overview	NA	language	S Africa	13.0213	-1.92218
Teke-Nzikou	TekeNzikou	nzu	NA	teke1279	Bookkeeping	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, B, Teke (B.74)	NA	threatened	NA	6b (Threatened).	language	S Africa	15.2047	-2.65261
Borna (Democratic Republic of Congo)	Borna_Democratic_Republic_of_Congo	bxx	NA	born1252	Bookkeeping	NA	NA	NA	overview	NA	language	S Africa	26.0814	1.79156
Kwak	Kwak	kwq	NA	kwak1264	Bookkeeping	NA	NA	NA	overview	NA	language	African Savannah	11.1087	6.66524
Songa	Songa	sgo	NA	song1304	Bookkeeping	NA	NA	NA	overview	NA	language	S Africa	26.016	-4.01205
Yamongeri	Yamongeri	ymg	NA	yamo1246	Bookkeeping	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, C, Bangi-Ntomba (C.36)	13000	not endangered	comparative	6a (Vigorous).	language	S Africa	22.3073	-0.24248
Foma	Foma	fom	NA	foma1238	Bookkeeping	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, C, Soko-Kele (C.56)	13000	not endangered	wordlist	6a (Vigorous).	language	S Africa	24.3202	0.88032
Bemba (Democratic Republic of Congo)	Bemba_Democratic_Republic_of_Congo	bmy	NA	bemb1258	Bookkeeping	NA	NA	NA	overview	NA	language	S Africa	28.08	-10
Nde-Gbite	NdeGbite	ned	NA	ndeg1238	Bookkeeping	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Unclassified	NA	not endangered	overview	6a (Vigorous).	language	African Savannah	10.47	7.065
Fum	Fum	fum	NA	fumm1238	Bookkeeping	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields	NA	not endangered	overview	6a (Vigorous).	language	African Savannah	11.1087	6.66524
Áncá	Anca	acb	NA	anca1236	Bookkeeping	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Unclassified	300	not endangered	overview	6a (Vigorous).	language	African Savannah	11.1087	6.66524
Odut	Odut	oda	NA	odut1238	Bookkeeping	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Kiong-Korop	20	moribund	overview	8b (Nearly extinct).	language	African Savannah	8.27253	5.20317
Ibilo	Ibilo	ibi	NA	ibil1238	Bookkeeping	NA	NA	NA	overview	NA	language	African Savannah	6.08384	7.42662
Ihievbe	Ihievbe	ihi	NA	ihie1238	Bookkeeping	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central	NA	not endangered	NA	6a (Vigorous).	language	African Savannah	6.08581	7.00917
Uokha	Uokha	uok	NA	uokh1238	Bookkeeping	NA	NA	NA	overview	NA	language	African Savannah	5.97783	7.00611
Idesa	Idesa	ids	NA	ides1238	Bookkeeping	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Northwestern, Southern	5690	not endangered	NA	6a (Vigorous).	language	African Savannah	6.2929	7.34629
Aduge	Aduge	adu	NA	adug1238	Bookkeeping	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Northwestern	1900	threatened	overview	6a (Vigorous).	language	African Savannah	6.13085	7.64567
Kakihum	Kakihum	kxe	NA	kaki1247	Bookkeeping	NA	NA	NA	overview	NA	language	African Savannah	5.58853	10.8119
Nyeng	Nyeng	nfg	NA	nyen1255	Bookkeeping	NA	NA	NA	NA	NA	language	NA	NA	NA
Shakara	Shakara	nfk	NA	shak1238	Bookkeeping	NA	NA	NA	NA	NA	language	NA	NA	NA
Kolum So Dogon	Kolum_So_Dogon	dkl	NA	kolu1247	Bookkeeping	NA	NA	NA	overview	NA	language	African Savannah	-3.8795	14.3617
Walo Kumbe Dogon	Walo_Kumbe_Dogon	dwl	NA	walo1239	Bookkeeping	NA	NA	NA	NA	NA	language	NA	NA	NA
Gey	Gey	guv	NA	geya1234	Bookkeeping	NA	NA	NA	overview	NA	language	African Savannah	13.5809	9.37513
Gengle	Gengle	geg	NA	geng1243	Bookkeeping	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Adamawa, Leko-Nimbari, Mumuye-Yandang, Mumuye	4000	not endangered	wordlist	6a (Vigorous).	language	African Savannah	11.9527	8.8956
Yendang (Retired)	Yendang_Retired	yen	NA	yend1240	Bookkeeping	NA	NA	NA	overview	NA	language	African Savannah	12.1396	9.0159
Ngombe (Central African Republic)	Ngombe_Central_African_Republic	nmj	NA	ngom1265	Bookkeeping	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Gbaya-Manza-Ngbaka, Southwest	11600	shifting	NA	6a (Vigorous).	language	African Savannah	15.2154	3.90658
Buraka	Buraka	bkg	NA	bura1269	Bookkeeping	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Ngbaka, Western, Gbanzili	3800	threatened	comparative	6a (Vigorous).	language	S Africa	20.7161	4.42283
Kpatili	Kpatili	kym	NA	kpat1244	Bookkeeping	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Zande, Zande-Nzakara	4500	shifting	NA	6a (Vigorous).	language	African Savannah	21.8594	5.17203
Syenara Senoufo	Syenara_Senoufo	shz	NA	syen1235	Bookkeeping	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Senufo, Senari	155000	not endangered	NA	6a (Vigorous). Recognized language (1982, Decree No. 159 of 19 July, Article 1).	language	African Savannah	-5.8581	10.5954
Shempire Senoufo	Shempire_Senoufo	seb	NA	shem1239	Bookkeeping	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Senufo, Suppire-Mamara	114800	not endangered	NA	6a (Vigorous).	language	African Savannah	-6.37129	10.4867
Tingal	Tingal	tie	NA	ting1253	Bookkeeping	NA	NA	NA	overview	NA	language	African Savannah	31.1244	12.1797
Forest Maninka	Forest_Maninka	myq	NA	fore1268	Bookkeeping	NA	NA	NA	overview	NA	language	African Savannah	-7.53151	9.49685
Sara Dunjo	Sara_Dunjo	koj	NA	sara1320	Bookkeeping	NA	NA	NA	overview	NA	language	African Savannah	19.9446	8.99175
Aramanik	Aramanik	aam	NA	aram1252	Bookkeeping	NA	NA	NA	overview	NA	language	S Africa	37.3491	-2.90656
Kisankasa	Kisankasa	kqh	NA	kisa1264	Bookkeeping	Nilo-Saharan, Satellite-Core, Core, Eastern Sudanic, Southern (n languages), Nilotic, Southern, Kalenjin, Nandi-Markweta, Nandi	4670	shifting	NA	7 (Shifting).	language	S Africa	35.6751	-8.5411
Mediak	Mediak	mwx	NA	medi1249	Bookkeeping	Nilo-Saharan, Satellite-Core, Core, Eastern Sudanic, Southern (n languages), Nilotic, Southern, Kalenjin, Nandi-Markweta, Nandi	5270	shifting	overview	7 (Shifting).	language	S Africa	37.8782	-8.52758
Maskoy Pidgin	Maskoy_Pidgin	mhh	NA	mask1241	Bookkeeping	NA	NA	NA	overview	NA	language	SE South America	-61.901	-22.234
Chilean Quechua	Chilean_Quechua	cqu	NA	chil1283	Bookkeeping	NA	NA	NA	overview	NA	language	Andean	-67.7604	-23.7036
Malinguat	Malinguat	sic	NA	mali1288	Bookkeeping	NA	NA	NA	NA	NA	language	NA	NA	NA
Bikaru-Bragge	BikaruBragge	bic	NA	bika1251	Bookkeeping	Sepik, Sepik Hill, Sanio	100	shifting	wordlist	8a (Moribund).	language	N Coast New Guinea	142.945	-4.86
Lang'e	Lang?e	yne	NA	lang1333	Bookkeeping	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central	2000	not endangered	NA	6a (Vigorous). Language of recognized nationality: Yi.	language	NA	NA	NA
Southwestern Nisu	Southwestern_Nisu	nsv	NA	sout3128	Bookkeeping	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	15000	threatened	overview	6b (Threatened). Language of recognized nationality: Yi.	language	Southeast Asia	101.412	23.058
Lambichhong	Lambichhong	lmh	NA	lamb1277	Bookkeeping	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern	1500	moribund	NA	7 (Shifting). Language of recognized indigenous nationality: Rai.	language	Indic	87.2168	27.0543
Lumba-Yakkha	LumbaYakkha	luu	NA	lumb1250	Bookkeeping	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern	1200	threatened	NA	6b (Threatened).	language	Indic	87.3146	27.232
Pongyong	Pongyong	pgy	NA	pong1252	Bookkeeping	NA	NA	NA	overview	NA	language	Indic	88.0925	26.8613
Phangduwali	Phangduwali	phw	NA	phan1256	Bookkeeping	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern	290	shifting	NA	7 (Shifting). Language of recognized indigenous nationality: Rai.	language	Indic	87.35371	27.15945
Yamphe	Yamphe	yma	NA	yamp1243	Bookkeeping	NA	NA	NA	overview	NA	language	Indic	87.1309	27.6069
Lingkhim	Lingkhim	lii	NA	ling1268	Bookkeeping	NA	NA	NA	overview	NA	language	Indic	87.9992	26.992
Northwestern Tamang	Northwestern_Tamang	tmk	NA	nort3144	Bookkeeping	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, West Bodish, Gurung-Tamang, Tamang	67200	not endangered	NA	6a (Vigorous). Language of recognized indigenous nationality: Tamang.	language	Indic	85.1648	27.9087
Southwestern Tamang	Southwestern_Tamang	tsf	NA	sout2718	Bookkeeping	NA	NA	NA	overview	NA	language	Indic	84.9036	27.5722
Panang	Panang	pcr	NA	pana1292	Bookkeeping	NA	NA	NA	overview	NA	language	Indic	86.8317	30.7272
Nupbikha	Nupbikha	npb	NA	nupb1238	Bookkeeping	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, East Bodish, Bumthang	NA	threatened	comparative	6a (Vigorous).	language	Indic	90.534	27.4301
Adap	Adap	adp	NA	adap1234	Bookkeeping	NA	NA	NA	overview	NA	language	Indic	90.3369	27.141
Thudam	Thudam	thw	NA	thud1238	Bookkeeping	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Unclassified	1800	not endangered	NA	6a (Vigorous). Language of recognized indigenous nationality: Thudam.	language	Indic	87.6189	27.7678
Tawang Monpa	Tawang_Monpa	twm	NA	tawa1289	Bookkeeping	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, East Bodish	9900	shifting	comparative	6a (Vigorous).	language	Indic	92.1838	27.7686
Takpa (Retired)	Takpa_Retired	tkk	NA	takp1246	Bookkeeping	NA	NA	NA	overview	NA	language	Indic	88.4254	28.1652
Lahta Karen	Lahta_Karen	kvt	NA	laht1236	Bookkeeping	Sino-Tibetan, Tibeto-Burman, Karenic, Northern	9550	not endangered	NA	6a (Vigorous).	language	Southeast Asia	97.3791	20.1797
Purum (Retired)	Purum_Retired	puz	NA	puru1262	Bookkeeping	NA	NA	NA	overview	NA	language	Southeast Asia	93.982	24.662
Yos	Yos	yos	NA	yosa1234	Bookkeeping	NA	NA	NA	overview	NA	language	Southeast Asia	95.7566	25.4364
Khumi Awa Chin	Khumi_Awa_Chin	cka	NA	khum1250	Bookkeeping	NA	NA	NA	overview	NA	language	Indic	93.3656	20.5226
Welaung	Welaung	weu	NA	wela1234	Bookkeeping	Sino-Tibetan, Tibeto-Burman, Kuki-Chin, Peripheral, Southern	5000	not endangered	overview	6a (Vigorous).	language	Indic	98.3197	27.0457
Puimei Naga	Puimei_Naga	npu	NA	puim1234	Bookkeeping	Sino-Tibetan, Tibeto-Burman, Unclassified	3000	not endangered	ethnographic	6a (Vigorous).	language	Southeast Asia	93.7344	25.2973
Inpui Naga	Inpui_Naga	nkf	NA	inpu1234	Bookkeeping	Sino-Tibetan, Tibeto-Burman, Unclassified	29200	not endangered	wordlist	6a (Vigorous).	language	Southeast Asia	93.8096	24.8761
Chaungtha	Chaungtha	ccq	NA	chau1262	Bookkeeping	NA	NA	NA	overview	NA	language	Southeast Asia	96.2457	20.0653
Yangbye	Yangbye	ybd	NA	yang1301	Bookkeeping	NA	NA	NA	overview	NA	language	Southeast Asia	94.2543	18.524
Southern Lolopo	Southern_Lolopo	ysp	NA	sout3129	Bookkeeping	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central	190000	threatened	overview	6b (Threatened). Language of recognized nationality: Yi.	language	Southeast Asia	100.89	23.847
Sansu	Sansu	sca	NA	sans1276	Bookkeeping	NA	NA	NA	overview	NA	language	Southeast Asia	100.099	21.6402
Mahei	Mahei	mja	NA	mahe1238	Bookkeeping	NA	NA	NA	wordlist	NA	language	Southeast Asia	100.017	21.6558
Lui	Lui	lba	NA	luia1234	Bookkeeping	Sino-Tibetan, Tibeto-Burman, Unclassified	0	extinct	overview	10 (Extinct).	language	Southeast Asia	99.6619	21.3635
Laopang	Laopang	lbg	NA	laop1234	Bookkeeping	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Unclassified	9550	not endangered	NA	6a (Vigorous).	language	Southeast Asia	100.079	20.7809
Lopi	Lopi	lov	NA	lopi1243	Bookkeeping	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern	NA	not endangered	NA	6a (Vigorous). Language of recognized nationality: Hani.	language	Southeast Asia	97.0833	25.0833
Palu	Palu	pbz	NA	palu1254	Bookkeeping	NA	NA	NA	overview	NA	language	Southeast Asia	97.1666	18.5
Pao	Pao	ppa	NA	paoo1245	Bookkeeping	NA	NA	NA	overview	NA	language	Indic	80.9619	24.0622
Naxi (Retired)	Naxi_Retired	nbf	NA	naxi1246	Bookkeeping	NA	NA	NA	specific_feature	NA	language	Southeast Asia	100.18172	27.45988
Dafla	Dafla	dap	NA	nisi1239	Bookkeeping	NA	NA	NA	overview	NA	language	Indic	93.1284	27.3708
Lama (Myanmar)	Lama_Myanmar	lay	NA	lama1289	Bookkeeping	Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Bai	60000	not endangered	overview	6a (Vigorous). Language of recognized nationality: Bai.	language	Indic	98.4694	27.6237
Norra	Norra	nrr	NA	norr1243	Bookkeeping	Tai-Kadai	0	extinct	overview	10 (Extinct).	language	Indic	98.4502	27.5088
Ayi (China)	Ayi_China	ayx	NA	ayic1234	Bookkeeping	NA	NA	NA	overview	NA	language	Indic	98.8684	27.1213
Bhatola	Bhatola	btl	NA	bhat1237	Bookkeeping	NA	NA	NA	overview	NA	language	Indic	80.842	22.7174
Chipiajes	Chipiajes	cbe	NA	chip1236	Bookkeeping	NA	NA	NA	overview	NA	language	NE South America	-71.1667	3.08332
Cagua	Cagua	cbh	NA	cagu1236	Bookkeeping	NA	NA	NA	overview	NA	language	NE South America	-74	3.99999
Coxima	Coxima	kox	NA	coxi1236	Bookkeeping	NA	NA	NA	overview	NA	language	NE South America	-72.0833	6.08332
Gelao	Gelao	gio	NA	gela1261	Bookkeeping	NA	NA	NA	overview	NA	language	Southeast Asia	106.235	26.1545
Tai Pao (Retired)	Tai_Pao_Retired	thc	NA	taih1245	Bookkeeping	NA	NA	NA	phonology	NA	language	Southeast Asia	104.225	19.1282
Thu Lao	Thu_Lao	tyl	NA	thul1247	Bookkeeping	Tai-Kadai, Kam-Tai, Tai, Southwestern	200	shifting	NA	6b (Threatened).	language	Southeast Asia	104.251	22.7528
Pu Ko	Pu_Ko	puk	NA	puko1234	Bookkeeping	NA	NA	NA	overview	NA	language	Southeast Asia	101.731	20.2551
Rien	Rien	rie	NA	rien1238	Bookkeeping	NA	NA	NA	overview	NA	language	Southeast Asia	102.591	19.5084
Kang	Kang	kyp	NA	kang1282	Bookkeeping	Tai-Kadai, Kam-Tai, Kam-Sui	81700	not endangered	overview	6a (Vigorous).	language	Southeast Asia	100.671	22.4373
Gabutamon	Gabutamon	gav	NA	gabu1248	Bookkeeping	NA	NA	NA	overview	NA	language	N Coast New Guinea	146.621	-5.8075
Foia Foia	Foia_Foia	ffi	NA	foia1236	Bookkeeping	Trans-New Guinea, Inland Gulf, Minanibai	180	not endangered	NA	6a (Vigorous).	language	NA	NA	NA
Kosena	Kosena	kze	NA	kose1239	Bookkeeping	Trans-New Guinea, Kainantu-Goroka, Kainantu, Gadsup-Auyana-Awa	2000	not endangered	grammar_sketch	5 (Developing).	language	Interior New Guinea	145.66	-6.46414
Ontenu	Ontenu	ont	NA	onte1239	Bookkeeping	Trans-New Guinea, Kainantu-Goroka, Kainantu, Gadsup-Auyana-Awa	3000	not endangered	overview	6a (Vigorous).	language	Interior New Guinea	145.765	-6.45912
Omati	Omati	mgx	NA	omat1240	Bookkeeping	NA	NA	NA	overview	NA	language	S New Guinea	144.005	-7.39808
Adabe	Adabe	adb	NA	adab1235	Bookkeeping	Trans-New Guinea, West, Timor-Alor-Pantar, Timor	5000	not endangered	specific_feature	6a (Vigorous).	language	Oceania	125.576	-8.22674
Pokangá	Pokanga	pok	NA	poka1242	Bookkeeping	Tucanoan, Eastern Tucanoan, Bará-Tuyuka	100	moribund	NA	7 (Shifting).	language	NE South America	-69.5607	0.35794
Tetete	Tetete	teb	NA	tete1252	Bookkeeping	Tucanoan, Western Tucanoan	0	extinct	NA	10 (Extinct).	language	NE South America	-76.5761	-0.02668
Karipuna do Amapa	Karipuna_do_Amapa	kgm	NA	kari1309	Bookkeeping	Tupian, Tupí-Guaraní, Kawahib	0	extinct	NA	10 (Extinct).	language	NE South America	-52.42	-2.92
Nootka	Nootka	noo	NA	noot1239	Bookkeeping	NA	NA	NA	overview	NA	language	Alaska-Oregon	-126.086	49.6212
Laba	Laba	lau	NA	laba1241	Bookkeeping	West Papuan, North Halmahera, Galela-Loloda	2000	threatened	dialectology	6a (Vigorous).	language	Oceania	127.583	1.66675
Yugh (Retired)	Yugh_Retired	yuu	NA	yugh1240	Bookkeeping	NA	NA	NA	overview	NA	language	Inner Asia	89.74791	60.87784
Maramba	Maramba	myd	NA	mara1407	Bookkeeping	Yuat	840	not endangered	overview	6a (Vigorous).	language	N Coast New Guinea	143.735	-4.23908
Babalia Creole Arabic	Babalia_Creole_Arabic	bbz	ara	baba1273	Bookkeeping	Creole, Arabic based	3940	shifting	phonology	8b (Nearly extinct).	language	African Savannah	16.6925	12.7617
Chuanqiandian Cluster Miao	Chuanqiandian_Cluster_Miao	cqd	hmn	chua1256	Bookkeeping	Hmong-Mien, Hmongic, Chuanqiandian	1400000	not endangered	overview	5 (Developing). Language of recognized nationality: Miao.	language	Southeast Asia	101.95	22.5638
Tsotsitaal	Tsotsitaal	fly	NA	tsot1242	Speech Register	Creole, Afrikaans based	0	extinct	dictionary	9 (Dormant).	language	S Africa	27.4955	-25.8633
Ngatik Men's Creole	Ngatik_Men?s_Creole	ngm	NA	ngat1248	Speech Register	Creole, English based, Pacific	700	threatened	minimal	6b (Threatened).	language	Oceania	157.156112	5.78748
La'bi	La?bi	lbi	NA	labi1244	Speech Register	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Adamawa, La’bi	4400	extinct	specific_feature	9 (Second language only).	language	African Savannah	15.2895	7.85817
Daza	Daza	dzd	NA	daza1244	Unattested	NA	NA	NA	overview	NA	language	African Savannah	10.48652	10.11845
Lumbee	Lumbee	lmz	NA	lumb1237	Unattested	Algic, Algonquian, Unclassified	0	extinct	socling	9 (Dormant).	language	E North America	-78.4531	35.6171
Sentinel	Sentinel	std	NA	sent1241	Unattested	Andamanese, South Andamanese	150	threatened	overview	6b (Threatened).	language	Southeast Asia	92.2534	11.553
Giyug	Giyug	giy	NA	giyu1238	Unattested	Australian, Daly, Bringen-Wagaydy, Wagaydy	0	nearly extinct	NA	10 (Extinct).	language	N Australia	130.092	-13.2001
Wik-Keyangan	WikKeyangan	wif	NA	wikk1239	Unattested	Australian, Pama-Nyungan, Paman, Middle Pama	0	nearly extinct	comparative	10 (Extinct).	language	N Australia	142.005	-14.2649
Ngurmbur	Ngurmbur	nrx	NA	ngur1260	Unattested	Australian, Umbugarla-Ngumbur	0	nearly extinct	NA	10 (Extinct).	language	N Australia	132.508	-12.6483
Manangkari	Manangkari	znk	NA	mana1248	Unattested	Australian, Yiwaidjan, Yiwaidjic	0	extinct	overview	10 (Extinct).	language	N Australia	132.352	-11.361
Agariya	Agariya	agi	NA	agar1251	Unattested	Austro-Asiatic, Munda, North Munda, Kherwari	72000	not endangered	ethnographic	6a (Vigorous).	language	Indic	82.297	24.5024
Palumata	Palumata	pmc	NA	palu1237	Unattested	NA	NA	NA	comparative	NA	language	Oceania	128.762	-3.024
Moksela	Moksela	vms	NA	moks1249	Unattested	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Maluku, Buru	0	extinct	NA	10 (Extinct).	language	Oceania	128.654	-3.098
Pankararé	Pankarare	pax	NA	pank1235	Unattested	Unclassified	0	extinct	overview	9 (Dormant).	language	NE South America	-39.6667	-9.08332
Papavô	Papavo	ppv	NA	papa1263	Unattested	NA	NA	NA	overview	NA	language	NE South America	-72	-9.5
Rer Bare	Rer_Bare	rer	NA	rerb1235	Unattested	Unclassified	0	extinct	NA	10 (Extinct).	language	Greater Abyssinia	41.7065	4.11661
Truká	Truka	tka	NA	truk1242	Unattested	Unclassified	0	extinct	overview	9 (Dormant).	language	NE South America	-39	-8.49999
Tremembé	Tremembe	tme	NA	trem1235	Unattested	Unclassified	0	extinct	overview	9 (Dormant).	language	NE South America	-40.204	-3.09359
Wakoná	Wakona	waf	NA	wako1235	Unattested	Unclassified	0	extinct	NA	9 (Dormant).	language	NE South America	-36.5	-9.91666
Mawa (Nigeria)	Mawa_Nigeria	wma	NA	mawa1236	Unattested	Unclassified	0	extinct	overview	10 (Extinct).	language	African Savannah	9.72407	10.8527
Weyto	Weyto	woy	NA	weyt1237	Unattested	Unclassified	0	extinct	minimal	9 (Dormant).	language	Greater Abyssinia	35.63369	11.94153
Wasu	Wasu	wsu	NA	wasu1238	Unattested	Unclassified	0	extinct	overview	9 (Dormant).	language	NE South America	-36.8333	-9.74999
Himarimã	Himarima	hir	NA	hima1247	Unattested	Unclassified	40	not endangered	overview	6b (Threatened).	language	NE South America	-64.70047	-6.25217
Katabaga	Katabaga	ktq	NA	kata1268	Unattested	Austronesian, Malayo-Polynesian, Unclassified	0	extinct	overview	10 (Extinct).	language	Oceania	121.544	17.9509
Karahawyana	Karahawyana	xkh	NA	kara1475	Unattested	NA	NA	NA	comparative	NA	language	NE South America	-57.8716	-1.29991
Sorsogon Ayta	Sorsogon_Ayta	ays	NA	sors1239	Unattested	Austronesian, Malayo-Polynesian, Greater Central Philippine, Central Philippine	15	moribund	overview	8b (Nearly extinct).	language	Oceania	124.165	13.0426
Tayabas Ayta near Lucena City in Western Quezon	Tayabas_Ayta_near_Lucena_City_in_Western_Quezon	ayy	NA	taya1256	Unattested	Austronesian, Malayo-Polynesian, Greater Central Philippine, Central Philippine	0	extinct	comparative	10 (Extinct).	language	Oceania	121.293	16.3171
Villa Viciosa Agta	Villa_Viciosa_Agta	dyg	NA	vill1242	Unattested	Austronesian, Malayo-Polynesian	0	extinct	socling	10 (Extinct).	language	Oceania	120.638	17.471
Barbacoas	Barbacoas	bpb	NA	barb1242	Unattested	Barbacoan, Northern	0	extinct	NA	10 (Extinct).	language	Andean	-78.4834	1.5206
Arma	Arma	aoh	NA	arma1244	Unattested	Paezan, Coconuco	0	extinct	ethnographic	10 (Extinct).	language	Andean	-76	2.03332
Runa	Runa	rna	NA	runa1235	Unattested	NA	NA	NA	overview	NA	language	Andean	-76.5	2.74999
Nagarchal	Nagarchal	nbg	NA	naga1399	Unattested	Dravidian, South-Central, Gondi-Kui, Gondi	0	extinct	socling	10 (Extinct).	language	Indic	75.8519	25.5399
Pardhan	Pardhan	pch	NA	pard1245	Unattested	Dravidian, South-Central, Gondi-Kui, Gondi	135000	threatened	comparative	6b (Threatened).	language	Indic	79.7773	22.1666
Badeshi	Badeshi	bdz	NA	bade1240	Unattested	Indo-European, Indo-Iranian, Unclassified	0	extinct	socling	9 (Dormant).	language	Indic	72.6823	35.2655
Yalakalore	Yalakalore	xyl	NA	yala1242	Unattested	NA	NA	NA	overview	NA	language	NE South America	-59.9925	-13.2396
Nshi	Nshi	nsc	NA	nshi1235	Unattested	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Unclassified	NA	not endangered	overview	6a (Vigorous).	language	African Savannah	10.58	7.22
Dungu	Dungu	dbv	NA	dung1254	Unattested	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Eastern, Northern Jos, Kauru	1100	shifting	socling	6a (Vigorous).	language	African Savannah	8.19543	10.5043
Kaivi	Kaivi	kce	NA	kaiv1238	Unattested	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Eastern, Northern Jos, Kauru	2320	shifting	overview	6a (Vigorous).	language	African Savannah	8.10795	10.4328
Vono	Vono	kch	NA	vono1238	Unattested	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Eastern, Northern Jos, Kauru	500	threatened	socling	6a (Vigorous).	language	African Savannah	8.20774	10.4357
