Name	Name_stripped_no_spaces	iso639_3	iso639_3_macro	glottocode	Family_name_glottolog	Classification_ethnologue	Population_numeric_ethnologue	endangerment_status_glottolog	desc_status_glottolog	Language_status_ethnologue	level	AUTOTYP_area	Longitude	Latitude
Kriang-Khlor	KriangKhlor	ngt	NA	ngeq1245	Austroasiatic	Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Katuic, East Katuic, Ngeq-Nkriang	12900	shifting	grammar_sketch	6a (Vigorous).	language	Southeast Asia	106.877	15.6211
Eastern Bru	Eastern_Bru	bru	NA	east2332	Austroasiatic	Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Katuic, West Katuic, Bru	82300	threatened	grammar_sketch	5 (Developing).	language	Southeast Asia	105.671	17.1311
Western Bru	Western_Bru	brv	NA	west2397	Austroasiatic	Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Katuic, West Katuic, Bru	20000	threatened	grammar_sketch	6a (Vigorous).	language	Southeast Asia	104.754	16.4906
Sô	So	sss	NA	sooo1254	Austroasiatic	Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Katuic, West Katuic, Bru	188000	not endangered	grammar	6a (Vigorous).	language	Southeast Asia	105.001	16.9081
Khua	Khua	xhv	NA	khua1243	Bookkeeping	Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Katuic, West Katuic, Bru	5000	not endangered	overview	6a (Vigorous). Language of recognized ethnic group: Bru Van Kieu.	language	Southeast Asia	106.021	17.402
Kuy	Kuy	kdt	NA	kuyy1240	Austroasiatic	Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Katuic, West Katuic, Kuay	452800	moribund	long_grammar	6b (Threatened).	language	Southeast Asia	104.911	14.6698
Nyeu	Nyeu	nyl	NA	nyeu1238	Austroasiatic	Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Katuic, West Katuic, Kuay	200	shifting	phonology	6b (Threatened).	language	Southeast Asia	104.33	14.8817
Central Khmer	Central_Khmer	khm	NA	cent1989	Austroasiatic	Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Khmer	16390040	not endangered	long_grammar	1 (National). Statutory national language (1993, Constitution, Article 5).	language	Southeast Asia	105.015	12.0515
Northern Khmer	Northern_Khmer	kxm	NA	nort2684	Austroasiatic	Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Khmer	1400000	not endangered	long_grammar	5 (Developing).	language	Southeast Asia	103.863	14.4674
Pear	Pear	pcb	NA	pear1247	Austroasiatic	Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Pearic, Eastern	1670	moribund	wordlist	8a (Moribund).	language	Southeast Asia	105.028	13.593
Chong of Chanthaburi	Chong_of_Chanthaburi	cog	NA	chon1284	Austroasiatic	Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Pearic, Western, Chong	500	moribund	long_grammar	8a (Moribund).	language	Southeast Asia	102.514	12.5218
Sa'och	Sa?och	scq	NA	saoc1239	Austroasiatic	Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Pearic, Western, Chong	10	shifting	phonology	8b (Nearly extinct).	language	Southeast Asia	103.835	10.8739
Somray of Battambang-Somre of Siem Reap	Somray_of_BattambangSomre_of_Siem_Reap	smu	NA	somr1240	Austroasiatic	Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Pearic, Western, Samre	4100	nearly extinct	phonology	8a (Moribund).	language	Southeast Asia	103.139	12.243
Samre of Siem Reap	Samre_of_Siem_Reap	sxm	NA	samr1245	Bookkeeping	Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Pearic, Western, Samre	0	nearly extinct	grammar	9 (Dormant).	language	Southeast Asia	103.978	13.479
Suoy	Suoy	syo	NA	suoy1242	Austroasiatic	Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Pearic, Western, Suoy	860	shifting	wordlist	7 (Shifting).	language	Southeast Asia	104.136	11.936
Mon	Mon	mnw	NA	monn1252	Austroasiatic	Austro-Asiatic, Mon-Khmer, Monic	851000	threatened	long_grammar	5 (Developing).	language	Southeast Asia	98.122465	15.49394
Car Nicobarese	Car_Nicobarese	caq	NA	carn1240	Austroasiatic	Austro-Asiatic, Mon-Khmer, Nicobar, Car	37000	threatened	grammar	3 (Wider communication). Lingua franca for Nicobar Islands.	language	Southeast Asia	92.7671	9.18853
Chaura	Chaura	crv	NA	chau1258	Austroasiatic	Austro-Asiatic, Mon-Khmer, Nicobar, Chowra-Teressa	5910	shifting	wordlist	6a (Vigorous).	language	Southeast Asia	93.0331	8.45745
Teressa	Teressa	tef	NA	tere1272	Austroasiatic	Austro-Asiatic, Mon-Khmer, Nicobar, Chowra-Teressa	2080	shifting	wordlist	6a (Vigorous).	language	Southeast Asia	93.1297	8.23716
Southern Nicobarese	Southern_Nicobarese	nik	NA	sout2689	Austroasiatic	Austro-Asiatic, Mon-Khmer, Nicobar, Great Nicobar	7500	shifting	wordlist	6a (Vigorous).	language	Southeast Asia	93.8042	6.82744
Central Nicobarese	Central_Nicobarese	ncb	NA	cent1990	Austroasiatic	Austro-Asiatic, Mon-Khmer, Nicobar, Nancowry	10100	threatened	grammar	5 (Developing).	language	Southeast Asia	93.3921	7.94812
Shom Peng	Shom_Peng	sii	NA	shom1245	Shom Peng	Austro-Asiatic, Mon-Khmer, Nicobar, Shom Peng	400	shifting	wordlist	6a (Vigorous).	language	Southeast Asia	93.8064	7.02099
War-Jaintia	WarJaintia	aml	NA	warj1242	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Khasian	41900	not endangered	grammar	6a (Vigorous).	language	Indic	91.6266	25.1154
Khasi	Khasi	kha	NA	khas1269	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Khasian	843000	threatened	long_grammar	2 (Provincial). Statutory provincial language in Meghalaya State (1950, Constitution, Articles 345–347 inclusive), unscheduled language.	language	Indic	91.9998	24.977
India Lyngam	India_Lyngam	lyg	NA	lyng1241	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Khasian	6000	threatened	phonology	6a (Vigorous).	language	Indic	91.05	25.35
Pnar	Pnar	pbv	NA	pnar1238	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Khasian	247000	not endangered	long_grammar	6a (Vigorous).	language	Indic	92.2628	24.8237
Bit	Bit	bgk	NA	bitt1240	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Eastern Palaungic, Bit-Khang	2160	moribund	grammar	6a (Vigorous).	language	Southeast Asia	101.916	21.3474
Khao	Khao	xao	NA	khao1244	Bookkeeping	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Khmuic, Khao	10000	not endangered	NA	6a (Vigorous). Language of recognized ethnic group: Xinh Mun. population 23,278 (2009 census).	language	Southeast Asia	103.467	21.4543
Khuen	Khuen	khf	NA	khue1238	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Khmuic, Mal-Khmu’, Khmu’	9000	not endangered	wordlist	6a (Vigorous).	language	Southeast Asia	101.327	21.0793
Khmu	Khmu	kjg	NA	khmu1256	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Khmuic, Mal-Khmu’, Khmu’	797500	not endangered	long_grammar	5 (Developing).	language	Southeast Asia	101.671	20.2463
O'du	O?du	tyh	NA	oduu1239	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Khmuic, Mal-Khmu’, Khmu’	950	moribund	wordlist	7 (Shifting). Language of recognized ethnic group: O Du.	language	Southeast Asia	104.106	19.3497
Mal	Mal	mlf	NA	mall1246	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Khmuic, Mal-Khmu’, Mal-Prai	26700	not endangered	phonology	5 (Developing).	language	Southeast Asia	101.204	19.273
Lua'	Lua?	prb	NA	luaa1235	Bookkeeping	NA	NA	NA	grammar	NA	language	Southeast Asia	101.217	19.1198
Pray 3	Pray_3	pry	NA	pray1239	Bookkeeping	NA	NA	NA	comparative	NA	language	Southeast Asia	101.021	19.4306
Prai	Prai	prt	NA	phai1238	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Khmuic, Mal-Khmu’, Mal-Prai	41900	shifting	grammar	6a (Vigorous).	language	Southeast Asia	101.218	19.0383
Mlabri	Mlabri	mra	NA	mlab1235	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Khmuic, Mlabri	154	shifting	long_grammar	6a (Vigorous).	language	Southeast Asia	101.163	18.5533
Kháng	Khang	kjm	NA	khan1274	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Eastern Palaungic, Bit-Khang	13800	shifting	grammar	8a (Moribund). Language of recognized ethnic group: Khang.	language	Southeast Asia	103.736	21.6624
Phong-Kniang	PhongKniang	pnx	NA	phon1246	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Khmuic, Xinh Mul	1000	shifting	grammar_sketch	6a (Vigorous).	language	Southeast Asia	104.088	19.9622
Ksingmul	Ksingmul	puo	NA	puoc1238	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Khmuic, Xinh Mul	26570	not endangered	long_grammar	6a (Vigorous). Language of recognized ethnic group: Xinh Mun.	language	Southeast Asia	103.931	20.8862
Mang	Mang	zng	NA	mang1378	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Mang	3165	moribund	long_grammar	6b (Threatened). Language of recognized ethnic group: Mang.	language	Southeast Asia	102.133	21.4305
Ximeng-Menglian Awa	XimengMenglian_Awa	vwa	NA	awac1238	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Eastern Palaungic, Waic, Wa	98000	threatened	specific_feature	6b (Threatened). Language of recognized nationality: Wa.	language	Southeast Asia	99.4833	22.75
Hu	Hu	huo	NA	huuu1240	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Eastern Palaungic, Angkuic	1000	shifting	grammar_sketch	6b (Threatened).	language	Southeast Asia	100.881	22.0163
Kon Keu	Kon_Keu	kkn	NA	konk1268	Bookkeeping	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Eastern Palaungic, Angkuic	6300	threatened	NA	6a (Vigorous). Language of recognized nationality: Blang.	language	Southeast Asia	100.278	21.6369
Man Met	Man_Met	mml	NA	manm1238	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Eastern Palaungic, Angkuic	900	shifting	grammar	6a (Vigorous).	language	Southeast Asia	100.842	22.0743
Mok	Mok	mqt	NA	mokk1243	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Eastern Palaungic, Angkuic	7	nearly extinct	wordlist	8b (Nearly extinct).	language	Southeast Asia	99.5821	18.9117
Samtao	Samtao	stu	NA	samt1238	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Eastern Palaungic, Angkuic	13180	not endangered	phonology	6a (Vigorous).	language	Southeast Asia	99.2576	22.0185
Muak	Muak	tlq	NA	tail1246	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Eastern Palaungic, Angkuic	4960	threatened	phonology	5 (Developing).	language	Southeast Asia	100.985	21.4293
U	U	uuu	NA	uuuu1243	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Eastern Palaungic, Angkuic	40000	shifting	grammar_sketch	7 (Shifting). Language of recognized nationality: Blang.	language	Southeast Asia	101.772	22.6767
Kiorr	Kiorr	xko	NA	kior1239	Bookkeeping	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Eastern Palaungic, Angkuic	2360	threatened	overview	6a (Vigorous).	language	Southeast Asia	101.211	21.0684
Con	Con	cno	NA	cona1234	Bookkeeping	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Eastern Palaungic, Lametic	1000	threatened	NA	6a (Vigorous).	language	Southeast Asia	100.904	20.6442
Lamet	Lamet	lbn	NA	lame1256	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Eastern Palaungic, Lametic	22332	not endangered	phonology	6a (Vigorous).	language	Southeast Asia	100.268	19.8829
Blang	Blang	blr	NA	blan1242	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Eastern Palaungic, Waic, Bulang	55200	not endangered	grammar_sketch	6a (Vigorous). Language of recognized nationality: Blang.	language	Southeast Asia	99.7405	22.0092
Western Lawa	Western_Lawa	lcp	NA	west2396	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Eastern Palaungic, Waic, Lawa	8000	threatened	grammar_sketch	5 (Developing).	language	Southeast Asia	99.2057	19.8678
Eastern Lawa	Eastern_Lawa	lwl	NA	east2330	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Eastern Palaungic, Waic, Lawa	7000	extinct	grammar	6a (Vigorous).	language	Southeast Asia	98.7613	19.0136
South Wa	South_Wa	prk	NA	para1301	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Eastern Palaungic, Waic, Wa	805700	moribund	grammar	2 (Provincial). De facto provincial language in Shan State.	language	Southeast Asia	99.375	22.8658
Zhenkang Wa	Zhenkang_Wa	wbm	NA	nucl1290	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Eastern Palaungic, Waic, Wa	40700	not endangered	grammar_sketch	5 (Developing). Language of recognized nationality: Wa.	language	Southeast Asia	99.108	23.1024
Danau	Danau	dnu	NA	dana1252	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Western Palaungic, Danau	1000	shifting	grammar_sketch	6b (Threatened).	language	Southeast Asia	96.998	20.4957
Ruching Palaung	Ruching_Palaung	pce	NA	ruch1235	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Western Palaungic, Palaung	272000	moribund	grammar_sketch	5 (Developing).	language	Southeast Asia	98.0915	21.6176
Shwe Palaung	Shwe_Palaung	pll	NA	shwe1236	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Western Palaungic, Palaung	150000	not endangered	grammar	5 (Developing).	language	Southeast Asia	97.7972	23.6729
Rumai Palaung	Rumai_Palaung	rbb	NA	ruma1248	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Western Palaungic, Palaung	140600	moribund	grammar_sketch	5 (Developing).	language	Southeast Asia	97.3172	23.6404
Riang (Myanmar)	Riang_Myanmar	ril	NA	rian1261	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Western Palaungic, Riang	15500	threatened	dictionary	6b (Threatened).	language	Southeast Asia	98.8333	24.0521
Yinchia	Yinchia	yin	NA	yinc1238	Austroasiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Western Palaungic, Riang	12000	moribund	grammar_sketch	6b (Threatened).	language	Southeast Asia	97.9166	20.0833
Bugan	Bugan	bbh	NA	buga1247	Austroasiatic	Austro-Asiatic, Mon-Khmer, Palyu	2700	threatened	long_grammar	6a (Vigorous). Language of recognized nationality: Yi.	language	Southeast Asia	104.963	23.6124
Bolyu	Bolyu	ply	NA	boly1239	Austroasiatic	Austro-Asiatic, Mon-Khmer, Palyu	500	moribund	long_grammar	8a (Moribund). Language of recognized nationality: Gelao.	language	Southeast Asia	104.955	24.7013
Nyahkur	Nyahkur	cbn	NA	nyah1250	Austroasiatic	Austro-Asiatic, Mon-Khmer, Southern Monic	1500	shifting	long_grammar	7 (Shifting).	language	Southeast Asia	101.515	15.8909
Kemiehua	Kemiehua	kfj	NA	kemi1240	Bookkeeping	Austro-Asiatic, Mon-Khmer, Unclassified	1000	threatened	NA	6a (Vigorous).	language	Southeast Asia	101.144	22.0603
Kuanhua	Kuanhua	xnh	NA	kuan1250	Bookkeeping	Austro-Asiatic, Mon-Khmer, Unclassified	1000	shifting	NA	6a (Vigorous).	language	Southeast Asia	101.158	21.9802
Arem	Arem	aem	NA	arem1240	Austroasiatic	Austro-Asiatic, Mon-Khmer, Viet-Muong, Chut	270	nearly extinct	phonology	8b (Nearly extinct). Language of recognized ethnic group: Chut.	language	Southeast Asia	105.928	17.7672
Maleng	Maleng	pkt	NA	male1282	Austroasiatic	Austro-Asiatic, Mon-Khmer, Viet-Muong, Chut	700	shifting	comparative	6b (Threatened).	language	Southeast Asia	105.52746	17.913525
Chut	Chut	scb	NA	chut1247	Austroasiatic	Austro-Asiatic, Mon-Khmer, Viet-Muong, Chut	1250	shifting	grammar_sketch	7 (Shifting). Language of recognized ethnic group: Chut.	language	Southeast Asia	105.773	17.6819
Hung	Hung	hnu	NA	hung1275	Austroasiatic	Austro-Asiatic, Mon-Khmer, Viet-Muong, Cuoi	2700	shifting	grammar_sketch	7 (Shifting).	language	Southeast Asia	104.772	18.7849
Tho	Tho	tou	NA	thoo1240	Austroasiatic	Austro-Asiatic, Mon-Khmer, Viet-Muong, Cuoi	68400	not endangered	dictionary	6a (Vigorous). Language of recognized ethnic group: Tho.	language	Southeast Asia	105.363	19.3563
Bo (Laos)	Bo_Laos	bgl	NA	bola1249	Austroasiatic	Austro-Asiatic, Mon-Khmer, Viet-Muong, Muong	2950	threatened	overview	6a (Vigorous).	language	Southeast Asia	104.953	18.1866
Muong	Muong	mtq	NA	muon1246	Austroasiatic	Austro-Asiatic, Mon-Khmer, Viet-Muong, Muong	1140000	not endangered	grammar_sketch	6a (Vigorous). Language of recognized ethnic group: Muong.	language	Southeast Asia	105.186	20.7374
Nguôn	Nguon	nuo	NA	nguo1239	Austroasiatic	Austro-Asiatic, Mon-Khmer, Viet-Muong, Muong	1000	shifting	phonology	6b (Threatened).	language	Southeast Asia	105.932	17.7243
Thavung	Thavung	thm	NA	aheu1239	Austroasiatic	Austro-Asiatic, Mon-Khmer, Viet-Muong, Thavung	700	shifting	grammar	6b (Threatened).	language	Southeast Asia	104.229	17.7655
Vietnamese	Vietnamese	vie	NA	viet1252	Austroasiatic	Austro-Asiatic, Mon-Khmer, Viet-Muong, Vietnamese	68058620	not endangered	long_grammar	1 (National). De facto national language. Language of recognized ethnic group: Kinh.	language	Southeast Asia	105.774071	20.681188
Asuri	Asuri	asr	NA	asur1254	Austroasiatic	Austro-Asiatic, Munda, North Munda, Kherwari, Mundari	7000	shifting	grammar_sketch	6a (Vigorous).	language	Indic	83.4562	21.5721
Birhor	Birhor	biy	NA	birh1242	Austroasiatic	Austro-Asiatic, Munda, North Munda, Kherwari, Mundari	2000	shifting	wordlist	6a (Vigorous).	language	Indic	85.5611	23.585
Koda	Koda	cdz	NA	koda1236	Austroasiatic	Austro-Asiatic, Munda, North Munda, Kherwari, Mundari	44300	threatened	wordlist	6a (Vigorous).	language	Indic	87.479	23.234
Ho	Ho	hoc	NA	hooo1248	Austroasiatic	Austro-Asiatic, Munda, North Munda, Kherwari, Mundari	1040000	threatened	grammar	5 (Developing).	language	Indic	87.1188	23.9596
Korwa	Korwa	kfp	NA	korw1242	Austroasiatic	Austro-Asiatic, Munda, North Munda, Kherwari, Mundari	34600	threatened	dictionary	6a (Vigorous).	language	Indic	83.8142	23.4102
Mundari	Mundari	unr	NA	mund1320	Austroasiatic	Austro-Asiatic, Munda, North Munda, Kherwari, Mundari	1120280	not endangered	long_grammar	5 (Developing).	language	Indic	87.1792	25.0391
Munda	Munda	unx	NA	mund1321	Bookkeeping	Austro-Asiatic, Munda, North Munda, Kherwari, Mundari	469000	not endangered	overview	6a (Vigorous).	language	Indic	87.1792	25.0391
Mahali	Mahali	mjx	NA	maha1291	Austroasiatic	Austro-Asiatic, Munda, North Munda, Kherwari, Santali	36000	threatened	wordlist	6b (Threatened).	language	Indic	86.7445	22.1698
Santali	Santali	sat	NA	sant1410	Austroasiatic	Austro-Asiatic, Munda, North Munda, Kherwari, Santali	6219300	threatened	long_grammar	4 (Educational). Statutory language of provincial identity in Jharkhand State (1950, Constitution, Schedule VIII), amended 2003.	language	Indic	87.8185	25.0317
Turi	Turi	trd	NA	turi1246	Austroasiatic	Austro-Asiatic, Munda, North Munda, Kherwari, Santali	2000	shifting	wordlist	8a (Moribund).	language	Indic	84.4712	22.0122
Agariya	Agariya	agi	NA	agar1251	Unattested	Austro-Asiatic, Munda, North Munda, Kherwari	72000	not endangered	ethnographic	6a (Vigorous).	language	Indic	82.297	24.5024
Bijori	Bijori	bix	NA	bijo1238	Austroasiatic	Austro-Asiatic, Munda, North Munda, Kherwari	25000	not endangered	phonology	6a (Vigorous).	language	Indic	84.1907	22.5904
Kodaku	Kodaku	ksz	NA	koda1254	Austroasiatic	Austro-Asiatic, Munda, North Munda, Kherwari	15700	threatened	ethnographic	6a (Vigorous).	language	Indic	83.8454	23.5757
Korku	Korku	kfq	NA	kork1243	Austroasiatic	Austro-Asiatic, Munda, North Munda, Korku	574000	not endangered	long_grammar	5 (Developing).	language	Indic	77.5541	21.8358
Juang	Juang	jun	NA	juan1238	Austroasiatic	Austro-Asiatic, Munda, South Munda, Kharia-Juang	23700	threatened	grammar_sketch	5 (Developing).	language	Indic	85.5845	21.2606
Kharia	Kharia	khr	NA	khar1287	Austroasiatic	Austro-Asiatic, Munda, South Munda, Kharia-Juang	240240	threatened	long_grammar	5 (Developing).	language	Indic	84.3922	22.3571
Gata'	Gata?	gaq	NA	gata1239	Austroasiatic	Austro-Asiatic, Munda, South Munda, Koraput Munda, Gutob-Remo-Geta’, Geta’	3060	shifting	grammar_sketch	6b (Threatened).	language	Indic	82.984	18.6076
Bondo	Bondo	bfw	NA	bond1245	Austroasiatic	Austro-Asiatic, Munda, South Munda, Koraput Munda, Gutob-Remo-Geta’, Gutob-Remo	9000	shifting	grammar_sketch	6a (Vigorous).	language	Indic	83.8141	19.1512
Bodo Gadaba	Bodo_Gadaba	gbj	NA	bodo1267	Austroasiatic	Austro-Asiatic, Munda, South Munda, Koraput Munda, Gutob-Remo-Geta’, Gutob-Remo	8000	shifting	grammar_sketch	6b (Threatened).	language	Indic	82.771	18.3857
Gorum-Parenga	GorumParenga	pcj	NA	pare1266	Austroasiatic	Austro-Asiatic, Munda, South Munda, Koraput Munda, Sora-Juray-Gorum, Gorum	12600	shifting	grammar_sketch	8b (Nearly extinct).	language	Indic	83.9723	19.075
Juray	Juray	juy	NA	jura1242	Austroasiatic	Austro-Asiatic, Munda, South Munda, Koraput Munda, Sora-Juray-Gorum, Sora-Juray	801000	not endangered	phonology	6a (Vigorous).	language	Indic	84.1204	19.091
Sora	Sora	srb	NA	sora1254	Austroasiatic	Austro-Asiatic, Munda, South Munda, Koraput Munda, Sora-Juray-Gorum, Sora-Juray	253000	not endangered	long_grammar	5 (Developing).	language	Indic	84.19	19.1213
Atayal	Atayal	tay	NA	atay1247	Austronesian	Austronesian, Atayalic	84300	threatened	long_grammar	5 (Developing).	language	Oceania	121.388	24.5209
Seediq	Seediq	trv	NA	taro1264	Austronesian	Austronesian, Atayalic	20000	nearly extinct	long_grammar	4 (Educational).	language	Oceania	121.358	23.9032
Bunun	Bunun	bnn	NA	bunu1267	Austronesian	Austronesian, Bunun	38000	threatened	long_grammar	5 (Developing).	language	Oceania	121.025	23.4116
Northern Amis	Northern_Amis	ais	NA	nata1254	Austronesian	Austronesian, East Formosan, Central	5	shifting	long_grammar	8b (Nearly extinct).	dialect	Oceania	121.348	23.0917
Amis	Amis	ami	NA	amis1246	Austronesian	Austronesian, East Formosan, Central	138000	threatened	long_grammar	5 (Developing).	language	Oceania	121.348	23.0917
Basay	Basay	byq	NA	basa1287	Austronesian	Austronesian, East Formosan, Northern	0	extinct	grammar_sketch	10 (Extinct).	language	Oceania	121.857	25.0046
Kavalan	Kavalan	ckv	NA	kava1241	Austronesian	Austronesian, East Formosan, Northern	24	nearly extinct	grammar	8b (Nearly extinct).	language	Oceania	121.645	24.6947
Sirayaic	Sirayaic	fos	NA	sira1267	Austronesian	Austronesian, East Formosan, Southwest	0	extinct	long_grammar	9 (Dormant).	language	Oceania	120.315	22.9777
