ID,ID_ISO_A3,ID_ISO_A2,ID_FIPS,NAM_LABEL,NAME_PROP,NAME2,NAM_ANSI,LANG_ISO,iso639_3_macro,glottocode,Family_name_glottolog,Population_numeric_ethnologue,AES,Language_status_ethnologue,iso_macro,EGIDS,LMP_POP1,LEI,UNESCO,count
CDZ-IND,cdz-IND,cdz-in,cdz-IN,Koda,Koda,KODA,Koda,cdz,NA,koda1236,Austroasiatic,44300,threatened,6a (Vigorous).,cdz-NA,6a,44300,Vulnerable,Vulnerable,2
CDZ-BGD,cdz-BGD,cdz-bd,cdz-BG,Koda,Koda,KODA,Koda,cdz,NA,koda1236,Austroasiatic,44300,threatened,6a (Vigorous).,cdz-NA,6a,44300,Vulnerable,Vulnerable,2
CES-CZE,ces-CZE,ces-cz,ces-EZ,Czech,Czech,CZECH,Czech,ces,NA,czec1258,Indo-European,10677190,not endangered,1 (National). De facto national language.,ces-NA,1,10411000,NA,NA,2
CES-AUT,ces-AUT,ces-at,ces-AU,Czech,Czech,CZECH,Czech,ces,NA,czec1258,Indo-European,10677190,not endangered,1 (National). De facto national language.,ces-NA,1,10411000,NA,NA,2
CHE-RUS,che-RUS,che-ru,che-RS,Chechen,Chechen,CHECHEN,Chechen,che,NA,chec1245,Nakh-Daghestanian,1496300,threatened,"2 (Provincial). Statutory provincial language in Chechen Republic (1993, Constitution, Article 68(2)). Statutory language of provincial identity in Dagestan Autonomous Republic (1994, Constitution, Article 10).",che-NA,2,1353000,NA,Vulnerable,2
CHE-JOR,che-JOR,che-jo,che-JO,Chechen,Chechen,CHECHEN,Chechen,che,NA,chec1245,Nakh-Daghestanian,1496300,threatened,"2 (Provincial). Statutory provincial language in Chechen Republic (1993, Constitution, Article 68(2)). Statutory language of provincial identity in Dagestan Autonomous Republic (1994, Constitution, Article 10).",che-NA,2,1353000,NA,Vulnerable,2
CHN-USA,chn-USA,chn-us,chn-US,Chinook Wawa,Chinook Wawa,CHINOOK WAWA,Chinook Wawa,chn,NA,chin1272,Chinookan,1,nearly extinct,8b (Nearly extinct).,chn-NA,8b,723,Critically Endangered,Critically endangered,2
CHN-CAN,chn-CAN,chn-ca,chn-CA,Chinook Wawa,Chinook Wawa,CHINOOK WAWA,Chinook Wawa,chn,NA,chin1272,Chinookan,1,nearly extinct,8b (Nearly extinct).,chn-NA,8b,723,Critically Endangered,Critically endangered,2
CHR-USA,chr-USA,chr-us,chr-US,Cherokee,Cherokee,CHEROKEE,Cherokee,chr,NA,cher1273,Iroquoian,12300,threatened,6b (Threatened).,chr-NA,6b,10400,Vulnerable,Severely endangered,2
CHR-USA,chr-USA,chr-us,chr-US,Cherokee,Cherokee,CHEROKEE,Cherokee,chr,NA,cher1273,Iroquoian,12300,threatened,6b (Threatened).,chr-NA,6b,10400,Vulnerable,Definitely endangered,2
CHY-USA,chy-USA,chy-us,chy-US,Cheyenne,Cheyenne,CHEYENNE,Cheyenne,chy,NA,chey1247,Algic,2400,shifting,6b (Threatened).,chy-NA,6b,2100,Endangered,Definitely endangered,2
CHY-USA,chy-USA,chy-us,chy-US,Cheyenne,Cheyenne,CHEYENNE,Cheyenne,chy,NA,chey1247,Algic,2400,shifting,6b (Threatened).,chy-NA,6b,2100,Endangered,Severely endangered,2
CIY-VEN,ciy-VEN,ciy-ve,ciy-VE,Chaima,Chaima,CHAIMA,Chaima,ciy,NA,chai1253,Cariban,63,shifting,"8b (Nearly extinct). Recognized language (2008, Indigenous Languages Law, Article 4).",ciy-NA,8b,63,Endangered,Definitely endangered,2
CIY-VEN,ciy-VEN,ciy-ve,ciy-VE,Chaima,Chaima,CHAIMA,Chaima,ciy,NA,chai1253,Cariban,63,shifting,"8b (Nearly extinct). Recognized language (2008, Indigenous Languages Law, Article 4).",ciy-NA,8b,63,Endangered,Severely endangered,2
CKB-IRN,ckb-IRN,ckb-ir,ckb-IR,Central Kurdish,"Kurdish, Central","KURDISH, CENTRAL","Kurdish, Central",ckb,NA,cent1972,Indo-European,7250000,not endangered,"2 (Provincial). Statutory provincial language in Kurdistan Region (2005, Constitution, Article 4(1)).",ckb-NA,2,6750000,NA,NA,2
CKB-IRQ,ckb-IRQ,ckb-iq,ckb-IZ,Central Kurdish,"Kurdish, Central","KURDISH, CENTRAL","Kurdish, Central",ckb,NA,cent1972,Indo-European,7250000,not endangered,"2 (Provincial). Statutory provincial language in Kurdistan Region (2005, Constitution, Article 4(1)).",ckb-NA,2,6750000,NA,NA,2
CLK-IND,clk-IND,clk-in,clk-IN,Idu-Mishmi,Idu-Mishmi,IDU-MISHMI,Idu-Mishmi,clk,NA,idum1241,Sino-Tibetan,11080,threatened,6a (Vigorous).,clk-NA,6a,11080,Vulnerable,Definitely endangered,2
CLK-CHN,clk-CHN,clk-cn,clk-CH,Yidu Luoba,"Luoba, Yidu","LUOBA, YIDU","Luoba, Yidu",clk,NA,idum1241,Sino-Tibetan,11080,threatened,6a (Vigorous).,clk-NA,6a,11080,Vulnerable,Definitely endangered,2
CME-BFA,cme-BFA,cme-bf,cme-UV,Cerma,Cerma,CERMA,Cerma,cme,NA,cerm1238,Atlantic-Congo,53600,not endangered,5 (Developing).,cme-NA,5,63100,NA,NA,2
CME-CIV,cme-CIV,cme-ci,cme-IV,Cerma,Cerma,CERMA,Cerma,cme,NA,cerm1238,Atlantic-Congo,53600,not endangered,5 (Developing).,cme-NA,5,63100,NA,NA,2
CMO-KHM,cmo-KHM,cmo-kh,cmo-CB,Central Mnong,"Mnong, Central","MNONG, CENTRAL","Mnong, Central",cmo,NA,cent1992,Austroasiatic,70000,threatened,5 (Developing). Language of recognized ethnic group: Mnong.,cmo-NA,5,70000,Vulnerable,Severely endangered,2
CMO-VNM,cmo-VNM,cmo-vn,cmo-VM,Central Mnong,"Mnong, Central","MNONG, CENTRAL","Mnong, Central",cmo,NA,cent1992,Austroasiatic,70000,threatened,5 (Developing). Language of recognized ethnic group: Mnong.,cmo-NA,5,70000,Vulnerable,Severely endangered,2
CNH-MMR,cnh-MMR,cnh-mm,cnh-BM,Haka Chin,"Chin, Haka","CHIN, HAKA","Chin, Haka",cnh,NA,haka1240,Sino-Tibetan,125000,shifting,"3 (Wider communication). Used as an LWC in church, market, business, and some media in parts of Chin state: Hakha township, Thantlang township, and parts of Matupi township.",cnh-NA,3,125000,Threatened,NA,2
CNH-IND,cnh-IND,cnh-in,cnh-IN,Haka Chin,"Chin, Haka","CHIN, HAKA","Chin, Haka",cnh,NA,haka1240,Sino-Tibetan,125000,shifting,"3 (Wider communication). Used as an LWC in church, market, business, and some media in parts of Chin state: Hakha township, Thantlang township, and parts of Matupi township.",cnh-NA,3,125000,Threatened,NA,2
COA-AUS,coa-AUS,coa-au,coa-AS,Cocos Islands Malay,"Malay, Cocos Islands","MALAY, COCOS ISLANDS","Malay, Cocos Islands",coa,msa,coco1260,Austronesian,1000,shifting,6a (Vigorous).,coa-MSA,6a,1000,Threatened,NA,2
COA-MYS,coa-MYS,coa-my,coa-MY,Cocos Islands Malay,"Malay, Cocos Islands","MALAY, COCOS ISLANDS","Malay, Cocos Islands",coa,msa,coco1260,Austronesian,1000,shifting,6a (Vigorous).,coa-MSA,6a,1000,Threatened,NA,2
COB-MEX,cob-MEX,cob-mx,cob-MX,Chicomuceltec,Chicomuceltec,CHICOMUCELTEC,Chicomuceltec,cob,NA,chic1271,Mayan,0,extinct,9 (Dormant).,cob-NA,9,1600,NA,NA,2
COB-GTM,cob-GTM,cob-gt,cob-GT,Chicomuceltec,Chicomuceltec,CHICOMUCELTEC,Chicomuceltec,cob,NA,chic1271,Mayan,0,extinct,9 (Dormant).,cob-NA,9,1600,NA,NA,2
COS-FRA,cos-FRA,cos-fr,cos-EU,Corsican,Corsican,CORSICAN,Corsican,cos,NA,cors1241,Indo-European,31000,not endangered,"4 (Educational). Statutory language of provincial identity in Corsica (2002, Act. No. 2002-92 (22 Jan) on Corsica, Article 7), mainly used in education.",cos-NA,4,31000,At risk,Definitely endangered,2
COS-ITA,cos-ITA,cos-it,cos-IT,Corsican,Corsican,CORSICAN,Corsican,cos,NA,cors1241,Indo-European,31000,not endangered,"4 (Educational). Statutory language of provincial identity in Corsica (2002, Act. No. 2002-92 (22 Jan) on Corsica, Article 7), mainly used in education.",cos-NA,4,31000,At risk,Definitely endangered,2
COU-GIN,cou-GIN,cou-gn,cou-GV,Wamey,Wamey,WAMEY,Wamey,cou,NA,wame1240,Atlantic-Congo,26270,threatened,6b (Threatened).,cou-NA,6b,23670,Vulnerable,NA,2
COU-SEN,cou-SEN,cou-sn,cou-SG,Wamey,Wamey,WAMEY,Wamey,cou,NA,wame1240,Atlantic-Congo,26270,threatened,6b (Threatened).,cou-NA,6b,23670,Vulnerable,NA,2
CPB-PER,cpb-PER,cpb-pe,cpb-PE,Ucayali-Yurúa Ashéninka,"Ashéninka, Ucayali-Yurúa","ASHENINKA, UCAYALI-YURUA","Ashéninka, Ucayali-Yurúa",cpb,NA,ucay1237,Arawakan,7870,threatened,"5 (Developing). Recognized language (1993, Constitution, Article 48).",cpb-NA,5,7870,Vulnerable,Vulnerable,2
CPB-BRA,cpb-BRA,cpb-br,cpb-BR,Ucayali-Yurúa Ashéninka,"Ashéninka, Ucayali-Yurúa","ASHENINKA, UCAYALI-YURUA","Ashéninka, Ucayali-Yurúa",cpb,NA,ucay1237,Arawakan,7870,threatened,"5 (Developing). Recognized language (1993, Constitution, Article 48).",cpb-NA,5,7870,Vulnerable,Vulnerable,2
CPG-GRC,cpg-GRC,cpg-gr,cpg-GR,Cappadocian Greek,Cappadocian Greek,CAPPADOCIAN GREEK,Cappadocian Greek,cpg,NA,capp1239,Indo-European,2800,shifting,8b (Nearly extinct).,cpg-NA,8b,0,Endangered,Critically endangered,2
CPG-GRC,cpg-GRC,cpg-gr,cpg-GR,Cappadocian Greek,Cappadocian Greek,CAPPADOCIAN GREEK,Cappadocian Greek,cpg,NA,capp1239,Indo-European,2800,shifting,8b (Nearly extinct).,cpg-NA,8b,0,Endangered,Extinct,2
CPX-CHN,cpx-CHN,cpx-cn,cpx-CH,Pu-Xian Chinese,"Chinese, Pu-Xian","CHINESE, PU-XIAN","Chinese, Pu-Xian",cpx,zho,puxi1243,Sino-Tibetan,2558800,not endangered,5 (Developing). Language of recognized nationality: Han.,cpx-ZHO,5,2544700,NA,NA,2
CPX-MYS,cpx-MYS,cpx-my,cpx-MY,Pu-Xian Chinese,"Chinese, Pu-Xian","CHINESE, PU-XIAN","Chinese, Pu-Xian",cpx,zho,puxi1243,Sino-Tibetan,2558800,not endangered,5 (Developing). Language of recognized nationality: Han.,cpx-ZHO,5,2544700,NA,NA,2
CRK-CAN,crk-CAN,crk-ca,crk-CA,Plains Cree,"Cree, Plains","CREE, PLAINS","Cree, Plains",crk,NA,plai1258,Algic,34100,moribund,"5 (Developing). Statutory language of provincial identity in NWT (1988, NWT Official Languages Act, Chapter 56 (Supplemented), Section 4), restricted official use.",crk-NA,5,260,Severely Endangered,Vulnerable,2
CRK-USA,crk-USA,crk-us,crk-US,Plains Cree,"Cree, Plains","CREE, PLAINS","Cree, Plains",crk,NA,plai1258,Algic,34100,moribund,"5 (Developing). Statutory language of provincial identity in NWT (1988, NWT Official Languages Act, Chapter 56 (Supplemented), Section 4), restricted official use.",crk-NA,5,260,Severely Endangered,Vulnerable,2
CRQ-PRY,crq-PRY,crq-py,crq-PA,Manjui,Manjui,MANJUI,Manjui,crq,NA,iyow1239,Matacoan,2150,shifting,5 (Developing).,crq-NA,5,4400,Threatened,Definitely endangered,2
CRQ-ARG,crq-ARG,crq-ar,crq-AR,Iyo’wujwa Chorote,"Chorote, Iyo’wujwa","CHOROTE, IYO’WUJWA","Chorote, Iyo’wujwa",crq,NA,iyow1239,Matacoan,2150,shifting,5 (Developing).,crq-NA,5,4400,Threatened,Definitely endangered,2
CSB-POL,csb-POL,csb-pl,csb-PL,Kashubian,Kashubian,KASHUBIAN,Kashubian,csb,NA,kash1274,Indo-European,107000,threatened,"8a (Moribund). Recognized language (2005, Minorities Act of 2 January, Article 19).",csb-NA,8a,50000,Vulnerable,Severely endangered,2
CSB-POL,csb-POL,csb-pl,csb-PL,Kashubian,Kashubian,KASHUBIAN,Kashubian,csb,NA,kash1274,Indo-European,107000,threatened,"8a (Moribund). Recognized language (2005, Minorities Act of 2 January, Article 19).",csb-NA,8a,50000,Vulnerable,Extinct,2
CSH-MMR,csh-MMR,csh-mm,csh-BM,Asho Chin,"Chin, Asho","CHIN, ASHO","Chin, Asho",csh,NA,asho1236,Sino-Tibetan,174000,not endangered,5 (Developing).,csh-NA,5,34000,NA,NA,2
CSH-BGD,csh-BGD,csh-bd,csh-BG,Asho Chin,"Chin, Asho","CHIN, ASHO","Chin, Asho",csh,NA,asho1236,Sino-Tibetan,174000,not endangered,5 (Developing).,csh-NA,5,34000,NA,NA,2
CTD-MMR,ctd-MMR,ctd-mm,ctd-BM,Tedim Chin,"Chin, Tedim","CHIN, TEDIM","Chin, Tedim",ctd,NA,tedi1235,Sino-Tibetan,344000,not endangered,5 (Developing).,ctd-NA,5,344000,At risk,NA,2
CTD-IND,ctd-IND,ctd-in,ctd-IN,Tedim Chin,"Chin, Tedim","CHIN, TEDIM","Chin, Tedim",ctd,NA,tedi1235,Sino-Tibetan,344000,not endangered,5 (Developing).,ctd-NA,5,344000,At risk,NA,2
CTO-COL,cto-COL,cto-co,cto-CO,Emberá-Catío,Emberá-Catío,EMBERA-CATIO,Emberá-Catío,cto,NA,embe1260,Chocoan,15040,threatened,6a (Vigorous).,cto-NA,6a,15040,Vulnerable,Vulnerable,2
CTO-PAN,cto-PAN,cto-pa,cto-PM,Emberá-Catío,Emberá-Catío,EMBERA-CATIO,Emberá-Catío,cto,NA,embe1260,Chocoan,15040,threatened,6a (Vigorous).,cto-NA,6a,15040,Vulnerable,Vulnerable,2
CUC-MEX,cuc-MEX,cuc-mx,cuc-MX,Usila Chinantec,"Chinantec, Usila","CHINANTEC, USILA","Chinantec, Usila",cuc,NA,usil1237,Otomanguean,7410,threatened,6a (Vigorous).,cuc-NA,6a,7410,Vulnerable,NA,2
CUC-MEX,cuc-MEX,cuc-mx,cuc-MX,Usila Chinantec,"Chinantec, Usila","CHINANTEC, USILA","Chinantec, Usila",cuc,NA,usil1237,Otomanguean,7410,threatened,6a (Vigorous).,cuc-NA,6a,7410,Threatened,NA,2
CUI-COL,cui-COL,cui-co,cui-CO,Cuiba,Cuiba,CUIBA,Cuiba,cui,NA,cuib1242,Guahiboan,2850,shifting,5 (Developing).,cui-NA,5,2850,Threatened,Severely endangered,2
CUI-VEN,cui-VEN,cui-ve,cui-VE,Cuiba,Cuiba,CUIBA,Cuiba,cui,NA,cuib1242,Guahiboan,2850,shifting,5 (Developing).,cui-NA,5,2850,Threatened,Severely endangered,2
CUK-PAN,cuk-PAN,cuk-pa,cuk-PM,San Blas Kuna,"Kuna, San Blas","KUNA, SAN BLAS","Kuna, San Blas",cuk,NA,sanb1242,Chibchan,57100,threatened,"5 (Developing). Recognized language (2010, Law 88, 22 November 2010).",cuk-NA,5,57100,Vulnerable,Severely endangered,2
CUK-PAN,cuk-PAN,cuk-pa,cuk-PM,San Blas Kuna,"Kuna, San Blas","KUNA, SAN BLAS","Kuna, San Blas",cuk,NA,sanb1242,Chibchan,57100,threatened,"5 (Developing). Recognized language (2010, Law 88, 22 November 2010).",cuk-NA,5,57100,Vulnerable,Vulnerable,2
CUU-CHN,cuu-CHN,cuu-cn,cuu-CH,Tai Ya,Tai Ya,TAI YA,Tai Ya,cuu,NA,taiy1242,Tai-Kadai,50400,not endangered,6a (Vigorous). Language of recognized nationality: Dai.,cuu-NA,6a,50400,NA,NA,2
CUU-THA,cuu-THA,cuu-th,cuu-TH,Tai Ya,Tai Ya,TAI YA,Tai Ya,cuu,NA,taiy1242,Tai-Kadai,50400,not endangered,6a (Vigorous). Language of recognized nationality: Dai.,cuu-NA,6a,50400,NA,NA,2
CVN-MEX,cvn-MEX,cvn-mx,cvn-MX,Valle Nacional Chinantec,"Chinantec, Valle Nacional","CHINANTEC, VALLE NACIONAL","Chinantec, Valle Nacional",cvn,NA,vall1253,Otomanguean,440,threatened,7 (Shifting).,cvn-NA,7,440,Vulnerable,Definitely endangered,2
CVN-MEX,cvn-MEX,cvn-mx,cvn-MX,Valle Nacional Chinantec,"Chinantec, Valle Nacional","CHINANTEC, VALLE NACIONAL","Chinantec, Valle Nacional",cvn,NA,vall1253,Otomanguean,440,threatened,7 (Shifting).,cvn-NA,7,440,Threatened,Definitely endangered,2
CYM-GBR,cym-GBR,cym-gb,cym-UK,Welsh,Welsh,WELSH,Welsh,cym,NA,wels1247,Indo-European,590890,threatened,2 (Provincial). De facto provincial language in Wales.,cym-NA,2,533000,Vulnerable,Vulnerable,2
CYM-ARG,cym-ARG,cym-ar,cym-AR,Welsh,Welsh,WELSH,Welsh,cym,NA,wels1247,Indo-European,590890,threatened,2 (Provincial). De facto provincial language in Wales.,cym-NA,2,533000,Vulnerable,Vulnerable,2
DAN-DNK,dan-DNK,dan-dk,dan-DA,Danish,Danish,DANISH,Danish,dan,NA,dani1285,Indo-European,5532120,not endangered,1 (National). De facto national language.,dan-NA,1,5401000,NA,NA,2
DAN-DEU,dan-DEU,dan-de,dan-GM,Danish,Danish,DANISH,Danish,dan,NA,dani1285,Indo-European,5532120,not endangered,1 (National). De facto national language.,dan-NA,1,5401000,NA,NA,2
DAU-TCD,dau-TCD,dau-td,dau-CD,Dar Sila Daju,"Daju, Dar Sila","DAJU, DAR SILA","Daju, Dar Sila",dau,NA,dars1235,Dajuic,70100,not endangered,6a (Vigorous).,dau-NA,6a,70100,NA,NA,2
DAU-SDN,dau-SDN,dau-sd,dau-SU,Dar Sila Daju,"Daju, Dar Sila","DAJU, DAR SILA","Daju, Dar Sila",dau,NA,dars1235,Dajuic,70100,not endangered,6a (Vigorous).,dau-NA,6a,70100,NA,NA,2
DBL-AUS,dbl-AUS,dbl-au,dbl-AS,Dyirbal,Dyirbal,DYIRBAL,Dyirbal,dbl,NA,dyir1250,Pama-Nyungan,29,moribund,8a (Moribund).,dbl-NA,8a,29,Critically Endangered,Critically endangered,2
DBL-AUS,dbl-AUS,dbl-au,dbl-AS,Dyirbal,Dyirbal,DYIRBAL,Dyirbal,dbl,NA,dyir1250,Pama-Nyungan,29,moribund,8a (Moribund).,dbl-NA,8a,29,Severely Endangered,Critically endangered,2
DBQ-CMR,dbq-CMR,dbq-cm,dbq-CM,Daba,Daba,DABA,Daba,dbq,NA,nucl1683,Afro-Asiatic,25000,threatened,5 (Developing).,dbq-NA,5,25000,Vulnerable,NA,2
DBQ-NGA,dbq-NGA,dbq-ng,dbq-NI,Daba,Daba,DABA,Daba,dbq,NA,nucl1683,Afro-Asiatic,25000,threatened,5 (Developing).,dbq-NA,5,25000,Vulnerable,NA,2
DDN-BEN,ddn-BEN,ddn-bj,ddn-BN,Dendi,Dendi,DENDI,Dendi,ddn,NA,dend1243,Songhay,162050,not endangered,3 (Wider communication).,ddn-NA,3,514100,NA,NA,2
DDN-NGA,ddn-NGA,ddn-ng,ddn-NI,Dendi,Dendi,DENDI,Dendi,ddn,NA,dend1243,Songhay,162050,not endangered,3 (Wider communication).,ddn-NA,3,514100,NA,NA,2
DDO-RUS,ddo-RUS,ddo-ru,ddo-RS,Dido,Dido,DIDO,Dido,ddo,NA,dido1241,Nakh-Daghestanian,12500,shifting,"6b (Threatened). Statutory language of provincial identity in Dagestan Autonomous Republic (1994, Article 10, Constitution).",ddo-NA,6b,11700,Threatened,Definitely endangered,2
DDO-GEO,ddo-GEO,ddo-ge,ddo-GG,Dido,Dido,DIDO,Dido,ddo,NA,dido1241,Nakh-Daghestanian,12500,shifting,"6b (Threatened). Statutory language of provincial identity in Dagestan Autonomous Republic (1994, Article 10, Constitution).",ddo-NA,6b,11700,Threatened,Definitely endangered,2
DES-BRA,des-BRA,des-br,des-BR,Desano,Desano,DESANO,Desano,des,NA,desa1247,Tucanoan,3420,shifting,6b (Threatened).,des-NA,6b,3420,Endangered,Definitely endangered,2
DES-COL,des-COL,des-co,des-CO,Desano,Desano,DESANO,Desano,des,NA,desa1247,Tucanoan,3420,shifting,6b (Threatened).,des-NA,6b,3420,Endangered,Definitely endangered,2
DHI-IND,dhi-IND,dhi-in,dhi-IN,Dhimal,Dhimal,DHIMAL,Dhimal,dhi,NA,dhim1246,Sino-Tibetan,19750,shifting,6b (Threatened). Language of recognized indigenous nationality: Dhimal.,dhi-NA,6b,19750,Endangered,Severely endangered,2
DHI-NPL,dhi-NPL,dhi-np,dhi-NP,Dhimal,Dhimal,DHIMAL,Dhimal,dhi,NA,dhim1246,Sino-Tibetan,19750,shifting,6b (Threatened). Language of recognized indigenous nationality: Dhimal.,dhi-NA,6b,19750,Endangered,Severely endangered,2
DHM-AGO,dhm-AGO,dhm-ao,dhm-AO,Dhimba,Dhimba,DHIMBA,Dhimba,dhm,NA,zemb1238,Atlantic-Congo,30000,threatened,5 (Developing).,dhm-NA,5,30000,Vulnerable,NA,2
DHM-NAM,dhm-NAM,dhm-na,dhm-WA,Zemba,Zemba,ZEMBA,Zemba,dhm,NA,zemb1238,Atlantic-Congo,30000,threatened,5 (Developing).,dhm-NA,5,30000,Vulnerable,NA,2
DIG-TZA,dig-TZA,dig-tz,dig-TZ,Digo,Digo,DIGO,Digo,dig,NA,digo1243,Atlantic-Congo,401000,not endangered,5 (Developing).,dig-NA,5,305000,NA,NA,2
DIG-KEN,dig-KEN,dig-ke,dig-KE,Chidigo,Chidigo,CHIDIGO,Chidigo,dig,NA,digo1243,Atlantic-Congo,401000,not endangered,5 (Developing).,dig-NA,5,305000,NA,NA,2
DIV-MDV,div-MDV,div-mv,div-MV,Maldivian,Maldivian,MALDIVIAN,Maldivian,div,NA,dhiv1236,Indo-European,340500,not endangered,"1 (National). Statutory national language (2008, Constitution, Article 11).",div-NA,1,340500,NA,NA,2
DIV-IND,div-IND,div-in,div-IN,Maldivian,Maldivian,MALDIVIAN,Maldivian,div,NA,dhiv1236,Indo-European,340500,not endangered,"1 (National). Statutory national language (2008, Constitution, Article 11).",div-NA,1,340500,NA,NA,2
DJK-SUR,djk-SUR,djk-sr,djk-NS,Eastern Maroon Creole,Eastern Maroon Creole,EASTERN MAROON CREOLE,Eastern Maroon Creole,djk,NA,ndyu1242,Indo-European,39700,not endangered,5 (Developing).,djk-NA,5,33500,NA,NA,2
DJK-GUF,djk-GUF,djk-gf,djk-FG,Eastern Maroon Creole,Eastern Maroon Creole,EASTERN MAROON CREOLE,Eastern Maroon Creole,djk,NA,ndyu1242,Indo-European,39700,not endangered,5 (Developing).,djk-NA,5,33500,NA,NA,2
DJM-MLI,djm-MLI,djm-ml,djm-ML,Jamsay Dogon,"Dogon, Jamsay","DOGON, JAMSAY","Dogon, Jamsay",djm,NA,jams1239,Dogon,130000,not endangered,6a (Vigorous).,djm-NA,6a,130000,NA,NA,2
DJM-BFA,djm-BFA,djm-bf,djm-UV,Jamsay Dogon,"Dogon, Jamsay","DOGON, JAMSAY","Dogon, Jamsay",djm,NA,jams1239,Dogon,130000,not endangered,6a (Vigorous).,djm-NA,6a,130000,NA,NA,2
DNG-KGZ,dng-KGZ,dng-kg,dng-KG,Dungan,Dungan,DUNGAN,Dungan,dng,NA,dung1253,Sino-Tibetan,108400,threatened,7 (Shifting).,dng-NA,7,40000,Vulnerable,Definitely endangered,2
DNG-KAZ,dng-KAZ,dng-kz,dng-KZ,Dungan,Dungan,DUNGAN,Dungan,dng,NA,dung1253,Sino-Tibetan,108400,threatened,7 (Shifting).,dng-NA,7,40000,Vulnerable,Definitely endangered,2
DOP-BEN,dop-BEN,dop-bj,dop-BN,Lukpa,Lukpa,LUKPA,Lukpa,dop,NA,lukp1238,Atlantic-Congo,101300,not endangered,5 (Developing).,dop-NA,5,63600,NA,NA,2
DOP-TGO,dop-TGO,dop-tg,dop-TO,Lukpa,Lukpa,LUKPA,Lukpa,dop,NA,lukp1238,Atlantic-Congo,101300,not endangered,5 (Developing).,dop-NA,5,63600,NA,NA,2
DSH-ETH,dsh-ETH,dsh-et,dsh-ET,Daasanach,Daasanach,DAASANACH,Daasanach,dsh,NA,daas1238,Afro-Asiatic,60500,threatened,5 (Developing).,dsh-NA,5,60500,Vulnerable,NA,2
DSH-KEN,dsh-KEN,dsh-ke,dsh-KE,Daasanach,Daasanach,DAASANACH,Daasanach,dsh,NA,daas1238,Afro-Asiatic,60500,threatened,5 (Developing).,dsh-NA,5,60500,Vulnerable,NA,2
DTA-CHN,dta-CHN,dta-cn,dta-CH,Daur,Daur,DAUR,Daur,dta,NA,daur1238,Mongolic,96100,shifting,7 (Shifting). Language of recognized nationality: Daur.,dta-NA,7,96100,Endangered,Critically endangered,2
DTA-CHN,dta-CHN,dta-cn,dta-CH,Daur,Daur,DAUR,Daur,dta,NA,daur1238,Mongolic,96100,shifting,7 (Shifting). Language of recognized nationality: Daur.,dta-NA,7,96100,Endangered,Definitely endangered,2
DTM-MLI,dtm-MLI,dtm-ml,dtm-ML,Tomo Kan Dogon,"Dogon, Tomo Kan","DOGON, TOMO KAN","Dogon, Tomo Kan",dtm,NA,tomo1243,Dogon,133000,not endangered,6a (Vigorous).,dtm-NA,6a,133000,NA,NA,2
DTM-BFA,dtm-BFA,dtm-bf,dtm-UV,Tomo Kan Dogon,"Dogon, Tomo Kan","DOGON, TOMO KAN","Dogon, Tomo Kan",dtm,NA,tomo1243,Dogon,133000,not endangered,6a (Vigorous).,dtm-NA,6a,133000,NA,NA,2
DUJ-AUS,duj-AUS,duj-au,duj-AS,Dhuwal,Dhuwal,DHUWAL,Dhuwal,duj,NA,dhuw1249,Pama-Nyungan,NA,shifting,NA,duj-NA,NA,600,Threatened,NA,2
DUJ-AUS,duj-AUS,duj-au,duj-AS,Dhuwal,Dhuwal,DHUWAL,Dhuwal,duj,NA,dhuw1249,Pama-Nyungan,NA,shifting,NA,duj-NA,NA,600,Severely Endangered,NA,2
DUP-IDN,dup-IDN,dup-id,dup-ID,Duano,Duano,DUANO,Duano,dup,msa,duan1242,Austronesian,15600,shifting,6a (Vigorous).,dup-MSA,6a,15600,Endangered,NA,2
DUP-MYS,dup-MYS,dup-my,dup-MY,Duano,Duano,DUANO,Duano,dup,msa,duan1242,Austronesian,15600,shifting,6a (Vigorous).,dup-MSA,6a,15600,Endangered,NA,2
DUU-CHN,duu-CHN,duu-cn,duu-CH,Drung,Drung,DRUNG,Drung,duu,NA,drun1238,Sino-Tibetan,14225,threatened,6a (Vigorous). Language of recognized nationality: Dulong.,duu-NA,6a,14225,Vulnerable,NA,2
DUU-MMR,duu-MMR,duu-mm,duu-BM,Drung,Drung,DRUNG,Drung,duu,NA,drun1238,Sino-Tibetan,14225,threatened,6a (Vigorous). Language of recognized nationality: Dulong.,duu-NA,6a,14225,Vulnerable,NA,2
DYO-SEN,dyo-SEN,dyo-sn,dyo-SG,Jola-Fonyi,Jola-Fonyi,JOLA-FONYI,Jola-Fonyi,dyo,NA,jola1263,Atlantic-Congo,397100,not endangered,"5 (Developing). Recognized language (2001, Constitution, Article 1).",dyo-NA,5,407000,At risk,NA,2
DYO-GMB,dyo-GMB,dyo-gm,dyo-GA,Jola-Fonyi,Jola-Fonyi,JOLA-FONYI,Jola-Fonyi,dyo,NA,jola1263,Atlantic-Congo,397100,not endangered,"5 (Developing). Recognized language (2001, Constitution, Article 1).",dyo-NA,5,407000,At risk,NA,2
DYU-CIV,dyu-CIV,dyu-ci,dyu-IV,Jula,Jula,JULA,Jula,dyu,NA,dyul1238,Mande,2208000,not endangered,3 (Wider communication). Widespread in all major cities.,dyu-NA,3,2500000,NA,NA,2
