ID,ID_ISO_A3,ID_ISO_A2,ID_FIPS,NAM_LABEL,NAME_PROP,NAME2,NAM_ANSI,LANG_ISO
MWW-THA,mww-THA,mww-th,mww-TH,Hmong Daw,Hmong Daw,HMONG DAW,Hmong Daw,mww
LBF-IND,lbf-IND,lbf-in,lbf-IN,Tinani,Tinani,TINANI,Tinani,lbf
MEW-NGA,mew-NGA,mew-ng,mew-NI,Maaka,Maaka,MAAKA,Maaka,mew
PUR-BRA,pur-BRA,pur-br,pur-BR,Puruborá,Puruborá,PURUBORA,Puruborá,pur
STI-KHM,sti-KHM,sti-kh,sti-CB,Bulo Stieng,"Stieng, Bulo","STIENG, BULO","Stieng, Bulo",sti
LSI-MMR,lsi-MMR,lsi-mm,lsi-BM,Lashi,Lashi,LASHI,Lashi,lsi
ADY-RUS,ady-RUS,ady-ru,ady-RS,Adyghe,Adyghe,ADYGHE,Adyghe,ady
TMF-PRY,tmf-PRY,tmf-py,tmf-PA,Toba-Maskoy,Toba-Maskoy,TOBA-MASKOY,Toba-Maskoy,tmf
MNI-BGD,mni-BGD,mni-bd,mni-BG,Meitei,Meitei,MEITEI,Meitei,mni
KHM-LAO,khm-LAO,khm-la,khm-LA,Central Khmer,"Khmer, Central","KHMER, CENTRAL","Khmer, Central",khm
LRA-IDN,lra-IDN,lra-id,lra-ID,Rara Bakati’,"Bakati’, Rara","BAKATI’, RARA","Bakati’, Rara",lra
ZOS-MEX,zos-MEX,zos-mx,zos-MX,Francisco León Zoque,"Zoque, Francisco León","ZOQUE, FRANCISCO LEON","Zoque, Francisco León",zos
LJE-IDN,lje-IDN,lje-id,lje-ID,Rampi,Rampi,RAMPI,Rampi,lje
MRJ-RUS,mrj-RUS,mrj-ru,mrj-RS,Hill Mari,"Mari, Hill","MARI, HILL","Mari, Hill",mrj
WAY-BRA,way-BRA,way-br,way-BR,Wayana,Wayana,WAYANA,Wayana,way
CBK-PHL,cbk-PHL,cbk-ph,cbk-RP,Chavacano,Chavacano,CHAVACANO,Chavacano,cbk
DEU-BEL,deu-BEL,deu-be,deu-BE,Standard German,"German, Standard","GERMAN, STANDARD","German, Standard",deu
ANE-NCL,ane-NCL,ane-nc,ane-NC,Xârâcùù,Xârâcùù,XARACUU,Xârâcùù,ane
YUY-CHN,yuy-CHN,yuy-cn,yuy-CH,East Yugur,"Yugur, East","YUGUR, EAST","Yugur, East",yuy
WLG-AUS,wlg-AUS,wlg-au,wlg-AS,Kunbarlang,Kunbarlang,KUNBARLANG,Kunbarlang,wlg
SWH-MOZ,swh-MOZ,swh-mz,swh-MZ,Swahili,Swahili,SWAHILI,Swahili,swh
NLV-MEX,nlv-MEX,nlv-mx,nlv-MX,Orizaba Nahuatl,"Nahuatl, Orizaba","NAHUATL, ORIZABA","Nahuatl, Orizaba",nlv
GNG-TGO,gng-TGO,gng-tg,gng-TO,Ngangam,Ngangam,NGANGAM,Ngangam,gng
ZTP-MEX,ztp-MEX,ztp-mx,ztp-MX,Loxicha Zapotec,"Zapotec, Loxicha","ZAPOTEC, LOXICHA","Zapotec, Loxicha",ztp
REN-VNM,ren-VNM,ren-vn,ren-VM,Rengao,Rengao,RENGAO,Rengao,ren
MFQ-TGO,mfq-TGO,mfq-tg,mfq-TO,Moba,Moba,MOBA,Moba,mfq
HAZ-IRN,haz-IRN,haz-ir,haz-IR,Hazaragi,Hazaragi,HAZARAGI,Hazaragi,haz
MJZ-IND,mjz-IND,mjz-in,mjz-IN,Majhi,Majhi,MAJHI,Majhi,mjz
ZAI-MEX,zai-MEX,zai-mx,zai-MX,Isthmus Zapotec,"Zapotec, Isthmus","ZAPOTEC, ISTHMUS","Zapotec, Isthmus",zai
ATD-PHL,atd-PHL,atd-ph,atd-RP,Ata Manobo,"Manobo, Ata","MANOBO, ATA","Manobo, Ata",atd
GCF-GLP,gcf-GLP,gcf-gp,gcf-GP,Guadeloupean Creole French,Guadeloupean Creole French,GUADELOUPEAN CREOLE FRENCH,Guadeloupean Creole French,gcf
YUA-BLZ,yua-BLZ,yua-bz,yua-BH,Yucatec Maya,"Maya, Yucatec","MAYA, YUCATEC","Maya, Yucatec",yua
TAH-PYF,tah-PYF,tah-pf,tah-IP,Tahitian,Tahitian,TAHITIAN,Tahitian,tah
SEB-CIV,seb-CIV,seb-ci,seb-IV,Shempire Sénoufo,"Sénoufo, Shempire","SENOUFO, SHEMPIRE","Sénoufo, Shempire",seb
KJD-PNG,kjd-PNG,kjd-pg,kjd-PP,Southern Kiwai,"Kiwai, Southern","KIWAI, SOUTHERN","Kiwai, Southern",kjd
ZLQ-CHN,zlq-CHN,zlq-cn,zlq-CH,Liuqian Zhuang,"Zhuang, Liuqian","ZHUANG, LIUQIAN","Zhuang, Liuqian",zlq
BAP-NPL,bap-NPL,bap-np,bap-NP,Bantawa,Bantawa,BANTAWA,Bantawa,bap
MHE-MYS,mhe-MYS,mhe-my,mhe-MY,Mah Meri,Mah Meri,MAH MERI,Mah Meri,mhe
MBC-VEN,mbc-VEN,mbc-ve,mbc-VE,Macushi,Macushi,MACUSHI,Macushi,mbc
HMB-MLI,hmb-MLI,hmb-ml,hmb-ML,Humburi Senni Songhay,"Songhay, Humburi Senni","SONGHAY, HUMBURI SENNI","Songhay, Humburi Senni",hmb
KOE-SSD,koe-SSD,koe-ss,koe-OD,Kacipo-Balesi,Kacipo-Balesi,KACIPO-BALESI,Kacipo-Balesi,koe
SXG-CHN,sxg-CHN,sxg-cn,sxg-CH,Shixing,Shixing,SHIXING,Shixing,sxg
KMR-ARM,kmr-ARM,kmr-am,kmr-AM,Northern Kurdish,"Kurdish, Northern","KURDISH, NORTHERN","Kurdish, Northern",kmr
ADZ-PNG,adz-PNG,adz-pg,adz-PP,Adzera,Adzera,ADZERA,Adzera,adz
MBH-PNG,mbh-PNG,mbh-pg,mbh-PP,Mangseng,Mangseng,MANGSENG,Mangseng,mbh
IRY-PHL,iry-PHL,iry-ph,iry-RP,Iraya,Iraya,IRAYA,Iraya,iry
TAA-USA,taa-USA,taa-us,taa-US,Lower Tanana,"Tanana, Lower","TANANA, LOWER","Tanana, Lower",taa
DUA-CMR,dua-CMR,dua-cm,dua-CM,Duala,Duala,DUALA,Duala,dua
GID-CMR,gid-CMR,gid-cm,gid-CM,Gidar,Gidar,GIDAR,Gidar,gid
PIW-TZA,piw-TZA,piw-tz,piw-TZ,Pimbwe,Pimbwe,PIMBWE,Pimbwe,piw
ZMT-AUS,zmt-AUS,zmt-au,zmt-AS,Maringarr,Maringarr,MARINGARR,Maringarr,zmt
OTE-MEX,ote-MEX,ote-mx,ote-MX,Mezquital Otomi,"Otomi, Mezquital","OTOMI, MEZQUITAL","Otomi, Mezquital",ote
LOK-SLE,lok-SLE,lok-sl,lok-SL,Loko,Loko,LOKO,Loko,lok
VMR-MOZ,vmr-MOZ,vmr-mz,vmr-MZ,Marenje,Marenje,MARENJE,Marenje,vmr
PBV-IND,pbv-IND,pbv-in,pbv-IN,Pnar,Pnar,PNAR,Pnar,pbv
KTN-BRA,ktn-BRA,ktn-br,ktn-BR,Karitiâna,Karitiâna,KARITIANA,Karitiâna,ktn
BEO-PNG,beo-PNG,beo-pg,beo-PP,Beami,Beami,BEAMI,Beami,beo
SJU-SWE,sju-SWE,sju-se,sju-SW,Ume Saami,"Saami, Ume","SAAMI, UME","Saami, Ume",sju
BYX-PNG,byx-PNG,byx-pg,byx-PP,Qaqet,Qaqet,QAQET,Qaqet,byx
CDJ-IND,cdj-IND,cdj-in,cdj-IN,Churahi,Churahi,CHURAHI,Churahi,cdj
CUB-BRA,cub-BRA,cub-br,cub-BR,Cubeo,Cubeo,CUBEO,Cubeo,cub
CRT-ARG,crt-ARG,crt-ar,crt-AR,Iyojwa’ja Chorote,"Chorote, Iyojwa’ja","CHOROTE, IYOJWA’JA","Chorote, Iyojwa’ja",crt
MVM-CHN,mvm-CHN,mvm-cn,mvm-CH,Muya,Muya,MUYA,Muya,mvm
KEO-COD,keo-COD,keo-cd,keo-CG,Kakwa,Kakwa,KAKWA,Kakwa,keo
WMS-IDN,wms-IDN,wms-id,wms-ID,Wambon,Wambon,WAMBON,Wambon,wms
YUP-VEN,yup-VEN,yup-ve,yup-VE,Yukpa,Yukpa,YUKPA,Yukpa,yup
KDF-PNG,kdf-PNG,kdf-pg,kdf-PP,Mamusi,Mamusi,MAMUSI,Mamusi,kdf
ARV-ETH,arv-ETH,arv-et,arv-ET,Arbore,Arbore,ARBORE,Arbore,arv
PAS-IDN,pas-IDN,pas-id,pas-ID,Papasena,Papasena,PAPASENA,Papasena,pas
GWD-ETH,gwd-ETH,gwd-et,gwd-ET,Gawwada,Gawwada,GAWWADA,Gawwada,gwd
KYS-MYS,kys-MYS,kys-my,kys-MY,Baram Kayan,"Kayan, Baram","KAYAN, BARAM","Kayan, Baram",kys
GAA-GHA,gaa-GHA,gaa-gh,gaa-GH,Ga,Ga,GA,Ga,gaa
VEL-NLD,vel-NLD,vel-nl,vel-NL,Veluws,Veluws,VELUWS,Veluws,vel
MJU-IND,mju-IND,mju-in,mju-IN,Manna-Dora,Manna-Dora,MANNA-DORA,Manna-Dora,mju
MBS-PHL,mbs-PHL,mbs-ph,mbs-RP,Sarangani Manobo,"Manobo, Sarangani","MANOBO, SARANGANI","Manobo, Sarangani",mbs
TPR-BRA,tpr-BRA,tpr-br,tpr-BR,Tuparí,Tuparí,TUPARI,Tuparí,tpr
TWM-IND,twm-IND,twm-in,twm-IN,Tawang Monpa,"Monpa, Tawang","MONPA, TAWANG","Monpa, Tawang",twm
RIR-IDN,rir-IDN,rir-id,rir-ID,Ribun,Ribun,RIBUN,Ribun,rir
ISO-NGA,iso-NGA,iso-ng,iso-NI,Isoko,Isoko,ISOKO,Isoko,iso
SJG-TCD,sjg-TCD,sjg-td,sjg-CD,Assangori,Assangori,ASSANGORI,Assangori,sjg
PEG-IND,peg-IND,peg-in,peg-IN,Pengo,Pengo,PENGO,Pengo,peg
XEU-PNG,xeu-PNG,xeu-pg,xeu-PP,Keoru-Ahia,Keoru-Ahia,KEORU-AHIA,Keoru-Ahia,xeu
NAJ-GIN,naj-GIN,naj-gn,naj-GV,Nalu,Nalu,NALU,Nalu,naj
HAN-TZA,han-TZA,han-tz,han-TZ,Hangaza,Hangaza,HANGAZA,Hangaza,han
KUY-AUS,kuy-AUS,kuy-au,kuy-AS,Kuuku-Ya’u,Kuuku-Ya’u,KUUKU-YA’U,Kuuku-Ya’u,kuy
BOZ-MLI,boz-MLI,boz-ml,boz-ML,Tiéyaxo Bozo,"Bozo, Tiéyaxo","BOZO, TIEYAXO","Bozo, Tiéyaxo",boz
LNO-SSD,lno-SSD,lno-ss,lno-OD,Lango,Lango,LANGO,Lango,lno
APJ-USA,apj-USA,apj-us,apj-US,Jicarilla Apache,"Apache, Jicarilla","APACHE, JICARILLA","Apache, Jicarilla",apj
SPY-KEN,spy-KEN,spy-ke,spy-KE,Sabaot,Sabaot,SABAOT,Sabaot,spy
RNG-ZAF,rng-ZAF,rng-za,rng-SF,Ronga,Ronga,RONGA,Ronga,rng
ARR-BRA,arr-BRA,arr-br,arr-BR,Karo,Karo,KARO,Karo,arr
KXJ-TCD,kxj-TCD,kxj-td,kxj-CD,Kulfa,Kulfa,KULFA,Kulfa,kxj
KIQ-IDN,kiq-IDN,kiq-id,kiq-ID,Kosare,Kosare,KOSARE,Kosare,kiq
FUE-BEN,fue-BEN,fue-bj,fue-BN,Borgu Fulfulde,"Fulfulde, Borgu","FULFULDE, BORGU","Fulfulde, Borgu",fue
RHG-MMR,rhg-MMR,rhg-mm,rhg-BM,Rohingya,Rohingya,ROHINGYA,Rohingya,rhg
BUL-SRB,bul-SRB,bul-rs,bul-RI,Bulgarian,Bulgarian,BULGARIAN,Bulgarian,bul
SED-VNM,sed-VNM,sed-vn,sed-VM,Sedang,Sedang,SEDANG,Sedang,sed
MES-TCD,mes-TCD,mes-td,mes-CD,Masmaje,Masmaje,MASMAJE,Masmaje,mes
BBO-MLI,bbo-MLI,bbo-ml,bbo-ML,Konabéré,Konabéré,KONABERE,Konabéré,bbo
SBS-NAM,sbs-NAM,sbs-na,sbs-WA,Kuhane,Kuhane,KUHANE,Kuhane,sbs
SSL-GHA,ssl-GHA,ssl-gh,ssl-GH,Western Sisaala,"Sisaala, Western","SISAALA, WESTERN","Sisaala, Western",ssl
SYM-BFA,sym-BFA,sym-bf,sym-UV,Maya Samo,"Samo, Maya","SAMO, MAYA","Samo, Maya",sym
KJI-SLB,kji-SLB,kji-sb,kji-BP,Zabana,Zabana,ZABANA,Zabana,kji
MEV-GIN,mev-GIN,mev-gn,mev-GV,Mano,Mano,MANO,Mano,mev
MGS-TZA,mgs-TZA,mgs-tz,mgs-TZ,Manda,Manda,MANDA,Manda,mgs
NFR-GHA,nfr-GHA,nfr-gh,nfr-GH,Nafaanra,Nafaanra,NAFAANRA,Nafaanra,nfr
MCF-BRA,mcf-BRA,mcf-br,mcf-BR,Matsés,Matsés,MATSES,Matsés,mcf
LNH-MYS,lnh-MYS,lnh-my,lnh-MY,Lanoh,Lanoh,LANOH,Lanoh,lnh
SKR-IND,skr-IND,skr-in,skr-IN,Seraiki,Seraiki,SERAIKI,Seraiki,skr
NUF-MMR,nuf-MMR,nuf-mm,nuf-BM,Nusu,Nusu,NUSU,Nusu,nuf
DAI-TCD,dai-TCD,dai-td,dai-CD,Day,Day,DAY,Day,dai
ZHB-CHN,zhb-CHN,zhb-cn,zhb-CH,Zhaba,Zhaba,ZHABA,Zhaba,zhb
RIA-IND,ria-IND,ria-in,ria-IN,Riang,Riang,RIANG,Riang,ria
ABS-IDN,abs-IDN,abs-id,abs-ID,Ambonese Malay,"Malay, Ambonese","MALAY, AMBONESE","Malay, Ambonese",abs
MLC-VNM,mlc-VNM,mlc-vn,mlc-VM,Cao Lan,Cao Lan,CAO LAN,Cao Lan,mlc
YAA-BOL,yaa-BOL,yaa-bo,yaa-BL,Yaminahua,Yaminahua,YAMINAHUA,Yaminahua,yaa
HUN-AUT,hun-AUT,hun-at,hun-AU,Hungarian,Hungarian,HUNGARIAN,Hungarian,hun
GRV-LBR,grv-LBR,grv-lr,grv-LI,Central Grebo,"Grebo, Central","GREBO, CENTRAL","Grebo, Central",grv
AST-PRT,ast-PRT,ast-pt,ast-PO,Asturian,Asturian,ASTURIAN,Asturian,ast
OSA-USA,osa-USA,osa-us,osa-US,Osage,Osage,OSAGE,Osage,osa
AZN-MEX,azn-MEX,azn-mx,azn-MX,Western Durango Nahuatl,"Nahuatl, Western Durango","NAHUATL, WESTERN DURANGO","Nahuatl, Western Durango",azn
PUI-VEN,pui-VEN,pui-ve,pui-VE,Puinave,Puinave,PUINAVE,Puinave,pui
KWL-NGA,kwl-NGA,kwl-ng,kwl-NI,Kofyar,Kofyar,KOFYAR,Kofyar,kwl
ROG-VNM,rog-VNM,rog-vn,rog-VM,Northern Roglai,"Roglai, Northern","ROGLAI, NORTHERN","Roglai, Northern",rog
BZK-NIC,bzk-NIC,bzk-ni,bzk-NU,Nicaragua Creole English,Nicaragua Creole English,NICARAGUA CREOLE ENGLISH,Nicaragua Creole English,bzk
DAK-CAN,dak-CAN,dak-ca,dak-CA,Dakota,Dakota,DAKOTA,Dakota,dak
XPK-BRA,xpk-BRA,xpk-br,xpk-BR,Kulina Pano,Kulina Pano,KULINA PANO,Kulina Pano,xpk
IXL-GTM,ixl-GTM,ixl-gt,ixl-GT,Ixil,Ixil,IXIL,Ixil,ixl
JBU-NGA,jbu-NGA,jbu-ng,jbu-NI,Jukun Takum,Jukun Takum,JUKUN TAKUM,Jukun Takum,jbu
BDM-NGA,bdm-NGA,bdm-ng,bdm-NI,Yedina,Yedina,YEDINA,Yedina,bdm
COU-GIN,cou-GIN,cou-gn,cou-GV,Wamey,Wamey,WAMEY,Wamey,cou
RAN-IDN,ran-IDN,ran-id,ran-ID,Riantana,Riantana,RIANTANA,Riantana,ran
YKY-CAF,yky-CAF,yky-cf,yky-CT,Yakoma,Yakoma,YAKOMA,Yakoma,yky
SAW-IDN,saw-IDN,saw-id,saw-ID,Sawi,Sawi,SAWI,Sawi,saw
MOH-CAN,moh-CAN,moh-ca,moh-CA,Mohawk,Mohawk,MOHAWK,Mohawk,moh
DHI-IND,dhi-IND,dhi-in,dhi-IN,Dhimal,Dhimal,DHIMAL,Dhimal,dhi
NXR-PNG,nxr-PNG,nxr-pg,nxr-PP,Ninggerum,Ninggerum,NINGGERUM,Ninggerum,nxr
QVJ-ECU,qvj-ECU,qvj-ec,qvj-EC,Loja Highland Quichua,"Quichua, Loja Highland","QUICHUA, LOJA HIGHLAND","Quichua, Loja Highland",qvj
WHU-IDN,whu-IDN,whu-id,whu-ID,Wahau Kayan,"Kayan, Wahau","KAYAN, WAHAU","Kayan, Wahau",whu
NTK-TZA,ntk-TZA,ntk-tz,ntk-TZ,Ikoma-Nata-Isenye,Ikoma-Nata-Isenye,IKOMA-NATA-ISENYE,Ikoma-Nata-Isenye,ntk
OKI-KEN,oki-KEN,oki-ke,oki-KE,Okiek,Okiek,OKIEK,Okiek,oki
LIM-NLD,lim-NLD,lim-nl,lim-NL,Limburgish,Limburgish,LIMBURGISH,Limburgish,lim
WBK-AFG,wbk-AFG,wbk-af,wbk-AF,Waigali,Waigali,WAIGALI,Waigali,wbk
KNC-CMR,knc-CMR,knc-cm,knc-CM,Central Kanuri,"Kanuri, Central","KANURI, CENTRAL","Kanuri, Central",knc
BCF-PNG,bcf-PNG,bcf-pg,bcf-PP,Bamu,Bamu,BAMU,Bamu,bcf
FPE-GNQ,fpe-GNQ,fpe-gq,fpe-EK,Equatorial Guinean Pidgin,Equatorial Guinean Pidgin,EQUATORIAL GUINEAN PIDGIN,Equatorial Guinean Pidgin,fpe
BVB-GNQ,bvb-GNQ,bvb-gq,bvb-EK,Bube,Bube,BUBE,Bube,bvb
WGO-IDN,wgo-IDN,wgo-id,wgo-ID,Waigeo,Waigeo,WAIGEO,Waigeo,wgo
MBR-COL,mbr-COL,mbr-co,mbr-CO,Nukak Makú,Nukak Makú,NUKAK MAKU,Nukak Makú,mbr
EVN-MNG,evn-MNG,evn-mn,evn-MG,Evenki,Evenki,EVENKI,Evenki,evn
KOL-PNG,kol-PNG,kol-pg,kol-PP,Kol,Kol,KOL,Kol,kol
KXP-PAK,kxp-PAK,kxp-pk,kxp-PK,Wadiyara Koli,"Koli, Wadiyara","KOLI, WADIYARA","Koli, Wadiyara",kxp
MEI-SDN,mei-SDN,mei-sd,mei-SU,Midob,Midob,MIDOB,Midob,mei
OKV-PNG,okv-PNG,okv-pg,okv-PP,Orokaiva,Orokaiva,OROKAIVA,Orokaiva,okv
DOK-IDN,dok-IDN,dok-id,dok-ID,Dondo,Dondo,DONDO,Dondo,dok
KDI-UGA,kdi-UGA,kdi-ug,kdi-UG,Kumam,Kumam,KUMAM,Kumam,kdi
PKH-IND,pkh-IND,pkh-in,pkh-IN,Pankhu,Pankhu,PANKHU,Pankhu,pkh
GZN-IDN,gzn-IDN,gzn-id,gzn-ID,Gane,Gane,GANE,Gane,gzn
YRL-VEN,yrl-VEN,yrl-ve,yrl-VE,Nengatu,Nengatu,NENGATU,Nengatu,yrl
KIY-IDN,kiy-IDN,kiy-id,kiy-ID,Kirikiri,Kirikiri,KIRIKIRI,Kirikiri,kiy
SBG-IDN,sbg-IDN,sbg-id,sbg-ID,Seget,Seget,SEGET,Seget,sbg
BHX-IND,bhx-IND,bhx-in,bhx-IN,Bhalay,Bhalay,BHALAY,Bhalay,bhx
WYR-BRA,wyr-BRA,wyr-br,wyr-BR,Wayoró,Wayoró,WAYORO,Wayoró,wyr
STO-CAN,sto-CAN,sto-ca,sto-CA,Stoney,Stoney,STONEY,Stoney,sto
PAC-VNM,pac-VNM,pac-vn,pac-VM,Pacoh,Pacoh,PACOH,Pacoh,pac
XSB-PHL,xsb-PHL,xsb-ph,xsb-RP,Sambal,Sambal,SAMBAL,Sambal,xsb
ZKR-IND,zkr-IND,zkr-in,zkr-IN,Zakhring,Zakhring,ZAKHRING,Zakhring,zkr
BJG-GNB,bjg-GNB,bjg-gw,bjg-PU,Bidyogo,Bidyogo,BIDYOGO,Bidyogo,bjg
THK-KEN,thk-KEN,thk-ke,thk-KE,Kitharaka,Kitharaka,KITHARAKA,Kitharaka,thk
ACP-NGA,acp-NGA,acp-ng,acp-NI,Eastern Acipa,"Acipa, Eastern","ACIPA, EASTERN","Acipa, Eastern",acp
CFG-NGA,cfg-NGA,cfg-ng,cfg-NI,Como Karim,Como Karim,COMO KARIM,Como Karim,cfg
TRJ-TCD,trj-TCD,trj-td,trj-CD,Toram,Toram,TORAM,Toram,trj
OUN-AGO,oun-AGO,oun-ao,oun-AO,!O!ung,!O!ung,!O!UNG,!O!ung,oun
XKB-BEN,xkb-BEN,xkb-bj,xkb-BN,Northern Nago,"Nago, Northern","NAGO, NORTHERN","Nago, Northern",xkb
KHE-IDN,khe-IDN,khe-id,khe-ID,Korowai,Korowai,KOROWAI,Korowai,khe
URD-PAK,urd-PAK,urd-pk,urd-PK,Urdu,Urdu,URDU,Urdu,urd
SLC-COL,slc-COL,slc-co,slc-CO,Sáliba,Sáliba,SALIBA,Sáliba,slc
MBT-PHL,mbt-PHL,mbt-ph,mbt-RP,Matigsalug Manobo,"Manobo, Matigsalug","MANOBO, MATIGSALUG","Manobo, Matigsalug",mbt
BTA-NGA,bta-NGA,bta-ng,bta-NI,Bata,Bata,BATA,Bata,bta
DBM-NGA,dbm-NGA,dbm-ng,dbm-NI,Duguri,Duguri,DUGURI,Duguri,dbm
BOA-COL,boa-COL,boa-co,boa-CO,Bora,Bora,BORA,Bora,boa
DHO-IND,dho-IND,dho-in,dho-IN,Dhodia,Dhodia,DHODIA,Dhodia,dho
ATU-SSD,atu-SSD,atu-ss,atu-OD,Reel,Reel,REEL,Reel,atu
PNG-NGA,png-NGA,png-ng,png-NI,Pangu,Pangu,PANGU,Pangu,png
TBY-IDN,tby-IDN,tby-id,tby-ID,Tabaru,Tabaru,TABARU,Tabaru,tby
SHN-THA,shn-THA,shn-th,shn-TH,Shan,Shan,SHAN,Shan,shn
MOO-VNM,moo-VNM,moo-vn,moo-VM,Monom,Monom,MONOM,Monom,moo
TUZ-BFA,tuz-BFA,tuz-bf,tuz-UV,Turka,Turka,TURKA,Turka,tuz
SEV-CIV,sev-CIV,sev-ci,sev-IV,Nyarafolo Sénoufo,"Sénoufo, Nyarafolo","SENOUFO, NYARAFOLO","Sénoufo, Nyarafolo",sev
ZAU-IND,zau-IND,zau-in,zau-IN,Zangskari,Zangskari,ZANGSKARI,Zangskari,zau
PEP-PNG,pep-PNG,pep-pg,pep-PP,Kunja,Kunja,KUNJA,Kunja,pep
CRK-USA,crk-USA,crk-us,crk-US,Plains Cree,"Cree, Plains","CREE, PLAINS","Cree, Plains",crk
BCR-CAN,bcr-CAN,bcr-ca,bcr-CA,Babine,Babine,BABINE,Babine,bcr
BWK-PNG,bwk-PNG,bwk-pg,bwk-PP,Bauwaki,Bauwaki,BAUWAKI,Bauwaki,bwk
DES-BRA,des-BRA,des-br,des-BR,Desano,Desano,DESANO,Desano,des
BYV-CMR,byv-CMR,byv-cm,byv-CM,Medumba,Medumba,MEDUMBA,Medumba,byv
LAW-IDN,law-IDN,law-id,law-ID,Lauje,Lauje,LAUJE,Lauje,law
BSC-GIN,bsc-GIN,bsc-gn,bsc-GV,Bassari,Bassari,BASSARI,Bassari,bsc
JYY-TCD,jyy-TCD,jyy-td,jyy-CD,Jaya,Jaya,JAYA,Jaya,jyy
DTS-MLI,dts-MLI,dts-ml,dts-ML,Toro So Dogon,"Dogon, Toro So","DOGON, TORO SO","Dogon, Toro So",dts
SEQ-BFA,seq-BFA,seq-bf,seq-UV,Senara Sénoufo,"Sénoufo, Senara","SENOUFO, SENARA","Sénoufo, Senara",seq
CRD-USA,crd-USA,crd-us,crd-US,Coeur d’Alene,Coeur d’Alene,COEUR D’ALENE,Coeur d’Alene,crd
MDS-PNG,mds-PNG,mds-pg,mds-PP,Maria,Maria,MARIA,Maria,mds
TXM-IDN,txm-IDN,txm-id,txm-ID,Tomini,Tomini,TOMINI,Tomini,txm
IHP-IDN,ihp-IDN,ihp-id,ihp-ID,Iha,Iha,IHA,Iha,ihp
AWV-IDN,awv-IDN,awv-id,awv-ID,Jair Awyu,"Awyu, Jair","AWYU, JAIR","Awyu, Jair",awv
CAR-GUY,car-GUY,car-gy,car-GY,Carib,Carib,CARIB,Carib,car
BYN-ERI,byn-ERI,byn-er,byn-ER,Bilen,Bilen,BILEN,Bilen,byn
MKD-BGR,mkd-BGR,mkd-bg,mkd-BU,Macedonian,Macedonian,MACEDONIAN,Macedonian,mkd
KTI-IDN,kti-IDN,kti-id,kti-ID,North Muyu,"Muyu, North","MUYU, NORTH","Muyu, North",kti
MSG-IDN,msg-IDN,msg-id,msg-ID,Moraid,Moraid,MORAID,Moraid,msg
TLV-IDN,tlv-IDN,tlv-id,tlv-ID,Taliabu,Taliabu,TALIABU,Taliabu,tlv
KHH-IDN,khh-IDN,khh-id,khh-ID,Kehu,Kehu,KEHU,Kehu,khh
GHS-PNG,ghs-PNG,ghs-pg,ghs-PP,Guhu-Samane,Guhu-Samane,GUHU-SAMANE,Guhu-Samane,ghs
KKO-SDN,kko-SDN,kko-sd,kko-SU,Karko,Karko,KARKO,Karko,kko
GGB-LBR,ggb-LBR,ggb-lr,ggb-LI,Gbii,Gbii,GBII,Gbii,ggb
PLU-BRA,plu-BRA,plu-br,plu-BR,Palikúr,Palikúr,PALIKUR,Palikúr,plu
KGC-LAO,kgc-LAO,kgc-la,kgc-LA,Kasseng,Kasseng,KASSENG,Kasseng,kgc
BHV-IDN,bhv-IDN,bhv-id,bhv-ID,Bahau,Bahau,BAHAU,Bahau,bhv
CLA-NGA,cla-NGA,cla-ng,cla-NI,Ron,Ron,RON,Ron,cla
KTD-AUS,ktd-AUS,ktd-au,ktd-AS,Kokata,Kokata,KOKATA,Kokata,ktd
ALU-SLB,alu-SLB,alu-sb,alu-BP,’Are’are,’Are’are,’ARE’ARE,’Are’are,alu
BFU-IND,bfu-IND,bfu-in,bfu-IN,Gahri,Gahri,GAHRI,Gahri,bfu
QWA-PER,qwa-PER,qwa-pe,qwa-PE,Corongo Ancash Quechua,"Quechua, Corongo Ancash","QUECHUA, CORONGO ANCASH","Quechua, Corongo Ancash",qwa
THE-NPL,the-NPL,the-np,the-NP,Chitwania Tharu,"Tharu, Chitwania","THARU, CHITWANIA","Tharu, Chitwania",the
RAH-IND,rah-IND,rah-in,rah-IN,Rabha,Rabha,RABHA,Rabha,rah
JGK-NGA,jgk-NGA,jgk-ng,jgk-NI,Gwak,Gwak,GWAK,Gwak,jgk
ASB-CAN,asb-CAN,asb-ca,asb-CA,Assiniboine,Assiniboine,ASSINIBOINE,Assiniboine,asb
TPX-MEX,tpx-MEX,tpx-mx,tpx-MX,Acatepec Me’phaa,"Me’phaa, Acatepec","ME’PHAA, ACATEPEC","Me’phaa, Acatepec",tpx
SAK-GAB,sak-GAB,sak-ga,sak-GB,Sake,Sake,SAKE,Sake,sak
PPA-IND,ppa-IND,ppa-in,ppa-IN,Pao,Pao,PAO,Pao,ppa
TCB-USA,tcb-USA,tcb-us,tcb-US,Tanacross,Tanacross,TANACROSS,Tanacross,tcb
ENG-LBR,eng-LBR,eng-lr,eng-LI,English,English,ENGLISH,English,eng
LIR-LBR,lir-LBR,lir-lr,lir-LI,Liberian English,Liberian English,LIBERIAN ENGLISH,Liberian English,lir
EZA-NGA,eza-NGA,eza-ng,eza-NI,Ezaa,Ezaa,EZAA,Ezaa,eza
