"","P[Y=1]","P[Y=2]","P[Y=3]","P[Y=4]","y_avg","P[Y=6]","P[Y=7]","y_hat","V9","y_obs","latent1","latent2"
"adq",0.675752671753997,0.220073333453831,0.0646114289860277,0.0262880400247065,0.0122608871839452,0.000911151705811131,0.000102486891681575,1,1.48237454011493,2,-1.98773911281605,-1
"adr",0.586806357872765,0.259709441987819,0.0891366576776188,0.0405837190874836,0.0215757288531874,0.00193389262704813,0.000254201894078099,1,1.65723150451797,1,-0.978424271146813,0
"adt",0.0488065001396432,0.147670927751792,0.164215571620913,0.181393942594009,0.292838820438927,0.1103208798697,0.0547533575850145,5,4.07176372538994,5,-4.70716117956107,0
"adw",0.0930001647319579,0.208448842000009,0.189546189830388,0.178937094680221,0.234605323881928,0.0689333310945617,0.0265290537809354,5,3.56661477938758,2,-1.76539467611807,3
"adx",0.868759926876392,0.103988427858793,0.0195016062716659,0.00577911793524122,0.00188282086416303,8.20977818137836e-05,6.00241193093876e-06,1,1.16830678104516,1,-0.998117179135837,0
"ady",0.885168281113153,0.0922695129511465,0.0163727883134568,0.00466839302121247,0.00145736279048048,5.95288503381086e-05,4.13296021239962e-06,1,1.14517216181658,1,-0.99854263720952,0
"adz",0.969687658071905,0.0266145888959709,0.00295154297446876,0.000609069839592413,0.000133846102528312,3.1516679188659e-06,1.42447615592012e-07,1,1.03489688179909,1,-0.999866153897472,0
"aea",0.000545526883795331,0.00633074067811391,0.0177730926808056,0.0416800538707764,0.196196621858378,0.233892409880477,0.503581554147653,7,6.14265494937387,7,-6.80380337814162,0
"aee",0.878738860217918,0.0968976094063357,0.0175820770939303,0.00509174086504627,0.00161708886765721,6.78160982189313e-05,4.80745089370682e-06,1,1.15417326685642,1,-0.998382911132343,0
"aek",0.110852797640864,0.22648534823888,0.193718062252722,0.174422849292673,0.215006780380308,0.0585860322365542,0.0209281299579986,2,3.41571608307434,5,-4.78499321961969,-3
"ael",0.735762703008304,0.188251616108966,0.049198787289317,0.0184213986657474,0.00780978502682295,0.000505024696982326,5.06852038602013e-05,1,1.37598176150021,1,-0.992190214973177,0
"aem",0.158049635796955,0.262597039515534,0.196282118472905,0.159361523665398,0.171930957733972,0.0396946577244147,0.0120840670908205,2,3.09194736956042,5,-4.82806904226603,-3
"aeq",0.125401730682774,0.239219486918911,0.195600157780662,0.170114897042146,0.200487248699702,0.0516848356908565,0.0174916431849478,2,3.30608752596945,2,-1.7995127513003,0
"aer",0.61218325473871,0.249360312313524,0.0819669535258868,0.0361724255085865,0.0185406977030387,0.00157777768424738,0.00019857852600691,1,1.60505464628049,1,-0.981459302296961,0
"aeu",0.685268394283437,0.215291621045054,0.0620990357595504,0.0249476635263927,0.0114667873595488,0.000834280626519579,9.22173994980513e-05,1,1.46492454011111,3,-2.98853321264045,-2
"aew",0.752256141743493,0.17882258079013,0.0451557449884769,0.0164995371208214,0.00680276987627026,0.000422239172138572,4.09863086699991e-05,1,1.34820087534734,3,-2.99319723012373,-2
"aey",0.929994446479554,0.0586427491055809,0.00860848627820598,0.00215242194652721,0.000581776607153195,1.90118270846362e-05,1.10775589445833e-06,1,1.08474579960098,2,-1.99941822339285,-1
"aez",0.810614799549532,0.143142526598877,0.0316174513527363,0.0105091169808033,0.00389248705482503,0.000206033544202455,1.75849190241495e-05,1,1.25461040570122,1,-0.996107512945175,0
"afd",0.584169542410594,0.260739039328537,0.0898883674768992,0.0410577525642438,0.0219102139777343,0.00197439321610438,0.000260691025887327,1,1.66276600012185,1,-0.978089786022266,0
"afe",0.922145981243264,0.0647097287637115,0.0098761042640797,0.00253658803524426,0.00070598973193281,2.4149661003281e-05,1.45830076470066e-06,1,1.09502515843494,1,-0.999294010268067,0
"afi",0.606237561379387,0.251855855567852,0.083635792254134,0.0371816309766574,0.0192226232775188,0.00165597340208579,0.000210563142364451,1,1.61710607198078,3,-2.98077737672248,-2
"afk",0.756719864500582,0.176220878602747,0.0440770886889781,0.0159969079894752,0.00654497584279012,0.000401654006771168,3.86303686567002e-05,1,1.34078573556609,1,-0.99345502415721,0
"afn",0.562750643837172,0.268775444546133,0.096036734419537,0.0450194147594351,0.024768483698387,0.00233024999568721,0.00031902874364842,1,1.70854651489739,5,-4.97523151630161,-4
"afo",0.918100331247303,0.0678061406040797,0.0105458680400933,0.00274417015824058,0.000774729770148697,2.70953337025981e-05,1.66484643171483e-06,1,1.10037477198669,1,-0.999225270229851,0
"afp",0.616630298568169,0.247465857642691,0.0807233953332224,0.035427242058976,0.0180419345741873,0.00152126943806086,0.000190002384693244,1,1.59610847428128,1,-0.981958065425813,0
"afr",0.999379121729988,0.000593152841962818,2.47628365414032e-05,2.66278452598634e-06,2.9748515772976e-07,2.27777019468078e-09,4.40542047286385e-11,1,1.00065186846243,1,-0.999999702514842,0
"afs",0.370649120900315,0.310934581125559,0.152342182035074,0.0900159029736803,0.0653402715084955,0.00900569105168547,0.00171225040519096,1,2.2023296978403,4,-3.9346597284915,-3
"aft",0.305247840805943,0.309953079094215,0.17019999627257,0.109471540255554,0.0881660705344519,0.0139596831683008,0.00300178986896515,2,2.41924112959912,2,-1.91183392946555,0
"afu",0.960795824831767,0.034004554128824,0.00409266751849979,0.000892984869696689,0.000208310213347329,5.39594487958261e-06,2.62492985569907e-07,1,1.04573063931061,1,-0.999791689786653,0
"afz",0.423128889859165,0.305400450972868,0.137115001404336,0.0759541658434095,0.0509855262346377,0.00632052198050925,0.00109544370507486,1,2.04961032838332,2,-1.94901447376536,-1
"agb",0.957545361540657,0.0366722231338338,0.00453024214689046,0.00100621095653652,0.00023925514360601,6.38888938997439e-06,3.18189086745413e-07,1,1.04974221445312,1,-0.999760744856394,0
"agc",0.970994468772262,0.0255164112601364,0.00279128453009581,0.000570662888403017,0.000124166547620375,2.8775285186855e-06,1.28472963600856e-07,1,1.03332279365639,1,-0.99987583345238,0
"agd",0.923398204192133,0.0637470930193244,0.00967101323573893,0.0024736464838786,0.00068536542548292,2.32796098506016e-05,1.39803359167079e-06,1,1.09337630689517,1,-0.999314634574517,0
"age",0.884756073403661,0.092567645222265,0.0164496570894874,0.00469507383316603,0.00146733691461365,6.00394547338734e-05,4.17408207253889e-06,1,1.1457467703253,1,-0.998532663085386,0
"agg",0.729567433407615,0.191718117151873,0.0507401496233894,0.0191697228896061,0.0082108104334836,0.000539003394418258,5.47630996154957e-05,1,1.38657442237119,1,-0.991789189566516,0
"agh",0.930181985377172,0.0584967921170869,0.00857872440739982,0.00214354486940382,0.000578955008862625,1.88980718213161e-05,1.10014825316362e-06,1,1.08450178682417,1,-0.999421044991137,0
"agj",0.742408945456976,0.184487022283363,0.0475588777783036,0.0176346847358897,0.00739353200887483,0.000470356334307032,4.65814022854172e-05,1,1.36471423016839,1,-0.992606467991125,0
"agk",0.0828432842056211,0.196790074673053,0.185993693144146,0.180926668842442,0.246724985548842,0.0760317156829385,0.0306895779029575,5,3.66275345551648,5,-4.75327501445116,0
"agl",0.664179125136165,0.22575210446919,0.0676991780364131,0.0279664068143091,0.0132750593488605,0.00101189628771736,0.000116229907344612,1,1.50390677926304,1,-0.986724940651139,0
"agm",0.827041440189605,0.132449140036377,0.0280438756223067,0.00904794531735986,0.00324106777614241,0.000163155223284583,1.3375834924112e-05,1,1.22954102946361,1,-0.996758932223858,0
"agn",0.76589632978131,0.170805865699592,0.0418810311319215,0.0149868879232717,0.00603413698750277,0.000361629988453349,3.41184879489864e-05,1,1.32567800055322,1,-0.993965863012497,0
"ago",0.772697774238391,0.166734754819588,0.0402723441422926,0.014258417506627,0.0056717841988414,0.000333878636056051,3.10464582035097e-05,1,1.31459750434892,1,-0.994328215801159,0
"agq",0.916475308976604,0.0690440682454253,0.0108179216539891,0.00282935958882669,0.000803250972733927,2.83375152645426e-05,1.75304715666069e-06,1,1.10253320007008,1,-0.999196749027266,0
"agr",0.865188768283447,0.106499035158034,0.0202007692245436,0.0060340244332957,0.0019832782277045,8.76477784303997e-05,6.47689454391642e-06,1,1.17341286007724,1,-0.998016721772296,0
"ags",0.909890480012581,0.0740267557007561,0.0119376029754817,0.00318508161166697,0.000924208688596551,3.37282595564981e-05,2.14275136123376e-06,1,1.11133553904706,1,-0.999075791311403,0
"agt",0.568599842216046,0.266639168819066,0.0943505619588073,0.0439177911547695,0.0239624317317986,0.00222814914860159,0.000302054970910848,1,1.69589646869666,1,-0.976037568268201,0
"agu",0.659454598486249,0.228026684766218,0.0689694483570408,0.0286668392131321,0.0137047418634347,0.00105542479234189,0.000122262521583427,1,1.51279576566464,1,-0.986295258136565,0
"agv",0.690409447462765,0.212666257851219,0.0607518650564816,0.0242382501751466,0.0110522715711434,0.000794877636264735,8.7030246980202e-05,1,1.4555903944374,4,-3.98894772842886,-3
"agw",0.710138991083052,0.202320556606849,0.0556509341846667,0.0216109616243254,0.00955264077941198,0.000656640750078985,6.9274971616462e-05,1,1.4203647265469,1,-0.990447359220588,0
"agx",0.695783190067936,0.209890796891098,0.0593515432887016,0.023507730185793,0.0106296474539979,0.000755226794433517,8.18653180406637e-05,1,1.44590298972228,1,-0.989370352546002,0
"agy",0.378263772034695,0.310455252519462,0.150166199810912,0.0878898866120276,0.0630627918152941,0.00855725328248891,0.00160484392512072,1,2.17912380920171,1,-0.936937208184706,0
"agz",0.64274071470621,0.235868184230418,0.0735069848802798,0.0312165966625025,0.0153004454073156,0.00122132818171072,0.000145745931562913,1,1.54471484210568,1,-0.984699554592684,0
"aha",0.962389841080809,0.0326899232945916,0.00388192352045458,0.000839268758908052,0.000193862174875825,4.94357749669661e-06,2.37592864382741e-07,1,1.0437731687564,1,-0.999806137825124,0
"ahb",0.519387464587929,0.28319533402737,0.108675919609724,0.0536589867077458,0.0313898308156717,0.0032185439971445,0.000473920254414506,1,1.80601969814495,1,-0.968610169184328,0
"ahg",0.448423909568156,0.300982269023113,0.129650913136964,0.0696648608897463,0.0450807828527664,0.00531518798792363,0.00088207654132999,1,1.98147020856494,5,-4.95491921714723,-4
"ahh",0.685195416723976,0.215328676997815,0.0621182109865053,0.0249578079908348,0.0114727439837808,0.000834850506679641,9.22928104084564e-05,1,1.4650575082743,2,-1.98852725601622,-1
"ahi",0.853233531745583,0.114801591922896,0.0225865748405595,0.00692141815623992,0.00234061128373653,0.00010801112268144,8.2609283039714e-06,1,1.19069106239091,1,-0.997659388716263,0
"ahk",0.96757718469068,0.0283813686291642,0.00321455773432755,0.000672933079497784,0.000150165109869094,3.62384175345287e-06,1.66914708277233e-07,1,1.03744906447281,1,-0.999849834890131,0
"ahl",0.851652186317501,0.115888080996503,0.022907242978468,0.00704271147665425,0.00239033923512633,0.000110918242451019,8.52075329693669e-06,1,1.19299777405594,1,-0.997609660764874,0
"ahm",0.707028342113083,0.20398003595523,0.0564477219059861,0.022015219252034,0.00977969575419191,0.000677124693464481,7.18603260104755e-05,1,1.42585670596346,1,-0.990220304245808,0
"ahn",0.630339915280426,0.241476687998921,0.0769156900206587,0.0331815041956147,0.0165634451118762,0.00135723157030865,0.000165525822194867,1,1.5688856738593,1,-0.983436554888124,0
"aho",0.00889993769092951,0.0496003478800483,0.0838488758512272,0.129402231426339,0.331047121485974,0.209715015454452,0.18748647021103,5,5.10318717834386,6,-5.66895287851403,-1
"ahp",0.835947789235407,0.126531062607147,0.0261539766259181,0.00829679623881152,0.00291626530993527,0.000142676852414203,1.14331303677773e-05,1,1.21617644885944,1,-0.997083734690065,0
"ahs",0.93772933704406,0.0525836401822699,0.00740231770933553,0.00179820286225751,0.000471025783504553,1.46546439162565e-05,8.21774656656338e-07,1,1.07474519118925,1,-0.999528974216495,0
"aht",0.00807085703561834,0.0463491429750442,0.0799941381904942,0.12554703447623,0.328915757596225,0.213809591837708,0.19731347788868,5,5.15157037969024,4,-3.67108424240378,1
"aia",0.761975175867776,0.173130661707091,0.0428158556961898,0.0154146491936067,0.00624930235843313,0.000378361863881183,3.59933130228418e-05,1,1.33211129931157,1,-0.993750697641567,0
"aib",0.334425825549099,0.311573620886238,0.16245253739156,0.10052893835997,0.0772085835084555,0.0114774666727642,0.0023330276319129,1,2.31828534393839,2,-1.92279141649154,-1
"aic",0.346625775686554,0.311671409561261,0.159098355297467,0.0969146163621896,0.0730108824632537,0.0105774309188532,0.00210152971042099,1,2.27815183195257,4,-3.92698911753675,-3
"aid",0.00036279910459695,0.00461377189306147,0.0137958722217656,0.0341139168531468,0.173931616177031,0.224327533779103,0.548854489971295,7,6.24503834032744,7,-6.82606838382297,0
"aie",0.794459628550557,0.153380188672068,0.0352381130841056,0.0120421447972664,0.00460205726871799,0.000255247366415023,2.26202608696324e-05,1,1.27980303670424,3,-2.99539794273128,-2
"aif",0.746123928851888,0.182362186605418,0.0466484960579376,0.0172021715525799,0.00716705544464769,0.000451757070692227,4.44044168369517e-05,1,1.35845912701211,1,-0.992832944555352,0
"aig",0.905542767393273,0.0772875407555513,0.012691672930947,0.00342912658343986,0.00100885051346455,3.76119031407773e-05,2.42992018306687e-06,1,1.11719630745843,1,-0.998991149486535,0
"aih",0.312351621269601,0.310535025060416,0.168354407724361,0.107256096072996,0.0853721548552343,0.013308512476358,0.00282218254103428,1,2.39397640577706,2,-1.91462784514477,-1
"aii",0.785299032248209,0.159062753967031,0.0373358712753924,0.0129538655395377,0.0050360243283597,0.000286532048893284,2.5920592576556e-05,1,1.29432837424979,2,-1.99496397567164,-1
"aik",0.750528140188988,0.179824063306452,0.0455751193051167,0.0166961108902051,0.00690422817337688,0.00043041025710866,4.19278787527899e-05,1,1.35108316583887,1,-0.993095771826623,0
"ail",0.551285206073079,0.272833445261658,0.0993561810934941,0.0472223011969124,0.0264062587664299,0.00254183093773253,0.000354776670693946,1,1.73367556081793,3,-2.97359374123357,-2
"aim",0.806088323705058,0.146038838051509,0.0326215426801713,0.0109290388151292,0.00408426840450793,0.000219087701054721,1.89006425692639e-05,1,1.26161495583596,1,-0.995915731595492,0
"ain",0.00710590433958796,0.0424066764433082,0.075161482261242,0.120538017863363,0.325617944015336,0.218785275367403,0.21038469970976,5,5.2130500457128,5,-4.67438205598466,0
"aio",0.221728731215868,0.292589723118006,0.188859483384871,0.137163587079784,0.128496541765125,0.024785266138695,0.00637666729765018,2,2.75797195266698,2,-1.87150345823488,0
"aip",0.233968706687837,0.29649179394267,0.18658653445463,0.132943140676391,0.121588143785782,0.0227366156096964,0.00568506484299469,2,2.70264032713068,5,-4.87841185621422,-3
"aiq",0.932024201079393,0.0570605527065596,0.00828771472698697,0.00205710238071655,0.000551599453898155,1.78024091300744e-05,1.02724331574322e-06,1,1.08210886262382,1,-0.999448400546102,0
"air",0.532123400821324,0.279224754544683,0.104941495697031,0.0510340879565078,0.0293218359288488,0.00293183841305034,0.000422586638554212,1,1.77669206542024,1,-0.970678164071151,0
"ait",0.000300211611860066,0.00397963558736664,0.0122444428702921,0.0310152987583437,0.164005767297614,0.219202181041001,0.569252462833523,7,6.28906316899958,7,-6.83599423270239,0
"aiw",0.960201858465639,0.0344933249987835,0.00417185049200097,0.000913307283474385,0.000213816314108661,5.57027486669526e-06,2.72171127080334e-07,1,1.04646169749074,1,-0.999786183685891,0
"aix",0.829962095069819,0.130517775958062,0.0274203465764058,0.00879843882420872,0.00313239581820679,0.000156233776208436,1.27139770892404e-05,1,1.2251408215999,1,-0.996867604181793,0
"aja",0.731109345508617,0.190859210023371,0.0503553924102337,0.0189821205583439,0.00810981347612438,0.000530393324710943,5.37246985989892e-05,1,1.38392992523852,5,-4.99189018652388,-4
"ajg",0.993091412793966,0.00635981238577854,0.000464465185467944,7.23207209657462e-05,1.1812072719386e-05,1.71481364996673e-07,5.35973776472076e-09,1,1.00755384277574,1,-0.999988187927281,0
"aji",0.464008002603478,0.297736479172445,0.125037243574087,0.0659451744776078,0.0417306533658478,0.00477131322523716,0.000771133581297212,1,1.9410524708308,1,-0.958269346634152,0
