"","P[Y=1]","P[Y=2]","P[Y=3]","P[Y=4]","y_avg","P[Y=6]","P[Y=7]","y_hat","V9","y_obs","latent1","latent2"
"mva",0.920070805458454,0.0663005940154275,0.0102182976274834,0.00264225997060585,0.000740846287226149,2.56346840710187e-05,1.56195673184367e-06,1,1.09776489949186,1,-0.999259153712774,0
"mvb",0.000242741148925658,0.00336886136106413,0.0106973349148045,0.0278278239104127,0.153229750781555,0.213023127351637,0.591610360531602,7,6.33594380599592,6,-5.84677024921845,1
"mvd",0.716278370085456,0.199014381911996,0.0540867537952912,0.0208239773003929,0.00911454262533717,0.000617582373803494,6.4391907723671e-05,1,1.40959225522046,1,-0.990885457374663,0
"mve",0.956589452731607,0.0374534702678042,0.00466086999150017,0.00104043789422392,0.00024873400975034,6.69923744611722e-06,3.35867668344036e-07,1,1.05092697136572,1,-0.99975126599025,0
"mvf",0.923149929346303,0.06393811202809,0.00971159177772862,0.00248607631178155,0.000689430121757373,2.34505664866713e-05,1.40984785301779e-06,1,1.09370295692547,2,-1.99931056987824,-1
"mvg",0.518540868555953,0.283451260405175,0.108924696439166,0.0538360857095102,0.0315311301922784,0.00323843288467496,0.000477525813243007,1,1.80799075048398,3,-2.96846886980772,-2
"mvh",0.719504413188933,0.197260693860304,0.0532693625722989,0.0204162163146718,0.00888960494408231,0.000597770072632176,6.19390470777414e-05,1,1.40396697237087,1,-0.991110395055918,0
"mvi",0.502939541762113,0.287985464481425,0.113519391705288,0.0571585993650731,0.0342237397897055,0.0036246275701044,0.000548635326291014,1,1.84480995495431,3,-2.96577626021029,-2
"mvk",0.689302514681212,0.213234007233615,0.0610413139082612,0.0243901247123818,0.0111406742898716,0.000803238724018218,8.81264506397139e-05,1,1.4575946586707,1,-0.988859325710128,0
"mvl",0.00118798413083632,0.0114735263060554,0.0283756475865435,0.0598566080248598,0.240613400688185,0.244874158397211,0.413618674866309,7,5.91633108949037,7,-6.75938659931182,0
"mvm",0.380139395298785,0.310319630686644,0.149628050701277,0.0873706936827061,0.0625126038125658,0.00845017831755157,0.00157944750047034,1,2.17346580497816,2,-1.93748739618743,-1
"mvo",0.83036258807824,0.130252228411642,0.0273351308924803,0.00876446752717708,0.00311765941833608,0.000155300533914549,1.26251382098763e-05,1,1.22453878395031,1,-0.996882340581664,0
"mvp",0.842746100054151,0.121956476330196,0.0247348083888149,0.00774287680844965,0.00268137256777012,0.00012826998885751,1.00958617607061e-05,1,1.20608213891911,1,-0.99731862743223,0
"mvq",0.37803821511405,0.310471097980478,0.150230860466274,0.0879524425347786,0.0631292400366678,0.00857021827974302,0.0016079255880086,1,2.1798057515908,3,-2.93687075996333,-2
"mvr",0.426557934147361,0.304865038136226,0.136106012826213,0.0750831541167903,0.0501494327503057,0.00617459376875251,0.00106383425435075,1,2.04018023151011,1,-0.949850567249694,0
"mvs",0.121760854814814,0.236182037206784,0.195237654899875,0.171232159761623,0.20400712728109,0.0533036899330419,0.0182764761027726,2,3.33255964169761,5,-4.79599287271891,-3
"mvt",0.474820849247754,0.295259005683275,0.121834609790599,0.0634328790534877,0.0395264197668,0.00442415776182103,0.000702078696263375,1,1.91366580247882,2,-1.9604735802332,-1
"mvu",0.663706455976001,0.225980809247045,0.0678260113870813,0.0280360816218688,0.0133176327280019,0.00101618696723227,0.000116822072769307,1,1.5047934750716,1,-0.986682367271998,0
"mvv",0.701515896592275,0.206894860227678,0.0578666568219244,0.0227407566249487,0.0101905922682743,0.000714604525966611,7.66329389335629e-05,1,1.4356456330829,1,-0.989809407731726,0
"mvw",0.772498627817421,0.166854652954416,0.0403192130220015,0.0142795040908172,0.00568220010398446,0.000334668755274659,3.11332560852806e-05,1,1.31492053499969,1,-0.994317799896016,0
"mvy",0.938345184968288,0.0520977089457094,0.00730820796963561,0.00177105903005226,0.000462701184684833,1.43365377051063e-05,8.0136392510699e-07,1,1.07395459758595,1,-0.999537298815315,0
"mvz",0.85825119323297,0.111336064385297,0.0215768876668088,0.006542602197665,0.00218665610572322,9.91222050036322e-05,7.47420653202102e-06,1,1.18340472699901,1,-0.997813343894277,0
"mwb",0.553864696503465,0.271935548033283,0.0986077965008156,0.0467216482164491,0.0260310047649405,0.00249286901108792,0.000346436969959063,1,1.72798307161922,3,-2.97396899523506,-2
"mwe",0.988511298618477,0.0104399821692597,0.000872760492395819,0.000148778304302266,2.67112818579385e-05,4.53191573268619e-07,1.59421338352672e-08,1,1.01274104480506,1,-0.999973288718142,0
"mwf",0.34324268012047,0.311677092239201,0.160034286396213,0.0979094262068837,0.0741536247145371,0.0108196563015681,0.00216323402112695,1,2.28916612814503,1,-0.925846375285463,0
"mwg",0.794575229399233,0.153307911824163,0.0352118439471698,0.0120308360025293,0.00459672935596112,0.00025486870518876,2.25807657543431e-05,1,1.27962085327041,1,-0.995403270644039,0
"mwh",0.735303228328074,0.188510125203663,0.0493126844989326,0.0184764010529355,0.00783909289927398,0.000507488900042707,5.0979117077854e-05,1,1.37676438816011,1,-0.992160907100726,0
"mwi",0.452167459055232,0.300238189967929,0.128543209844647,0.0687606187526476,0.0442567897790958,0.00517961684115709,0.000854115759292062,1,1.97165640379309,2,-1.9557432102209,-1
"mwk",0.981946620229034,0.0161755652370071,0.00153548987009733,0.000285154461693082,5.60256996696706e-05,1.10117077856131e-06,4.33317203230033e-08,1,1.02033187700517,1,-0.99994397430033,0
"mwl",0.721031990332436,0.196426365468297,0.0528834185546108,0.0202245197588599,0.00878434577805765,0.000588556132295803,6.08039754433909e-05,1,1.40131174948047,1,-0.991215654221942,0
"mwm",0.971346972279602,0.0252196263015068,0.00274840528947506,0.000560453930677274,0.00012161140715039,2.80593810719765e-06,1.24853481553444e-07,1,1.03289902311252,1,-0.99987838859285,0
"mwn",0.974795806380007,0.022303036910125,0.00233700850440421,0.000464027794119248,9.7870326292937e-05,2.15739677678073e-06,9.26882751661751e-08,1,1.02877196172,1,-0.999902129673707,0
"mwp",0.405191809159166,0.307864437457368,0.142371309805925,0.080605377929533,0.0555525373007014,0.00713816632689057,0.0012763620204157,1,2.09998234381757,1,-0.944447462699299,0
"mwq",0.908589456224526,0.075004928809711,0.0121620405894848,0.0032573490070007,0.000949136428194941,3.48628244184468e-05,2.22611666456096e-06,1,1.11308527354454,1,-0.999050863571805,0
"mws",0.897412327728052,0.0833245037142957,0.014132180530847,0.00390487211820079,0.00117747963018933,4.56006966197409e-05,3.03558179581831e-06,1,1.12825961662522,1,-0.998822520369811,0
"mwt",0.48796070383584,0.292006948312078,0.117945127849163,0.0604546880603168,0.0369736500617868,0.00403289990869171,0.00062598197212449,1,1.88107625981471,2,-1.96302634993821,-1
"mwu",0.00173185244907795,0.0152286962875703,0.0352973491475999,0.0705539806290009,0.261978806064589,0.245897612338272,0.36931170308389,7,5.79075884092283,7,-6.73802119393541,0
"mwv",0.346629060932781,0.311671391972302,0.159097444379325,0.096913653112695,0.0730097805613864,0.0105771983588251,0.00210147068268607,1,2.27814117820482,1,-0.926990219438614,0
"mww",0.979689887827619,0.0181217601671158,0.00178036174012419,0.000338398898243386,6.81410841423258e-05,1.3937413196885e-06,5.65414353115301e-08,1,1.02297755263387,1,-0.999931858915858,0
"mwz",0.772871823172783,0.16662993251844,0.0402313935443549,0.0142400003591234,0.00566269046836732,0.000333189185195759,3.09707517353042e-05,1,1.31431525299438,1,-0.994337309531633,0
"mxa",0.446848073130456,0.301288662423474,0.130117037858496,0.0700475342105172,0.0454313631456422,0.00537322256184447,0.000894106669570238,1,1.98562154618123,1,-0.954568636854358,0
"mxb",0.76651820246516,0.170435668995262,0.041733266597045,0.0149195710641749,0.0060004363925551,0.000359026244611815,3.382824119047e-05,1,1.3246607616223,1,-0.993999563607445,0
"mxc",0.989997658815852,0.0091239157417069,0.000734608887126842,0.000122107079429501,2.13508116546635e-05,3.46858390676275e-07,1.18058398612675e-08,1,1.01104666312786,1,-0.999978649188345,0
"mxd",0.650338687472752,0.232343388678918,0.0714359650131324,0.0300435565168028,0.0145602149981245,0.00114354571488873,0.000134641605380792,1,1.53011242645482,1,-0.985439785001875,0
"mxf",0.648813243132456,0.233056415892837,0.0718506693304151,0.0302771968327792,0.0147068233422003,0.0011588394073786,0.000136812061933944,1,1.5330317078293,2,-1.9852931766578,-1
"mxg",0.853000134832517,0.114962122346222,0.0226338298658955,0.0069392628413375,0.0023479142299544,0.000108436971557935,8.29891251552528e-06,1,1.19103120585473,1,-0.997652085770046,0
"mxh",0.796376804232052,0.152179692364174,0.0348031162771438,0.0118552270055001,0.00451416985983843,0.000249018286616387,2.19719746759051e-05,1,1.27678520865545,2,-1.99548583014016,-1
"mxj",0.875410220224415,0.0992752810768193,0.0182166919989994,0.00531693949419021,0.0017032980599776,7.23837925545867e-05,5.18535304416812e-06,1,1.15886570687834,1,-0.998296701940022,0
"mxl",0.975180101766684,0.0219765621556957,0.00229211012809405,0.00045367870677826,9.53669091968701e-05,2.09087523561635e-06,8.9458315755131e-08,1,1.02831427729508,1,-0.999904633090803,0
"mxm",0.816268942344698,0.139494160891281,0.0303748276904534,0.00999507777494968,0.00366045653206004,0.000190495753748854,1.60390128082222e-05,1,1.24591958857087,1,-0.99633954346794,0
"mxn",0.620038515950313,0.245997867295842,0.0797730824112951,0.0348616961415927,0.0176661149428253,0.00147907694656491,0.000183646311566976,1,1.58929084291674,2,-1.98233388505717,-1
"mxo",0.731821457097038,0.190461672318999,0.0501779502166602,0.0188957823832314,0.00806343612305216,0.000526451427893648,5.3250433124985e-05,1,1.38271042413244,1,-0.991936563876948,0
"mxp",0.683974506794429,0.215947742077894,0.0624392258587607,0.0251278332307697,0.0115727011803859,0.00084442891748493,9.35619402758769e-05,1,1.46728401443835,1,-0.988427298819614,0
"mxq",0.763463884027179,0.172249947643576,0.0424603091547878,0.0152515735103801,0.00616706814822132,0.000371945164197363,3.52723516584552e-05,1,1.32966491900812,1,-0.993832931851779,0
"mxr",0.223304215138501,0.29312164290182,0.188578652453411,0.136618081892424,0.127584847967631,0.0245101348285948,0.00628242481761743,2,2.75071780840512,4,-3.87241515203237,-2
"mxs",0.537392064268063,0.277516869455471,0.103401487728072,0.0499696419054431,0.0284972403023951,0.00281982941909864,0.000402866921456968,1,1.76473408046176,1,-0.971502759697605,0
"mxt",0.729285336476832,0.191874979759109,0.0508106228125841,0.0192041425717496,0.00822937382980093,0.000540589759535748,5.49547903880843e-05,1,1.38705882595874,1,-0.991770626170199,0
"mxu",0.885586237581973,0.0919670243690635,0.0162949411469828,0.00464140476166897,0.00144728660939264,5.90139763666508e-05,4.09155455205479e-06,1,1.14458988659475,1,-0.998552713390607,0
"mxv",0.89414674592229,0.0857272448022967,0.0147215631581659,0.00410300377147499,0.00124905049951274,4.90862793915969e-05,3.305566868117e-06,1,1.13274084922927,1,-0.998750949500487,0
"mxw",0.559104328620523,0.270084688123964,0.0970904149147301,0.045713722707162,0.0252809490505206,0.00239586359332233,0.000330032989777851,1,1.71648999818227,1,-0.974719050949479,0
"mxx",0.972676024167625,0.0240984803458264,0.00258810022331957,0.00052254687945863,0.000112191684520702,2.54493058959859e-06,1.11768659882827e-07,1,1.03130448343383,1,-0.999887808315479,0
"mxy",0.652997419752232,0.231094231737192,0.0707144995351083,0.02963857934015,0.0143070720733915,0.00111726994681793,0.0001309276151088,1,1.52503917254617,2,-1.98569292792661,-1
"mya",0.999709598834113,0.000279358401560237,9.97604438035538e-06,9.68489209829393e-07,9.75942718861589e-08,6.25854479352483e-10,1.06097353125278e-11,1,1.00030260952797,1,-0.999999902405728,0
"myb",0.956574197405153,0.0374659262930827,0.00466296170069813,0.00104098751057524,0.000248886677019389,6.70425876869718e-06,3.36154703184377e-07,1,1.05094589715634,1,-0.999751113322981,0
"myc",0.639231457095333,0.237473560023865,0.0744680658146079,0.0317662806738418,0.0156508709645766,0.001258636446137,0.000151128981639159,1,1.55151197365343,4,-3.98434912903542,-3
"mye",0.928446938709277,0.0598453615117776,0.00885502725314447,0.00222621491700459,0.000605319463568899,1.99662817037538e-05,1.17186352410759e-06,1,1.08676220121302,1,-0.999394680536431,0
"myf",0.657730907774661,0.228850207964865,0.0694342748839631,0.028924603077503,0.0138638143311087,0.00107166463770048,0.000124527330198632,1,1.51605331145943,1,-0.986136185668891,0
"myg",0.778510855285393,0.163216445648891,0.0389105291684471,0.0136493483712909,0.00537283098426833,0.000311396829387411,2.85937123213342e-05,1,1.3052054194576,2,-1.99462716901573,-1
"myh",0.0529891842685171,0.154755988247791,0.168026132073438,0.182147159682978,0.286746242315565,0.104875874278389,0.0504594191333226,5,4.01137058689774,6,-5.71325375768443,-1
"myj",0.690472850536706,0.212633697129963,0.0607352962176974,0.0242295655341702,0.0110472220345368,0.000794400749893898,8.69677970327665e-05,1,1.45547568483768,5,-4.98895277796546,-4
"myk",0.98697821596909,0.0117901931615505,0.00102024241765941,0.00017800288283687,3.27464051332882e-05,5.78197460576746e-07,2.09662698313906e-08,1,1.01449868905083,1,-0.999967253594867,0
"myl",0.573197592069931,0.264928999392469,0.0930288123604688,0.0430623158004843,0.0233424574603915,0.00215054455548247,0.000289278360773082,1,1.68603179429848,1,-0.976657542539608,0
"mym",0.97231891558222,0.0244000655262073,0.00263095947672087,0.000532641097324649,0.000114689435242621,2.61368425669151e-06,1.15198028116659e-07,1,1.03173242512205,1,-0.999885310564757,0
"myo",0.469011601670245,0.296612642341783,0.123555191114526,0.0647756773789213,0.0406987426965558,0.00460772680756794,0.000738417990401308,1,1.92831416947407,4,-3.95930125730344,-3
"myp",0.314952329878684,0.31071720920809,0.167671705953876,0.106451113848343,0.0843702715028319,0.0130780546466156,0.00275931496156001,1,2.38484121167464,1,-0.915629728497168,0
"myr",0.0419509782363861,0.13521620629898,0.156957877448903,0.17933627606457,0.302975979278745,0.120364796243159,0.0631978864292574,5,4.18005600629681,6,-5.69702402072125,-1
"mys",0.00601717807025881,0.0377204576441171,0.0691708320606172,0.114048781292207,0.320491086311557,0.224662539446859,0.227889125174383,5,5.2908202591688,7,-6.67950891368844,-2
"myu",0.290774146067627,0.308373704969482,0.173865070726886,0.114059648585236,0.0941292247115573,0.015391481285957,0.00340672365325478,2,2.4721974393745,2,-1.90587077528844,0
"myv",0.86605211797677,0.105893375480361,0.020031162688892,0.00597196962255309,0.00195873019746318,8.62842090156857e-05,6.35982494456844e-06,1,1.1721761105104,1,-0.998041269802537,0
"myw",0.593082747902237,0.257223737324395,0.0873522741914722,0.0394673237039159,0.0207943596245945,0.00184023734223648,0.000239319911148117,1,1.64414480149554,1,-0.979205640375405,0
"myx",0.99232185724524,0.00705076591064924,0.000529252153044557,8.39350233418079e-05,1.39735889397308e-05,2.09376160853481e-07,6.70262334523386e-09,1,1.00841805673907,1,-0.99998602641106,0
"myy",0.565076175947756,0.267931405082597,0.0953657321487594,0.0445796416751829,0.0244456664445886,0.00228919696587859,0.000312181735238171,1,1.70350353542484,2,-1.97555433355541,-1
"myz",0.0147890546930404,0.0700206198346058,0.105769498691314,0.149054108983898,0.335689034933342,0.184886346447664,0.139791336416136,5,4.83465783463743,6,-5.66431096506666,-1
"mza",0.496791459513673,0.289675988165028,0.115334555830035,0.0584988172407653,0.0353323783744324,0.00378755848447554,0.000579242391590351,1,1.85958431181704,1,-0.964667621625568,0
"mzb",0.696114042442364,0.209718875074871,0.0592655923106626,0.0234631197412952,0.0106039789728284,0.00075283579193075,8.15556660477279e-05,1,1.44530884776734,2,-1.98939602102717,-1
"mzd",0.672092891980904,0.221885398408854,0.0655840929461917,0.0268130403517037,0.0125757703440157,0.000942127027434014,0.000106678940896221,1,1.48914649551496,1,-0.987424229655984,0
"mze",0.672848043807061,0.22151273344581,0.065383108984712,0.0267042797772773,0.0125103614636208,0.000935669943835649,0.000105802577683667,1,1.48774640178683,1,-0.987489638536379,0
"mzh",0.819250945153212,0.137556340592051,0.0297247380792891,0.00972866548259954,0.00354140927498503,0.000182635711056811,1.52657068066553e-05,1,1.24136222309449,2,-1.99645859072501,-1
"mzi",0.777634193867911,0.163749324406837,0.0391151197462501,0.0137404033066589,0.00541728896748472,0.000314715970919144,2.89537339390744e-05,1,1.30661723194748,1,-0.994582711032515,0
"mzj",0.948003664883117,0.0444065117792017,0.00587156907523367,0.00136626911373783,0.00034158630126202,9.87576419519964e-06,5.23083252934597e-07,1,1.06166731979642,1,-0.999658413698738,0
"mzk",0.971675432736926,0.0249428679823446,0.00270858617386638,0.000550999504251082,0.000119251939484255,2.74012564016601e-06,1.2153748751853e-07,1,1.03250447645389,1,-0.999880748060516,0
"mzl",0.849347764935817,0.117466502292023,0.0233766235351017,0.00722110166721068,0.00246385053514475,0.000115247157974285,8.90987672830246e-06,1,1.19636815155468,1,-0.997536149464855,0
"mzm",0.987985160881755,0.0109041604973196,0.000922825097078306,0.000158616393363897,2.87252277980654e-05,4.94324952193814e-07,1.75777330468918e-08,1,1.01334313787392,1,-0.999971274772202,0
"mzn",0.956549088278876,0.0374864271690146,0.00466640497580106,0.00104189236933372,0.000249138051306441,6.71252818984502e-06,3.3662747844776e-07,1,1.05097704883966,1,-0.999750861948694,0
"mzo",0.0591841534227937,0.164624728473157,0.172956456662511,0.182717723840673,0.277912989809158,0.097593992135467,0.0450099556562397,5,3.9283724671716,6,-5.72208701019084,-1
"mzp",0.199802646301616,0.284220086755994,0.192358840337835,0.144806957889099,0.141925567637832,0.0290102025241171,0.007875698553507,2,2.86336611559192,4,-3.85807443236217,-2
"mzq",0.604673035184194,0.2525053837867,0.0840760789080557,0.0374496507741501,0.0194049688879466,0.00167706408081258,0.000213818378140385,1,1.62029460014995,2,-1.98059503111205,-1
"mzr",0.215339024129134,0.290339605651765,0.189960394213477,0.139381971039649,0.132264866746832,0.0259380614860978,0.00677607673304492,2,2.78781254201375,1,-0.867735133253168,1
"mzs",0.49542620879325,0.290043887609443,0.115737916298538,0.0587988151743729,0.0355823190231442,0.00382460308510579,0.000586250016146317,1,1.86288595734462,5,-4.96441768097686,-4
"mzt",0.137554427390395,0.248695605823733,0.196353194139152,0.166241118640413,0.189251014919225,0.0467329524292592,0.015171686657822,2,3.22182429179341,4,-3.81074898508077,-2
"mzu",0.826094560655736,0.13307333599231,0.02824680618273,0.00912950224366083,0.00327675595046018,0.000165443215878858,1.35957592244385e-05,1,1.23097126952533,1,-0.99672324404954,0
"mzv",0.990134643219057,0.00900225965203105,0.000722131458533282,0.00011973483314065,2.08815906422855e-05,3.3778681318708e-07,1.14597829004026e-08,1,1.01089101112385,1,-0.999979118409358,0
"mzw",0.841434699751572,0.122842790391054,0.0250069617736732,0.00784841757722787,0.00272581700528407,0.000130969064698006,1.03444364917271e-05,1,1.20802214663366,1,-0.997274182994716,0
"mzz",0.583948914662209,0.260824792047541,0.0899513187802581,0.0410975508961534,0.0219383696144529,0.0019778135060855,0.00026124049330023,1,1.66323007124456,1,-0.978061630385547,0
"naa",0.112262285921017,0.227790895993759,0.193953637817193,0.174025603641536,0.213545835145474,0.0578641838186761,0.0205575576623459,2,3.4046245882021,5,-4.78645416485453,-3
"nab",0.245063898342611,0.299588232237411,0.184358986212816,0.129156888095844,0.115657147392288,0.0210434425859698,0.00513140513306021,2,2.65441110224794,1,-0.884342852607712,1
"nac",0.809342670063193,0.143958704042023,0.0318988141577543,0.0106263773889702,0.00394584056889236,0.000209646248815587,1.79475303517806e-05,1,1.2565747432262,1,-0.996054159431108,0
"naf",0.918408322344649,0.0675711420086995,0.0104944995770654,0.00272814075067229,0.000769383094752385,2.68637508642477e-05,1.64847329731099e-06,1,1.09996630538796,1,-0.999230616905248,0
"nag",0.905231844355304,0.0775198572839941,0.0127460397683919,0.00344685696096614,0.0010150504179921,3.78998057759539e-05,2.45140757548779e-06,1,1.11761691684998,1,-0.998984949582008,0
"naj",0.877921111663886,0.0974828902643531,0.0177374493859761,0.00514668553668662,0.00163804429233827,6.89204267589894e-05,4.89843000073265e-06,1,1.15532401552952,1,-0.998361955707662,0
"nak",0.907226487970195,0.076027467748636,0.0123982788794581,0.00333375536833214,0.000975617671489459,3.60765737946744e-05,2.31578809450905e-06,1,1.11492203989605,1,-0.999024382328511,0
"nal",0.846282949938707,0.119556831069314,0.0240046851033298,0.00746135844025264,0.00256355125137142,0.000121177084088542,9.44711293726641e-06,1,1.20086704970028,1,-0.997436448748629,0
"nam",0.0983168660311907,0.214126939675016,0.19103843553139,0.177707608964716,0.228549341086872,0.0655970663828284,0.0246637423279866,5,3.51949178786149,3,-2.77145065891313,2
"nao",0.427609530208351,0.304696780415335,0.135796363379025,0.0748172011077687,0.049895329518032,0.00613047583471316,0.00105431953677571,1,2.03730072496304,1,-0.950104670481968,0
"nap",0.924639913484455,0.0627905495142913,0.0094686953672336,0.00241184820385154,0.000665217498308834,2.24359958461706e-05,1.33993601403315e-06,1,1.09174457444886,1,-0.999334782501691,0
"naq",0.981292744610455,0.0167407081429441,0.0016056217342485,0.000300265245830156,5.9431154497247e-05,1.18216571243224e-06,4.69463125041258e-08,1,1.02109666447336,1,-0.999940568845503,0
"nar",0.872318568630909,0.101472520015214,0.0188112412210429,0.00552977290791312,0.00178554176601364,7.68007759927025e-05,5.55468291374428e-06,1,1.16324382022254,1,-0.998214458233986,0
"nas",0.939206585125464,0.0514171425671497,0.00717706420180952,0.00173335729061508,0.00045117890018942,1.38985406568093e-05,7.73374115192738e-07,1,1.07285019139135,1,-0.999548821099811,0
"nat",0.91406753279303,0.0708722294184086,0.0112241527254924,0.00295747911514299,0.000846474993681068,3.02415170794212e-05,1.88943716572521e-06,1,1.10574141639794,1,-0.999153525006319,0
"nav",0.874083820606503,0.100219266029888,0.0184711698823209,0.00540781839711058,0.00173832548507458,7.42579909179808e-05,5.34160818521645e-06,1,1.16074170252986,2,-1.99826167451493,-1
"naw",0.854187430593457,0.114144883027192,0.0223937083526827,0.00684869342722216,0.002310895401752,0.000106282210687425,8.10698700703938e-06,1,1.18930201459671,1,-0.997689104598248,0
"nax",0.465218397035707,0.297468213416842,0.124678734872136,0.0656611679169948,0.041479124000392,0.00473126664947821,0.000763096108450489,1,1.93796059281176,1,-0.958520875999608,0
"nay",0.00156281125149573,0.0141028633008337,0.0332788416365751,0.0675146411645814,0.256224868082257,0.245931410723773,0.381384563840484,7,5.82606837905853,5,-4.74377513191774,2
"naz",0.275801035795706,0.306157101147205,0.177502726860587,0.118907534324571,0.100705725975582,0.0170372562329355,0.00388861966341247,2,2.52922606088958,3,-2.89929427402442,-1
"nba",0.987789230558623,0.0110768012013761,0.000941617709449227,0.000162331644514735,2.94905624516062e-05,5.10113300600246e-07,1.82102842805065e-08,1,1.01356765363183,1,-0.999970509437548,0
"nbb",0.864902815434058,0.1066994559186,0.0202570261830609,0.00605463815752905,0.00199144579583643,8.81025052650308e-05,6.51600564993693e-06,1,1.17382281450088,1,-0.998008554204164,0
"nbc",0.922801508567684,0.0642060484024519,0.00976860880011376,0.00250356117067874,0.000695154750669058,2.36917687218563e-05,1.42653968027151e-06,1,1.09416158659908,1,-0.999304845249331,0
"nbe",0.96041787756479,0.0343156323349975,0.00414301176922249,0.000905897080794915,0.000211806116036994,5.50650827546573e-06,2.68625883093065e-07,1,1.04619571587665,1,-0.999788193883963,0
"nbh",0.922656386318842,0.0643176018208775,0.00979238142571282,0.00251085806570917,0.000697546160787543,2.37926772715946e-05,1.43353079962161e-06,1,1.09435268808374,1,-0.999302453839212,0
"nbi",0.9608815373945,0.0339339732551546,0.00408127012305981,0.00089006592467733,0.000207521140208833,5.37104794018362e-06,2.61114458943723e-07,1,1.0456252177626,1,-0.999792478859791,0
"nbj",0.234341434301824,0.296602474308474,0.186514165712045,0.132815299034763,0.121383917560703,0.0226773128594769,0.00566539622271367,2,2.70099131471333,3,-2.8786160824393,-1
"nbk",0.610689011616173,0.249991510577117,0.0823856972279994,0.036424663414804,0.018710441832135,0.00159714154296586,0.000201533788806163,1,1.60807357305373,2,-1.98128955816787,-1
"nbl",0.968699796094395,0.0274426026959452,0.00307401768732241,0.000638682586067141,0.000141379214921744,3.36811764656275e-06,1.53603702313099e-07,1,1.03608996489893,1,-0.999858620785078,0
"nbm",0.979451401070014,0.0183267352746426,0.00180669485033735,0.000344203208656468,6.94807180244839e-05,1.42681817216772e-06,5.80601525745905e-08,1,1.02325813992516,1,-0.999930519281976,0
"nbn",0.340357107728158,0.311662178435872,0.160829144961953,0.0987624649862254,0.0751411054687635,0.0110306537277362,0.00221734469129142,1,2.29862962197994,3,-2.92485889453124,-2
"nbo",0.803362093768971,0.147772777502471,0.0332302257081446,0.0111855601074766,0.00420239393722655,0.00022722108331763,1.97278923933508e-05,1,1.26585395776104,1,-0.995797606062773,0
"nbp",0.842518779816667,0.122110244284962,0.0247819284651291,0.00776112650930871,0.00268904713988194,0.000128735148865911,1.013863518462e-05,1,1.20641817685811,1,-0.997310952860118,0
"nbq",0.66904407730809,0.223383444816623,0.066397038232171,0.0272544391207471,0.0128421737353008,0.000968548409821968,0.000110278377246753,1,1.494813945897,1,-0.987157826264699,0
"nbr",0.962602112145075,0.0325145326367018,0.0038540549443824,0.000832206548725622,0.000191974306589349,4.88502526463375e-06,2.34393261466792e-07,1,1.04351299088389,1,-0.999808025693411,0
"nbt",0.649859909865953,0.232567469042297,0.0715660647944789,0.0301167861241562,0.0146061218862583,0.00114832859074077,0.000135319696116132,1,1.53102800567916,1,-0.985393878113742,0
"nbu",0.943949853262169,0.0476509268301758,0.00646536122902153,0.00153133515387216,0.000390263669557189,1.16292636946902e-05,6.30591509565015e-07,1,1.0667986392956,1,-0.999609736330443,0
"nbv",0.784497559481362,0.159555711177662,0.0375209043139667,0.0130350982650218,0.00507510916572529,0.000289391758463875,2.62258377978775e-05,1,1.29560756508267,2,-1.99492489083427,-1
"nbw",0.966557304309208,0.0292322354742328,0.00334346575463329,0.000704595283590237,0.000158354321631471,3.86525305795526e-06,1.79603645844573e-07,1,1.03868677400796,1,-0.999841645678369,0
"nby",0.454764293617181,0.299708713084302,0.127774548684239,0.0681373512228532,0.0436924349082359,0.00508743908211284,0.000835219401076226,1,1.9648881155713,2,-1.95630756509176,-1
"nca",0.922843985316417,0.0641733920200924,0.00976165333240808,0.00250142697582334,0.000694455574900443,2.36622826382815e-05,1.42449772022601e-06,1,1.09410566031149,1,-0.9993055444251,0
"ncb",0.514556665310074,0.284642131521645,0.110096294831775,0.0546739392339389,0.0322026623773353,0.00333347364923642,0.000494833075995516,1,1.81730355509851,1,-0.967797337622665,0
"ncd",0.563792128233446,0.268398311185686,0.0957361290287517,0.0448221710870816,0.0246235256649366,0.00231178876094107,0.000315946039156967,1,1.70628580520383,3,-2.97537647433506,-2
"nce",0.620177369097027,0.245937765588561,0.0797344172803136,0.034838757495389,0.0176509210725075,0.0014773782009061,0.000183391265295763,1,1.58901379552169,1,-0.982349078927492,0
"ncg",0.208424172527213,0.287732247924741,0.191079059967233,0.141792013787953,0.136474912061607,0.0272560041380572,0.00724158959319665,2,2.82089561571896,3,-2.86352508793839,-1
"nch",0.915297181268922,0.0699394908326585,0.0110162265952941,0.00289176641413502,0.000824256360122955,2.92596066373552e-05,1.81892223027891e-06,1,1.10410148027271,1,-0.999175743639877,0
"ncj",0.86919347608269,0.10368266934258,0.0194171582028246,0.00574849076920392,0.00187081896988861,8.14400895929879e-05,5.94654321939281e-06,1,1.16768861364268,1,-0.998129181030111,0
"nck",0.219741490385138,0.291905975490771,0.189208502263907,0.137852523678775,0.129656261056407,0.0251373634566927,0.00649788366830872,2,2.76717971457386,2,-1.87034373894359,0
"ncl",0.310651131510592,0.310407016523612,0.168798801214299,0.107784211112172,0.086033265104541,0.0134614649761647,0.00286410955861993,1,2.39998229493943,2,-1.91396673489546,-1
