,P[Y=1],P[Y=2],P[Y=3],P[Y=4],P[Y=5],P[Y=6],P[Y=7],y_hat,y_avg,y_obs,residual1,residual2
ylu,0.737104191,0.187495574,0.048866638,0.018261268,0.007724612,0.000497881,4.98E-05,1,1.373699517,1,-0.373699517,0
yly,0.288759276,0.308110686,0.174364236,0.114706102,0.094989351,0.015602739,0.003467611,2,2.479734226,2,-0.479734226,0
ymb,0.595266826,0.256347269,0.086732997,0.039082768,0.020527284,0.001808535,0.000234322,1,1.639619309,3,1.360380691,2
ymc,0.475569261,0.295080831,0.121612971,0.063261053,0.039377369,0.004400993,0.000697521,1,1.911789502,1,-0.911789502,0
ymd,0.188682638,0.279239281,0.193800783,0.148703807,0.149306069,0.031473686,0.008793735,2,2.920307388,2,-0.920307388,0
yme,0.001969771,0.016761101,0.037976212,0.074493854,0.269083822,0.245509098,0.354206142,7,5.745312716,7,1.254687284,0
ymh,0.489773114,0.291537978,0.117409061,0.060050289,0.036632018,0.003981428,0.000616112,1,1.87663885,2,0.12336115,1
ymi,0.1796897,0.274817552,0.194774571,0.151853116,0.155582712,0.033650893,0.009631456,2,2.968300092,3,0.031699908,1
ymk,0.913350275,0.071415434,0.011345881,0.002996081,0.000859574,3.08E-05,1.93E-06,1,1.106699443,1,-0.106699443,0
yml,0.879716377,0.096196987,0.017396808,0.005026386,0.00159223,6.65E-05,4.70E-06,1,1.152799438,1,-0.152799438,0
ymm,0.970329652,0.026075495,0.00287256,0.000590092,0.00012905,3.02E-06,1.35E-07,1,1.034122981,1,-0.034122981,0
ymn,0.431482486,0.304060776,0.134655124,0.073842414,0.048968704,0.005970513,0.001019985,1,2.026745552,2,-0.026745552,1
ymo,0.81089881,0.142960076,0.031554724,0.010483019,0.003880634,0.000205233,1.75E-05,1,1.254172308,1,-0.254172308,0
ymp,0.775463422,0.165065331,0.039622923,0.013967091,0.00552833,0.000323043,2.99E-05,1,1.310120147,1,-0.310120147,0
ymq,0.166359357,0.267567365,0.195856124,0.156496607,0.165434094,0.037226413,0.011060041,2,3.042998116,3,-0.042998116,1
ymr,0.731709493,0.190524213,0.050205839,0.018909345,0.008070717,0.00052707,5.33E-05,1,1.382902089,1,-0.382902089,0
ymx,0.299987103,0.309441077,0.171547598,0.111127763,0.090290583,0.014463228,0.003142648,2,2.438253921,3,0.561746079,1
ymz,0.353900248,0.311575727,0.15707197,0.094794981,0.070607368,0.010074784,0.00197492,1,2.254757528,3,0.745242472,2
yna,0.366664351,0.31113922,0.153474872,0.091140097,0.066560695,0.009249437,0.001771328,1,2.214627186,3,0.785372814,2
ynd,0.000352566,0.004512021,0.013550344,0.033629576,0.172413579,0.223578382,0.551963532,7,6.251828854,7,0.748171146,0
yng,0.592826587,0.257326147,0.087424963,0.039512559,0.020825846,0.001843985,0.000239912,1,1.644676533,1,-0.644676533,0
ynk,0.049058932,0.148108923,0.164457763,0.181449064,0.292468634,0.109978797,0.054477887,5,4.068007482,5,0.931992518,0
ynl,0.775840484,0.164837099,0.039534595,0.013927591,0.005508945,0.000321586,2.97E-05,1,1.309510974,1,-0.309510974,0
yno,0.364019564,0.311257268,0.154224228,0.091890669,0.067381811,0.009414782,0.001811678,1,2.222848952,2,-0.222848952,1
yns,0.990419269,0.008749278,0.000696349,0.000114853,1.99E-05,3.19E-07,1.08E-08,1,1.010567878,1,-0.010567878,0
ynu,0.000379525,0.004778601,0.014191021,0.034888855,0.176335698,0.225488471,0.54393783,7,6.234239331,6,-0.234239331,-1
yob,0.001833561,0.015890818,0.036464152,0.072282842,0.265144957,0.245773511,0.362610158,7,5.770775981,7,1.229224019,0
yog,0.808747844,0.144339746,0.032030598,0.010681409,0.003970934,0.00021135,1.81E-05,1,1.257494369,1,-0.257494369,0
yok,0.008684881,0.048768208,0.082873021,0.12843786,0.330547977,0.210761222,0.189926831,5,5.115386835,4,-1.115386835,-1
yom,0.974448753,0.022597612,0.002377722,0.000473443,0.000100156,2.22E-06,9.57E-08,1,1.029185674,1,-0.029185674,0
yon,0.915412493,0.069851926,0.010996778,0.002885634,0.000822188,2.92E-05,1.81E-06,1,1.103947854,1,-0.103947854,0
yor,0.999838061,0.000156469,4.98E-06,4.49E-07,4.19E-08,2.36E-10,3.63E-12,1,1.000167943,1,-0.000167943,0
yoy,0.621200353,0.245494264,0.079449681,0.034670006,0.017539264,0.001464911,0.000181522,1,1.586974383,1,-0.586974383,0
ypa,0.269912773,0.305115185,0.178884583,0.12084112,0.103412959,0.017735233,0.004098146,2,2.552324591,2,-0.552324591,0
ypb,0.363437331,0.311281337,0.154388924,0.092056376,0.067563777,0.00945157,0.001820686,1,2.224665384,2,-0.224665384,1
ypg,0.516264924,0.28413428,0.1095938,0.054313813,0.031913408,0.003292431,0.000487343,1,1.813303169,2,0.186696831,1
yph,0.292137672,0.308545612,0.173525664,0.113623235,0.093551407,0.015250234,0.003366176,2,2.467120496,2,-0.467120496,0
ypm,0.382403993,0.310146742,0.148977223,0.086746188,0.061853902,0.00832263,0.001549322,1,2.166664442,2,-0.166664442,1
ypn,0.445333463,0.30157932,0.130564951,0.070416478,0.04577042,0.00542955,0.000905817,1,1.989622993,2,0.010377007,1
ypo,0.000311833,0.00409962,0.012541999,0.031616813,0.165973174,0.220260821,0.565195739,7,6.280405297,2,-4.280405297,-5
ypp,0.284735043,0.30755294,0.175352501,0.116002797,0.096730007,0.016033931,0.003592781,2,2.494912705,2,-0.494912705,0
ypz,0.462270357,0.29811757,0.1255519,0.066354124,0.042093894,0.004829341,0.000782813,1,1.945502901,2,0.054497099,1
yra,0.650034661,0.232485712,0.071518573,0.030090047,0.014589355,0.001146581,0.000135072,1,1.530693754,1,-0.530693754,0
yrb,0.854764879,0.113746858,0.022277164,0.006804831,0.002293009,0.000105245,8.01E-06,1,1.188462026,1,-0.188462026,0
yre,0.817649987,0.138597879,0.030073298,0.009871292,0.003605039,0.000186827,1.57E-05,1,1.243806708,1,-0.243806708,0
yrk,0.4476813,0.301127162,0.129870586,0.069845044,0.045245717,0.005342465,0.000887726,1,1.983425015,2,0.016574985,1
yrl,0.682555139,0.21666535,0.062812929,0.02532623,0.011689628,0.00085567,9.51E-05,1,1.46987709,3,1.53012291,2
yrn,0.104782823,0.220673712,0.192557499,0.176073308,0.221438627,0.061841942,0.022632089,5,3.464765386,2,-1.464765386,-3
yrw,0.615949556,0.247757399,0.080913494,0.035540779,0.018117665,0.001529812,0.000191294,1,1.597474211,4,2.402525789,3
ysd,0.060949027,0.167311062,0.174222996,0.182779316,0.275443609,0.095669945,0.043624045,5,3.905963431,4,0.094036569,-1
ysn,0.446677082,0.301321664,0.13016761,0.07008913,0.045469538,0.005379555,0.000895421,1,1.986072725,1,-0.986072725,0
yso,0.356336901,0.311518558,0.1563892,0.094090934,0.06981833,0.009911791,0.001934286,1,2.24700775,1,-1.24700775,0
ysr,0.00026205,0.003577534,0.011232306,0.028941819,0.157065097,0.215296686,0.583624507,7,6.319358467,7,0.680641533,0
yss,0.807797476,0.144947769,0.032241445,0.010769602,0.004011219,0.000214093,1.84E-05,1,1.258965179,1,-0.258965179,0
ysy,0.244811269,0.299522216,0.184411331,0.129242635,0.115788848,0.02108039,0.005143311,2,2.655489989,4,1.344510011,2
yta,0.305410942,0.309967841,0.170157949,0.109420402,0.088100967,0.013944367,0.002997532,2,2.418655839,2,-0.418655839,0
ytl,0.000729155,0.007913371,0.021212833,0.047857716,0.212589248,0.239231339,0.470466338,7,6.0632239,2,-4.0632239,-5
ytp,0.070981604,0.181643179,0.180435262,0.182450589,0.261837735,0.085798504,0.036853128,5,3.787327696,2,-1.787327696,-3
yua,0.973730454,0.023206516,0.002462483,0.000493137,0.00010496,2.35E-06,1.02E-07,1,1.030043083,1,-0.030043083,0
yub,0.000161561,0.002443448,0.008230373,0.022507227,0.133762658,0.200173906,0.632720826,7,6.418670997,7,0.581329003,0
yuc,0.026218119,0.101494948,0.13350185,0.168419668,0.325525305,0.150990654,0.093849456,5,4.49390888,5,0.50609112,0
yuf,0.145051731,0.254067284,0.196504796,0.163764313,0.182689663,0.043985284,0.013936929,2,3.172676462,2,-1.172676462,0
yui,0.492823911,0.290737538,0.116507016,0.05937305,0.036062558,0.003896102,0.000599826,1,1.869200413,1,-0.869200413,0
yuj,0.789718867,0.15633208,0.036319787,0.012510133,0.004823727,0.000271119,2.43E-05,1,1.287298274,1,-0.287298274,0
yuk,0.130635161,0.243421872,0.196006859,0.168471507,0.195553984,0.049471133,0.016439484,2,3.269058615,6,2.730941385,4
yum,0.086710113,0.201360777,0.187463263,0.180231689,0.242023724,0.073207661,0.029002772,5,3.625132204,3,-0.625132204,-2
yun,0.96556644,0.030057105,0.003469806,0.000735849,0.000166499,4.11E-06,1.92E-07,1,1.039891958,1,-0.039891958,0
yup,0.600168016,0.25435898,0.085346505,0.038227158,0.019936885,0.00173902,0.000223436,1,1.62951672,2,0.37048328,1
yuq,0.109068523,0.224809262,0.193401959,0.174918479,0.216873612,0.059517826,0.02141034,2,3.429914231,3,-0.429914231,1
yur,0.016033703,0.07387738,0.109524543,0.152040225,0.335318112,0.180433934,0.132772102,5,4.789121874,5,0.210878126,0
yut,0.935160869,0.054604642,0.007797922,0.001913104,0.000506527,1.60E-05,9.11E-07,1,1.0780515,1,-0.0780515,0
yuw,0.887510435,0.090571838,0.015937768,0.004517996,0.001401378,5.67E-05,3.90E-06,1,1.141913703,1,-0.141913703,0
yux,0.012537086,0.062681146,0.09830655,0.142790447,0.335451377,0.193583821,0.154649573,5,4.925287637,5,0.074712363,0
yuy,0.071037247,0.181718525,0.18046549,0.182445978,0.261764371,0.085748288,0.036820102,5,3.786706972,4,0.213293028,-1
yuz,0.262357986,0.303631943,0.180613002,0.12334343,0.106991798,0.018676415,0.004385425,2,2.582550058,2,-0.582550058,0
yva,0.678896549,0.218504707,0.06377869,0.025841262,0.011994621,0.000885176,9.90E-05,1,1.476584208,1,-0.476584208,0
yvt,4.49E-05,0.000877171,0.003518715,0.011168384,0.083585146,0.155574914,0.745230749,7,6.625019403,5,-1.625019403,-2
ywa,0.753828768,0.177908386,0.044774952,0.016321607,0.006711242,0.000414901,4.01E-05,1,1.34558345,1,-0.34558345,0
ywl,0.611542236,0.249631422,0.082146536,0.036280519,0.018613383,0.001586061,0.000199842,1,1.606348942,2,0.393651058,1
ywn,0.286281321,0.307772392,0.174974163,0.115503681,0.096057558,0.015866771,0.003544115,2,2.489060534,1,-1.489060534,-1
ywq,0.654805006,0.230240332,0.070224973,0.029364871,0.014136687,0.001099678,0.000128452,1,1.521600745,1,-0.521600745,0
ywr,0.121191549,0.235698383,0.195174779,0.171404737,0.204564189,0.053562974,0.018403389,2,3.33675411,6,2.66324589,4
ywt,0.76416788,0.171832648,0.042292443,0.015174743,0.006128413,0.000368938,3.49E-05,1,1.328509717,3,1.671490283,2
ywu,0.61158418,0.249613697,0.082134783,0.036273441,0.018608621,0.001585518,0.000199759,1,1.606264214,2,0.393735786,1
yww,0.001295584,0.012249365,0.029852174,0.062205859,0.245577953,0.245383812,0.403435253,7,5.888413679,7,1.111586321,0
yyu,0.586805882,0.259709629,0.089136793,0.040583804,0.021575789,0.0019339,0.000254203,1,1.657232502,2,0.342767498,1
yyz,0.029644931,0.109588198,0.139668591,0.171832152,0.320923058,0.143142194,0.085200876,5,4.415030295,5,0.584969705,0
yzg,0.056040952,0.159705913,0.170553699,0.182501697,0.282363835,0.101180716,0.047653187,5,3.969596446,4,0.030403554,-1
yzk,0.406109723,0.307752317,0.14210335,0.080363469,0.055310707,0.007094005,0.001266429,1,2.097360853,2,-0.097360853,1
zaa,0.667293143,0.22423903,0.066864994,0.027509599,0.012996864,0.00098398,0.000112391,1,1.498079514,1,-0.498079514,0
zab,0.821219438,0.13627196,0.029297617,0.009554575,0.003464069,0.000177571,1.48E-05,1,1.238363674,1,-0.238363674,0
zac,0.808535139,0.144475913,0.032077757,0.010701119,0.003979929,0.000211962,1.82E-05,1,1.257823395,1,-0.257823395,0
zad,0.774914942,0.165397053,0.039751497,0.014024642,0.005556603,0.000325172,3.01E-05,1,1.311006798,1,-0.311006798,0
zae,0.717604082,0.198295086,0.053750474,0.020655931,0.009021671,0.000609382,6.34E-05,1,1.407277669,1,-0.407277669,0
zaf,0.317106743,0.31085578,0.167103432,0.105786762,0.08354866,0.012890264,0.002708359,1,2.377319044,2,-0.377319044,1
zag,0.920853683,0.06570107,0.010088865,0.002602195,0.000727597,2.51E-05,1.52E-06,1,1.096730245,1,-0.096730245,0
zah,0.440322233,0.302514048,0.13204611,0.071645132,0.046907044,0.00561981,0.000945623,1,2.002942627,2,-0.002942627,1
zai,0.848618382,0.117964894,0.023525702,0.007277969,0.002487377,0.00011664,9.04E-06,1,1.197437129,1,-0.197437129,0
zaj,0.926150398,0.061624269,0.00922401,0.002337502,0.000641114,2.14E-05,1.27E-06,1,1.089764056,4,2.910235944,3
zak,0.936301451,0.053708291,0.00762163,0.001861743,0.000490606,1.54E-05,8.70E-07,1,1.076581468,1,-0.076581468,0
zal,0.485528651,0.292628539,0.118664662,0.060999773,0.037436019,0.004102899,0.000639458,1,1.887052495,2,0.112947505,1
zam,0.368765158,0.311035326,0.152878246,0.090546415,0.065914791,0.009120137,0.001739928,1,2.208130478,2,-0.208130478,1
zao,0.707167294,0.203906133,0.056412069,0.021997082,0.00976948,0.0006762,7.17E-05,1,1.425610891,1,-0.425610891,0
zaq,0.724719291,0.194402051,0.051954763,0.019765456,0.008533555,0.000566752,5.81E-05,1,1.394924719,1,-0.394924719,0
zar,0.88554782,0.091994837,0.016302093,0.004643883,0.001448211,5.91E-05,4.10E-06,1,1.144643393,1,-0.144643393,0
zas,0.66928739,0.223264277,0.066332073,0.027219078,0.012820776,0.000966419,0.000109987,1,1.494360779,1,-0.494360779,0
zat,0.726889334,0.193203845,0.051410194,0.019497703,0.008388117,0.000554204,5.66E-05,1,1.391180452,1,-0.391180452,0
zau,0.733081537,0.189756895,0.049864359,0.018743477,0.007981783,0.000519529,5.24E-05,1,1.380555339,1,-0.380555339,0
zav,0.666526778,0.224612419,0.067070059,0.027621663,0.013064961,0.000990794,0.000113326,1,1.499511294,1,-0.499511294,0
zaw,0.777084231,0.164083204,0.03924361,0.01379767,0.005445292,0.000316811,2.92E-05,1,1.307503746,1,-0.307503746,0
zax,0.323734515,0.311212855,0.165340369,0.103757201,0.081067586,0.012329736,0.002557738,1,2.354430644,3,0.645569356,2
zay,0.848685028,0.117919379,0.02351207,0.007272764,0.002485222,0.000116513,9.02E-06,1,1.197339409,1,-0.197339409,0
zaz,0.905037108,0.077665302,0.01278012,0.003457981,0.001018944,3.81E-05,2.46E-06,1,1.117880452,6,4.882119548,5
zbc,0.360747221,0.311383498,0.155148574,0.092824214,0.068410199,0.009623393,0.001862901,1,2.233088454,4,1.766911546,3
zbe,0.299420434,0.309381745,0.171691738,0.111306948,0.090522308,0.014518589,0.003158238,2,2.440317671,2,-0.440317671,0
zbt,0.249727133,0.300770184,0.183379918,0.127578213,0.113253239,0.020374183,0.00491713,2,2.63465131,3,0.36534869,1
zbw,0.306850154,0.31009523,0.169786239,0.108969711,0.087528453,0.013809972,0.00296024,2,2.413501957,2,-0.413501957,0
zca,0.415063808,0.306578986,0.13948331,0.078025717,0.052998152,0.006676583,0.001173445,1,2.072038947,1,-1.072038947,0
zch,0.886867352,0.091038593,0.016056915,0.004559087,0.001416633,5.75E-05,3.97E-06,1,1.142807281,1,-0.142807281,0
zdj,0.992110879,0.007239782,0.000547309,8.72E-05,1.46E-05,2.20E-07,7.10E-09,1,1.008655544,1,-0.008655544,0
zea,0.640783936,0.236765118,0.074042539,0.031522486,0.015495172,0.001242022,0.000148727,1,1.548500813,1,-0.548500813,0
zeg,0.832925734,0.128548668,0.026791394,0.008548435,0.003024285,0.000149417,1.21E-05,1,1.22069339,1,-0.22069339,0
zeh,0.883041029,0.09380598,0.01677046,0.004806762,0.001509226,6.22E-05,4.35E-06,1,1.148141151,1,-0.148141151,0
zen,0.206995525,0.287170617,0.191300229,0.142290949,0.137362384,0.027537913,0.007342383,2,2.827837321,4,1.172162679,2
zga,0.949021109,0.043588417,0.005724702,0.001325955,0.000329857,9.46E-06,4.98E-07,1,1.060385413,1,-0.060385413,0
zgb,0.905561584,0.077273478,0.012688385,0.003428055,0.001008476,3.76E-05,2.43E-06,1,1.117170859,1,-0.117170859,0
zgm,0.248178445,0.300385316,0.183707743,0.128101627,0.114045922,0.020593794,0.004987153,2,2.641181259,1,-1.641181259,-1
zgn,0.888404419,0.089922185,0.015772512,0.004461131,0.001380316,5.56E-05,3.82E-06,1,1.140672869,1,-0.140672869,0
zgr,0.295906433,0.308995444,0.172580982,0.112421481,0.091971976,0.014866894,0.003256788,2,2.453184959,5,2.546815041,3
zhb,0.235359272,0.296902322,0.186315639,0.132466411,0.120828019,0.022516256,0.00561208,2,2.69649867,2,-0.69649867,0
zhd,0.653137154,0.231028355,0.070676629,0.029617374,0.014293851,0.001115902,0.000130735,1,1.524773058,2,0.475226942,1
zhi,0.153951722,0.260010418,0.196413964,0.160761724,0.175241936,0.040987545,0.012632693,2,3.11682514,1,-2.11682514,-1
zhn,0.834721314,0.127351071,0.026412185,0.008398521,0.002959835,0.000145387,1.17E-05,1,1.218007403,1,-0.218007403,0
zhw,0.035109714,0.121563268,0.148155882,0.175924749,0.313098374,0.132123791,0.074024222,5,4.302807061,2,-2.302807061,-3
zia,0.901609229,0.080218071,0.013383736,0.003656156,0.00108874,4.14E-05,2.71E-06,1,1.122532021,1,-0.122532021,0
zik,0.778613276,0.163154136,0.038886645,0.013638729,0.005367651,0.000311011,2.86E-05,1,1.305040582,1,-0.305040582,0
zim,0.818335149,0.138152465,0.029923995,0.009810138,0.003577727,0.000185025,1.55E-05,1,1.242759905,1,-0.242759905,0
zin,0.91619638,0.069256221,0.010864791,0.002844086,0.000808199,2.86E-05,1.77E-06,1,1.102904239,2,0.897095761,1
zir,0.582043342,0.261562892,0.090495377,0.04144216,0.022182641,0.002007559,0.000266029,1,1.667244656,6,4.332755344,5
ziw,0.951716499,0.041413623,0.005339952,0.001221348,0.000299728,8.41E-06,4.36E-07,1,1.057001171,1,-0.057001171,0
ziz,0.6285133,0.242287548,0.077420686,0.033476244,0.016755371,0.001378228,0.000168623,1,1.572482014,1,-0.572482014,0
zkp,0.000205504,0.00295501,0.009614542,0.025531704,0.145072873,0.207909387,0.60871098,7,6.370883511,7,0.629116489,0
zkr,0.220853144,0.29229023,0.189013985,0.137467019,0.129006171,0.0249397,0.00642975,2,2.762020944,3,0.237979056,1
zlj,0.888329101,0.089976954,0.015786418,0.00446591,0.001382084,5.57E-05,3.83E-06,1,1.140777347,1,-0.140777347,0
zln,0.537439907,0.277501187,0.103387518,0.049960033,0.028489833,0.002818829,0.000402692,1,1.764625953,4,2.235374047,3
zlq,0.745557845,0.182686917,0.046786926,0.017267743,0.007201282,0.000454556,4.47E-05,1,1.359410289,2,0.640589711,1
zma,0.035713665,0.122824407,0.149007183,0.176293773,0.312212849,0.131002808,0.072945315,5,4.291257418,5,0.708742582,0
zmb,0.988879478,0.010114648,0.00083808,0.000142016,2.53E-05,4.25E-07,1.49E-08,1,1.012320423,1,-0.012320423,0
zmc,0.000355532,0.004541586,0.013621812,0.033770784,0.172857401,0.223798699,0.551054188,7,6.249845781,7,0.750154219,0
zmd,0.055163014,0.158299997,0.169847005,0.182415115,0.283618646,0.102221363,0.048434862,5,3.981429915,5,1.018570085,0
zme,0.000140395,0.002185988,0.007511451,0.020891849,0.127429065,0.195502439,0.646338814,7,6.445145773,7,0.554854227,0
zmf,0.792167073,0.154810641,0.035760127,0.012267428,0.004708478,0.000262839,2.34E-05,1,1.283421771,1,-0.283421771,0
zmg,0.032604409,0.116204091,0.144448949,0.174227544,0.316736073,0.136969888,0.078809046,5,4.352432629,5,0.647567371,0
zmh,0.022982653,0.093364883,0.126935386,0.164410879,0.329474802,0.159220215,0.103611183,5,4.576135673,7,2.423864327,2
zmj,0.062334405,0.169383267,0.175177969,0.18279993,0.273520706,0.094202155,0.042581569,5,3.888722003,5,1.111277997,0
zmk,0.000361565,0.004601534,0.013766408,0.03405591,0.173750442,0.224238779,0.549225362,7,6.245849915,7,0.754150085,0
zml,0.035111414,0.121566835,0.148158301,0.175925809,0.313095885,0.132120611,0.074021146,5,4.302774333,7,2.697225667,2
zmm,0.020066547,0.085563169,0.120261766,0.159960768,0.332507597,0.167456528,0.114183625,5,4.658383781,5,0.341616219,0
zmn,0.778401957,0.163282684,0.038935928,0.013660644,0.005378342,0.000311808,2.86E-05,1,1.305380706,1,-0.305380706,0
zmo,0.196498081,0.282794219,0.192813037,0.145964514,0.144076545,0.029717569,0.008136033,2,2.880024065,5,2.119975935,3
zmp,0.982660472,0.015557394,0.001459714,0.000268959,5.24E-05,1.02E-06,3.96E-08,1,1.019498641,1,-0.019498641,0
zmq,0.990538981,0.008642792,0.000685563,0.00011282,1.95E-05,3.12E-07,1.05E-08,1,1.010432085,1,-0.010432085,0
zmr,0.036125214,0.123677198,0.149578353,0.176536895,0.311607961,0.130248913,0.072225466,5,4.283473792,5,0.716526208,0
zms,0.918127588,0.067785348,0.010541319,0.00274275,0.000774256,2.71E-05,1.66E-06,1,1.100338615,1,-0.100338615,0
zmt,0.081207206,0.194804573,0.185324947,0.181194588,0.248747057,0.077275656,0.031445972,5,3.679080574,5,1.320919426,0
zmu,0.000301858,0.003996695,0.012286869,0.031101281,0.164288233,0.21935548,0.568669584,7,6.287822114,7,0.712177886,0
zmv,0.001420325,0.013126733,0.031491137,0.064769266,0.250815856,0.245748777,0.392627906,7,5.858191551,7,1.141808449,0
zmw,0.8941296,0.085739827,0.014724674,0.004104055,0.001249432,4.91E-05,3.31E-06,1,1.132764434,1,-0.132764434,0
zmx,0.727473488,0.192880433,0.051263851,0.019425931,0.008349237,0.000550861,5.62E-05,1,1.390174375,2,0.609825625,1
zmy,0.023979945,0.095926008,0.129045484,0.165739931,0.328310821,0.156589454,0.100408357,5,4.549877465,5,0.450122535,0
zmz,0.99316994,0.006289169,0.000457952,7.12E-05,1.16E-05,1.68E-07,5.23E-09,1,1.007465841,1,-0.007465841,0
zna,0.830952111,0.129861033,0.02720982,0.008714568,0.00309604,0.000153934,1.25E-05,1,1.223653176,1,-0.223653176,0
zne,0.998504824,0.001413877,7.15E-05,8.72E-06,1.11E-06,1.05E-08,2.40E-10,1,1.001587436,1,-0.001587436,0
zng,0.35752578,0.311486141,0.156055368,0.093748504,0.069436218,0.009833217,0.001914772,1,2.243241976,2,-0.243241976,1
zns,0.401125001,0.308342702,0.143556956,0.081682217,0.056634836,0.007336985,0.001321303,1,2.111655352,2,-0.111655352,1
zoc,0.734579251,0.188916989,0.049492285,0.018563228,0.007885413,0.00051139,5.14E-05,1,1.37799851,1,-0.37799851,0
