"","P[Y=1]","P[Y=2]","P[Y=3]","y_hat","y_avg","y_obs","latent1","latent2"
"abg",0.525076904680233,0.401903236230119,0.0730198590896481,1,1.54794295440942,2,-0.452057045590585,-1
"abi",0.997425851648022,0.00256010000777018,1.40483442079287e-05,1,1.00258819669619,1,0.00258819669618604,0
"abj",0.00743450509063172,0.140625363295174,0.851940131614195,3,2.84450562652356,3,-0.155494373476437,0
"abk",0.998737040436388,0.00125781442698603,5.14513662619454e-06,1,1.00126810470024,1,0.0012681047002383,0
"abl",0.994026244755193,0.00592653608875315,4.72191560534352e-05,1,1.00602097440086,1,0.00602097440086014,0
"abm",0.983630307437623,0.0161587714115791,0.000210921150797794,1,1.01658061371317,1,0.0165806137131748,0
"abn",0.996905991882859,0.0030757442416498,1.8263875491642e-05,1,1.00311227199263,1,0.00311227199263309,0
"abo",0.889319466380672,0.106201891510827,0.00447864210850102,1,1.11515917572783,1,0.115159175727829,0
"abp",0.969538809402412,0.0299135253726505,0.000547665224937877,1,1.03100885582253,1,0.0310088558225261,0
"abq",0.976892018736644,0.0227510237525745,0.000356957510781131,1,1.02346493877414,1,0.0234649387741368,0
"abr",0.999900102594254,9.97363595968137e-05,1.61046149083077e-07,1,1.00010005845189,1,0.000100058451894869,0
"abs",0.997765196433797,0.00222331109766238,1.1492468540375e-05,1,1.00224629603474,1,0.00224629603474313,0
"abt",0.999558654361574,0.000440144392084063,1.20124634162e-06,1,1.00044254688477,1,0.000442546884767303,0
"abu",0.997061887608459,0.00292114931121068,1.6963080330612e-05,1,1.00295507547187,1,0.0029550754718719,0
"abw",0.970895679852374,0.0285942029595599,0.000510117188065928,1,1.02961443733569,1,0.0296144373356919,0
"aby",0.917986519119505,0.0793157060211229,0.00269777485937195,1,1.08471125573987,1,0.0847112557398668,0
"abz",0.994461116463546,0.00549658677512133,4.22967613328273e-05,1,1.00558118029779,1,0.00558118029778676,0
"aca",0.667262737691481,0.298595445508129,0.03414181680039,1,1.36687907910891,1,0.366879079108909,0
"acd",0.987566746919512,0.0122938489288915,0.000139404151596412,1,1.01257265723208,1,0.0125726572320843,0
"ace",0.999903353994337,9.64919275052711e-05,1.54078157676985e-07,1,1.00009680008382,1,9.68000838206251e-05,0
"acf",0.999999831762939,1.68194861149829e-07,4.21996881883047e-11,1,1.00000016827926,1,1.6827926074825e-07,0
"ach",0.999948762465903,5.11713074625719e-05,6.62266347317697e-08,1,1.00005130376073,1,5.13037607321465e-05,0
"aci",0.00327776221560774,0.0888352614391889,0.907886976345203,3,2.9046092141296,3,-0.0953907858704044,0
"ack",0.0331729093139823,0.29487249650529,0.671954594180728,3,2.63878168486675,3,-0.361218315133255,0
"acl",0.0132816222426117,0.190804767516964,0.795913610240424,3,2.78263198799781,3,-0.217368012002188,0
"acn",0.997473255280658,0.00251306301473986,1.36817046024751e-05,1,1.00254042642394,1,0.00254042642394481,0
"acp",0.952996606990025,0.0459164742732076,0.00108691873676781,1,1.04809031174674,1,0.0480903117467433,0
"acr",0.997894930068918,0.00209451117464521,1.05587564362963e-05,1,1.00211562868752,1,0.00211562868751791,0
"acs",0.000514123936507828,0.0287368146345585,0.970749061428934,3,2.97023493749243,3,-0.0297650625075745,0
"acu",0.943856804821907,0.0546961224804148,0.00144707269767808,1,1.05759026787577,1,0.0575902678757709,0
"acv",0.0873820562904001,0.426063506899997,0.486554436809603,3,2.3991723805192,2,0.399172380519203,1
"acz",0.065737741134035,0.38747607799645,0.546786180869515,3,2.48104843973548,1,1.48104843973548,2
"ada",0.999939797288898,6.01206918634523e-05,8.20192385120322e-08,1,1.00006028473034,1,6.02847303405873e-05,0
"add",0.975823217717784,0.0237940793843767,0.000382702897839593,1,1.02455948518006,1,0.0245594851800559,0
"ade",0.998452414679815,0.00154074383401803,6.8414861673638e-06,1,1.00155442680635,1,0.00155442680635276,0
"adg",0.139132621716905,0.481270104398571,0.379597273884524,2,2.24046465216762,2,0.240464652167618,0
"adh",0.999325602612419,0.000672245578688169,2.15180889295841e-06,1,1.00067654919647,1,0.000676549196473974,0
"adi",0.999858663755644,0.000141079824687362,2.56419668276386e-07,1,1.00014159266402,1,0.000141592664023804,0
"adj",0.999460866370413,0.000537552810289443,1.58081929746423e-06,1,1.00054071444888,1,0.000540714448884261,0
"adl",0.994213543458509,0.0057413797122311,4.50768292598047e-05,1,1.00583153337075,1,0.00583153337075082,0
"adn",0.992918468191726,0.00702097574930605,6.05560589680421e-05,1,1.00714208786724,1,0.00714208786724191,0
"ado",0.990088423941491,0.0098121387258937,9.94373326148601e-05,1,1.01001101339112,1,0.0100110133911235,0
"adq",0.977959849852184,0.0217082253377413,0.000331924810074602,1,1.02237207495789,1,0.0223720749578906,0
"adr",0.975506347783485,0.0241031850305543,0.000390467185960919,1,1.02488411940248,1,0.024884119402476,0
"adt",0.19862719039355,0.508230608306555,0.293142201299895,2,2.09451501090635,2,0.0945150109063455,0
"adw",0.20066843430425,0.508695398462307,0.290636167233443,2,2.08996773292919,1,1.08996773292919,1
"adx",0.996626593594422,0.00335273575257655,2.06706530017087e-05,1,1.00339407705858,1,0.00339407705858008,0
"ady",0.998841428936212,0.00115401030314377,4.56076064425659e-06,1,1.00116313182443,1,0.00116313182443228,0
"adz",0.999605544633101,0.000393425226042465,1.03014085617303e-06,1,1.00039548550775,1,0.000395485507754811,0
"aea",0.00140485594912824,0.0537212104067209,0.944873933644151,3,2.94346907769502,3,-0.0565309223049768,0
"aee",0.997234152757305,0.00275028540924849,1.55618334463092e-05,1,1.00278140907614,1,0.00278140907614111,0
"aek",0.638411264696941,0.321094439544856,0.0404942957582025,1,1.40208303106126,2,-0.597916968938739,-1
"ael",0.970198840013971,0.0292718903364073,0.000529269649621522,1,1.03033042963565,1,0.0303304296356504,0
"aem",0.747238438230741,0.232898623773634,0.0198629379956256,1,1.27262449976488,2,-0.727375500235115,-1
"aeq",0.601714757076554,0.348665444168999,0.0496197987544472,1,1.44790504167789,1,0.447905041677894,0
"aer",0.770598172725933,0.212881192826892,0.0165206344471743,1,1.24592246172124,1,0.245922461721241,0
"aeu",0.966468605227609,0.0328949351346115,0.000636459637779363,1,1.03416785441017,1,0.0341678544101702,0
"aew",0.958559873813349,0.0405510297932922,0.000889096393358657,1,1.04232922258001,1,0.0423292225800096,0
"aey",0.999040808865999,0.000955685539810514,3.5055941902673e-06,1,1.00096269672819,1,0.000962696728191048,0
"aez",0.974937869374648,0.0246575842464106,0.000404546378941273,1,1.02546667700429,1,0.0254666770042933,0
"afd",0.791852291442799,0.194372461070061,0.0137752474871403,1,1.22192295604434,1,0.221922956044342,0
"afe",0.988495123932469,0.0113807400933363,0.000124135974194917,1,1.01162901204173,1,0.011629012041726,0
"afi",0.954199105937123,0.0447581197480564,0.00104277431482014,1,1.0468436683777,1,0.0468436683776967,0
"afk",0.958143265462108,0.0409533930154442,0.000903341522448198,1,1.04276007606034,1,0.0427600760603406,0
"afn",0.826602364761412,0.163536416137134,0.00986121910145366,1,1.18325885434004,2,-0.816741145659959,-1
"afo",0.980038017343266,0.0196767675416842,0.000285215115049753,1,1.02024719777178,1,0.0202471977717837,0
"afp",0.892912362751242,0.102855039567323,0.00423259768143591,1,1.11132023493019,1,0.111320234930194,0
"afr",0.999992197330663,7.79704467501752e-06,5.62466206943668e-09,1,1.000007808294,1,7.80829399915639e-06,0
"afs",0.566217478012773,0.374108439344754,0.0596740826424739,1,1.4934566046297,2,-0.506543395370299,-1
"aft",0.698846985494354,0.273205323368828,0.0279476911368179,1,1.32910070564246,1,0.329100705642464,0
"afu",0.999495657304823,0.000502900296507125,1.44239867005957e-06,1,1.00050578509385,1,0.000505785093847244,0
"afz",0.853357653660622,0.139333331402713,0.00730901493666503,1,1.15395136127604,1,0.153951361276043,0
"agb",0.998613366383304,0.00138076939215004,5.86422454551538e-06,1,1.00139249784124,1,0.00139249784124118,0
"agc",0.996772750875867,0.00320784941411623,1.93997100166321e-05,1,1.00324664883415,1,0.00324664883414938,0
"agd",0.99819086972647,0.00180060653197101,8.52374155890789e-06,1,1.00181765401509,1,0.00181765401508871,0
"age",0.997914203079136,0.0020753747568506,1.04221640132574e-05,1,1.00209621908488,1,0.00209621908487723,0
"agg",0.981240259210482,0.0185003138357585,0.000259426953759356,1,1.01901916774328,1,0.0190191677432772,0
"agh",0.985591814725356,0.0142342408157722,0.000173944458871866,1,1.01458212973352,1,0.0145821297335158,0
"agj",0.992667405866641,0.00726886183683917,6.37322965200138e-05,1,1.00739632642988,1,0.00739632642987931,0
"agk",0.407252805013643,0.46893641297647,0.123810782009886,2,1.71655797699624,2,-0.283442023003757,0
"agl",0.915096013847046,0.0820454701696721,0.00285851598328157,1,1.08776250213624,1,0.0877625021362354,0
"agm",0.992566603043949,0.00736837383882327,6.50231172275584e-05,1,1.00749842007328,1,0.00749842007327839,0
"agn",0.985981162793668,0.0138519194582628,0.000166917748068873,1,1.0141857549544,1,0.0141857549544007,0
"ago",0.98494529511665,0.0148688613868865,0.000185843496463223,1,1.01524054837981,1,0.0152405483798128,0
"agq",0.996363057187062,0.00361391597122374,2.30268417144019e-05,1,1.00365996965465,1,0.00365996965465243,0
"agr",0.982277944509501,0.017484144835496,0.000237910655002671,1,1.0179599661455,1,0.0179599661455012,0
"ags",0.992009525133482,0.00791815996526302,7.23149012545887e-05,1,1.00806278976777,1,0.0080627897677723,0
"agt",0.940943384467509,0.0574856803843707,0.00157093514812068,1,1.06062755068061,1,0.060627550680612,0
"agu",0.986905923617718,0.0129434227117486,0.000150653670533352,1,1.01324473005282,1,0.0132447300528153,0
"agv",0.951418098224673,0.0474358840363568,0.00114601773897005,1,1.0497279195143,2,-0.950272080485703,-1
"agw",0.966429330080499,0.0329330402773759,0.00063762964212466,1,1.03420829956163,1,0.0342082995616251,0
"agx",0.975219405991087,0.0243830442767227,0.000397549732190083,1,1.0251781437411,1,0.0251781437411029,0
"agy",0.889001263543696,0.106497985874721,0.00450075058158261,1,1.11549948703789,1,0.115499487037886,0
"agz",0.959246979992745,0.0398872151605894,0.000865804846665874,1,1.04161882485392,1,0.0416188248539211,0
"aha",0.999327199520627,0.000670655701279332,2.14477809346025e-06,1,1.00067494525747,1,0.000674945257466142,0
"ahb",0.914020069679082,0.0830605057303766,0.00291942459054173,1,1.08889935491146,1,0.0888993549114601,0
"ahg",0.92972718346398,0.0681846433057742,0.0020881732302459,1,1.07236098976627,2,-0.927639010233734,-1
"ahh",0.971355418680419,0.0281469479688566,0.000497633350724724,1,1.02914221467031,1,0.029142214670306,0
"ahi",0.984663245983327,0.0151456299513698,0.00019112406530275,1,1.01552787808198,1,0.0155278780819754,0
"ahk",0.999965777100635,3.41840490007961e-05,3.88503644810356e-08,1,1.00003426174973,1,3.42617497297582e-05,0
"ahl",0.998382004465768,0.00161071237632449,7.28315790754497e-06,1,1.00162527869214,1,0.0016252786921398,0
"ahm",0.965283482030201,0.03404437749634,0.000672140473459204,1,1.03538865844326,1,0.0353886584432583,0
"ahn",0.924833081484854,0.0728330834515288,0.00233383506361751,1,1.07750075357876,1,0.077500753578764,0
"aho",0.138949106010609,0.481138275906839,0.379912618082552,2,2.24096351207194,3,-0.759036487928057,-1
"ahp",0.957563055762246,0.041513609264113,0.000923334973641166,1,1.0433602792114,1,0.0433602792113952,0
"ahs",0.99326405520621,0.00667966932420461,5.62754695854206e-05,1,1.00679222026338,1,0.00679222026337545,0
"aht",0.0219330786156785,0.244182328214347,0.733884593169975,3,2.7119515145543,2,0.711951514554296,1
"aia",0.979580362109709,0.0201243666498867,0.00029527124040396,1,1.02071490913069,1,0.0207149091306946,0
"aib",0.750645210878831,0.230001124375578,0.0193536647455909,1,1.26870845386676,1,0.268708453866759,0
"aic",0.786792072099427,0.19880389427691,0.0144040336236632,1,1.22761196152424,2,-0.772388038475764,-1
"aid",0.00152246693061123,0.0564062444821889,0.9420712885872,3,2.94054882165659,3,-0.0594511783434113,0
"aie",0.978920494046775,0.0207695053928354,0.000310000560389989,1,1.02138950651362,1,0.0213895065136154,0
"aif",0.974763568399023,0.0248275300256572,0.000408901575320253,1,1.0256453331763,1,0.0256453331762976,0
"aig",0.999208475418811,0.000788839419967546,2.68516122114981e-06,1,1.00079420974241,1,0.000794209742409846,0
"aih",0.87315980353338,0.121173034280496,0.00566716218612417,1,1.13250735865274,1,0.132507358652744,0
"aii",0.997712874075334,0.00227524995800454,1.1875966660968e-05,1,1.00229900189133,1,0.00229900189132648,0
"aik",0.931888041525619,0.0661283984159683,0.00198356005841283,1,1.07009551853279,1,0.0700955185327941,0
"ail",0.90021717932716,0.0960302029496143,0.00375261772322577,1,1.10353543839607,1,0.103535438396066,0
"aim",0.984975941404438,0.0148387856020596,0.00018527299350235,1,1.01520933158906,1,0.0152093315890645,0
"ain",0.173867697855407,0.500415783002288,0.325716519142305,2,2.1518488212869,2,0.151848821286898,0
"aio",0.548764343497573,0.386134338527292,0.065101317975135,1,1.51633697447756,1,0.516336974477562,0
"aip",0.670836399523709,0.295761356728418,0.0334022437478725,1,1.36256584422416,2,-0.637434155775837,-1
"aiq",0.998597950496875,0.00139609367289195,5.95583023255131e-06,1,1.00140800533336,1,0.00140800533335694,0
"air",0.905493394459513,0.0910838437464065,0.00342276179408085,1,1.09792936733457,1,0.0979293673345683,0
"ait",0.000625400766835929,0.0325333341842204,0.966841265048944,3,2.96621586428211,3,-0.0337841357178923,0
"aiw",0.999317292704119,0.000680518793051199,2.18850282984739e-06,1,1.00068489579871,1,0.000684895798710894,0
"aix",0.951148450237983,0.0476953061667222,0.00115624359529498,1,1.05000779335731,1,0.0500077933573122,0
"aja",0.895804076800254,0.100156574742833,0.00403934845691301,1,1.10823527165666,2,-0.891764728343341,-1
"ajg",0.999979393160333,2.05868939286979e-05,1.99457385052781e-08,1,1.00002062678541,1,2.06267854059305e-05,0
"aji",0.93137428640598,0.0666174953217189,0.00200821827230069,1,1.07063393186632,1,0.0706339318663203,0
"ajt",0.319348837619527,0.502189318665476,0.178461843714998,2,1.85911300609547,1,0.859113006095471,1
"aju",0.911952442729153,0.0850094473292735,0.00303810994157327,1,1.09108566721242,1,0.0910856672124201,0
"ajw",0.0135077733978784,0.192449278996137,0.794042947605985,3,2.78053517420811,3,-0.219464825791893,0
"ajz",0.99819789478429,0.00179362812257933,8.4770931303435e-06,1,1.00181058230884,1,0.0018105823088399,0
"aka",0.999999603555877,3.96319841389214e-07,1.24281696045614e-10,1,1.0000003965684,1,3.96568404781306e-07,0
"akb",0.998160319793048,0.00183095269024425,8.72751670821792e-06,1,1.00184840772366,1,0.00184840772366068,0
"akc",0.954364092715394,0.0445991303997826,0.00103677688482384,1,1.04667268416943,1,0.0466726841694303,0
"akd",0.9861261521783,0.0137095197914732,0.000164328030226479,1,1.01403817585193,1,0.0140381758519261,0
"ake",0.945948032883097,0.0526911144258132,0.00136085269108932,1,1.05541281980799,1,0.0554128198079917,0
"akf",0.99316875143076,0.00677380330799027,5.74452612500664e-05,1,1.00688869383049,1,0.0068886938304904,0
"akg",0.984668228094219,0.0151407415852148,0.000191030320566665,1,1.01552280222635,1,0.0155228022263483,0
"akh",0.997296068964695,0.00268886338572183,1.50676495833668e-05,1,1.00271899868489,1,0.00271899868488856,0
"aki",0.977364196289654,0.0222900007129067,0.000345802997438915,1,1.02298160670778,1,0.0229816067077846,0
"akj",0.0104842024672147,0.168880295556973,0.820635501975813,3,2.8101512995086,3,-0.189848700491402,0
"akl",0.999761781479548,0.000237699875455188,5.18644997282713e-07,1,1.00023873716545,1,0.000238737165449976,0
"akm",0.0078890590516783,0.145207016535293,0.846903924413029,3,2.83901486536135,3,-0.16098513463865,0
"ako",0.378674098960959,0.481654816901048,0.139671084137993,2,1.76099698517703,2,-0.239003014822966,0
"akp",0.999448359893377,0.000550008651955758,1.63145466736125e-06,1,1.00055327156129,1,0.000553271561290369,0
"akq",0.458215722886094,0.442533661256326,0.09925061585758,1,1.64103489297149,2,-0.358965107028514,-1
"aks",0.999236388022782,0.00076105701551521,2.55496170242786e-06,1,1.00076616693892,1,0.000766166938920065,0
"akt",0.961985814907738,0.0372386997919731,0.000775485300289036,1,1.03878967039255,1,0.0387896703925512,0
"aku",0.881375116996592,0.113578754155573,0.00504612884783429,1,1.12367101185124,1,0.123671011851242,0
"akv",0.911223936068452,0.0856956229373869,0.00308044099416127,1,1.09185650492571,1,0.0918565049257092,0
"akw",0.974444856548861,0.0251382319158842,0.000416911535254694,1,1.02597205498639,1,0.0259720549863935,0
"akx",0.00653874280534607,0.131122131061728,0.862339126132926,3,2.85580038332758,3,-0.14419961667242,0
"aky",0.00825174489817287,0.148758140707451,0.842990114394376,3,2.8347383694962,3,-0.165261630503797,0
"akz",0.304044308356655,0.505972839935243,0.189982851708103,2,1.88593854335145,1,0.885938543351448,1
"ala",0.985036250087014,0.014779597737738,0.000184152175248031,1,1.01514790208823,1,0.0151479020882341,0
"alc",0.0620728813144552,0.379556442308437,0.558370676377107,3,2.49629779506265,2,0.496297795062652,1
"ald",0.993902180755917,0.00604916273312128,4.86565109615311e-05,1,1.00614647575504,1,0.00614647575504446,0
"ale",0.378322456282583,0.481800877683992,0.139876666033425,2,1.76155420975084,1,0.761554209750842,1
"alf",0.901989193813154,0.0943705418489814,0.00364026433786424,1,1.10165107052471,1,0.10165107052471,0
"alh",0.2844518093634,0.50975247827624,0.20579571236036,2,1.92134390299696,2,-0.0786560970030403,0
"ali",0.989944281706161,0.00995412672812868,0.000101591565710657,1,1.01015730985955,1,0.01015730985955,0
"alj",0.983896288766585,0.015897956183504,0.000205755049911271,1,1.01630946628333,1,0.0163094662833265,0
"alk",0.984653876183362,0.0151548234010771,0.000191300415561146,1,1.0155374242322,1,0.0155374242321995,0
"all",0.831566657761058,0.159075293902474,0.00935804833646792,1,1.17779139057541,1,0.17779139057541,0
"alm",0.94168771151777,0.0567734115737596,0.00153887690846999,1,1.0598511653907,1,0.0598511653906995,0
"aln",0.999999092439688,9.07205106148723e-07,3.55206308810807e-10,1,1.00000090791552,1,9.07915518766345e-07,0
"alo",0.952734318839359,0.0461690328108354,0.00109664834980572,1,1.04836232951045,1,0.0483623295104469,0
"alp",0.951848190501441,0.047022023537524,0.00112978596103508,1,1.04928159545959,1,0.0492815954595942,0
"alq",0.847294368596552,0.144852300309859,0.00785333109358899,1,1.16055896249704,1,0.160558962497038,0
"alr",0.214482315735535,0.511197449050618,0.274320235213847,2,2.05983791947831,2,0.0598379194783116,0
"als",0.999811741261914,0.000187881485722463,3.77252363681357e-07,1,1.00018863599045,1,0.000188635990449715,0
"alt",0.87134690292103,0.122844176259766,0.00580892081920426,1,1.13446201789817,1,0.134462017898174,0
"alu",0.999190504727894,0.000806725291738086,2.76998036796705e-06,1,1.00081226525247,1,0.00081226525247402,0
"alw",0.999773260593957,0.000226254317914232,4.85088128332478e-07,1,1.00022722449417,1,0.000227224494171008,0
"alx",0.927640053079863,0.070168488391796,0.00219145852834102,1,1.07455140544848,1,0.0745514054484779,0
"aly",0.806887834355941,0.181115876642071,0.0119962890019883,1,1.20510845464605,1,0.205108454646047,0
"alz",0.999686666510317,0.00031258096981357,7.52519869196e-07,1,1.00031408600955,1,0.000314086009551851,0
"ama",0.0502007728771808,0.350263016613446,0.599536210509374,3,2.54933543763219,3,-0.450664562367807,0
"amb",0.849577989201283,0.142776001179734,0.00764600961898365,1,1.1580680204177,1,0.158068020417701,0
"amc",0.867517166335965,0.126368815721717,0.00611401794231792,1,1.13859685160635,1,0.138596851606353,0
"ame",0.97954518689806,0.0201587635310305,0.000296049570909673,1,1.02075086267285,1,0.0207508626728499,0
"amf",0.998730850055767,0.00126396949422525,5.18045000730272e-06,1,1.00127433039424,1,0.00127433039423996,0
"amg",0.207747425075774,0.510114339707708,0.282138235216518,2,2.07439081014074,2,0.0743908101407431,0
"amh",0.999999975314656,2.46815019533386e-08,3.84181575441289e-12,1,1.00000002468919,1,2.46891855848475e-08,0
"ami",0.981354083960557,0.0183888830265999,0.000257033012843522,1,1.01890294905229,1,0.018902949052287,0
"amj",0.936526398760194,0.0617066066979194,0.00176699454188711,1,1.06524059578169,1,0.0652405957816935,0
"amk",0.989473282181438,0.0104179746419309,0.000108743176631343,1,1.01063546099519,1,0.0106354609951937,0
"aml",0.999345424591165,0.000652510396443429,2.06501239130574e-06,1,1.00065664042123,1,0.00065664042122604,0
"amm",0.904596887273798,0.0919252967115752,0.00347781601462671,1,1.09888092874083,1,0.0988809287408285,0
"amn",0.992438238247145,0.00749508208622895,6.66796666256575e-05,1,1.00762844141948,1,0.00762844141948049,0
"amo",0.984923715466513,0.0148900389318466,0.000186245601640822,1,1.01526253013513,1,0.0152625301351283,0
"amp",0.98325581427188,0.0165259111988735,0.00021827452924672,1,1.01696246025737,1,0.0169624602573668,0
"amq",0.458411255757734,0.4424241163437,0.0991646278985657,1,1.64075337214083,2,-0.359246627859168,-1
"amr",0.5884403648688,0.358328240328443,0.0532313948027563,1,1.46479102993396,1,0.464791029933956,0
"ams",0.676806629495011,0.291004208391139,0.0321891621138501,1,1.35538253261884,1,0.355382532618839,0
"amt",0.881846969092206,0.113141513074474,0.00501151783332077,1,1.12316454874112,1,0.123164548741115,0
"amu",0.985494696916102,0.014329589539319,0.000175713544578571,1,1.01468101662848,1,0.0146810166284761,0
"amv",0.880533727524184,0.11435814197436,0.00510813050145542,1,1.12457440297727,1,0.124574402977271,0
"amw",0.932412114847347,0.065629340836261,0.00195854431639153,1,1.06954642946904,1,0.0695464294690442,0
"amx",0.783951173539107,0.201285039243544,0.0147637872173489,1,1.23081261367824,1,0.230812613678242,0
"amy",0.271757383585878,0.511504403303379,0.216738213110743,2,1.94498082952486,2,-0.0550191704751353,0
"amz",0.0261566346066511,0.265077269296616,0.708766096096733,3,2.68260946149008,3,-0.317390538509918,0
"ana",0.025551231046174,0.262237896979441,0.712210871974385,3,2.68665964092821,3,-0.313340359071789,0
"anb",0.0088161282000105,0.154113565778965,0.837070306021025,3,2.82825417782101,3,-0.171745822178985,0
"anc",0.999715228243601,0.000284110969004936,6.6078739446862e-07,1,1.00028543254379,1,0.000285432543793984,0
"and",0.989933699730383,0.00996454991553408,0.00010175035408333,1,1.0101680506237,1,0.010168050623701,0
"ane",0.919994868979689,0.0774165618225378,0.0025885691977735,1,1.08259370021808,1,0.0825937002180845,0
"anf",0.954841870427885,0.0441386394646061,0.0010194901075089,1,1.04617761967962,1,0.046177619679624,0
"anh",0.99288769338673,0.00705136420423813,6.09424090316502e-05,1,1.0071732490223,1,0.00717324902230132,0
"ani",0.983423653877413,0.0163613787046041,0.000214967417982659,1,1.01679131354057,1,0.0167913135405695,0
"anj",0.971613991642384,0.027895343073028,0.000490665284588299,1,1.0288766736422,1,0.0288766736422046,0
"ank",0.99854929730303,0.00144445495193024,6.24774503987791e-06,1,1.00145695044201,1,0.00145695044201011,0
"anl",0.962826647297884,0.0364247819745419,0.000748570727573838,1,1.03792192342969,1,0.0379219234296895,0
"anm",0.994220706351223,0.00573429808395798,4.49955648195166e-05,1,1.0058242892136,1,0.00582428921359712,0
"ann",0.999647779816762,0.000351337619929226,8.82563308324258e-07,1,1.00035310274655,1,0.000353102746545986,0
"ano",0.769340503948839,0.213967721252608,0.0166917747985534,1,1.24735127084971,1,0.247351270849714,0
"anp",0.998981660421912,0.00101452962203608,3.80995605142598e-06,1,1.00102214953414,1,0.00102214953413871,0
"anq",0.465815032902259,0.438233279759258,0.0959516873384828,1,1.63013665443622,1,0.630136654436223,0
"anr",0.992318074696271,0.0076136820198538,6.82432838751135e-05,1,1.0077501685876,1,0.00775016858760402,0
"ans",0.00302105240826825,0.0847316397167227,0.912247307875009,3,2.90922625546674,3,-0.0907737445332595,0
"ant",0.157400564109369,0.492689789930914,0.349909645959717,2,2.19250908185035,2,0.192509081850349,0
"anu",0.999444488960019,0.000553863820570988,1.64721940987267e-06,1,1.00055715825939,1,0.000557158259390622,0
"anv",0.991349785901144,0.00856892431741996,8.12897814359559e-05,1,1.00873150388029,1,0.00873150388029176,0
"anw",0.99984292124841,0.000156783198463795,2.95553125861936e-07,1,1.00015737430472,1,0.000157374304715407,0
"any",0.999943041345028,5.68824495369435e-05,7.62054349623398e-08,1,1.00005703486041,1,5.70348604069792e-05,0
"anz",0.958053102315907,0.0410404610081336,0.000906436675959021,1,1.04285333436005,1,0.0428533343600517,0
"aoa",0.990936721357807,0.00897618683735024,8.7091804842454e-05,1,1.00915037044704,1,0.00915037044703526,0
"aob",0.643248282815114,0.317371001462027,0.0393807157228587,1,1.39613243290774,2,-0.603867567092256,-1
"aoc",0.934010273503748,0.0641066082428229,0.00188311825342913,1,1.06787284474968,1,0.0678728447496812,0
"aod",0.976879975467944,0.0227627807516748,0.000357243780381378,1,1.02347726831244,1,0.0234772683124376,0
"aoe",0.995796640466158,0.00417499824734047,2.83612865017435e-05,1,1.00423172082034,1,0.00423172082034395,0
